代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000001	平安银行	1.92	11.66	0.22	11.65	11.66	1726269	19967	0.09	          0.89	11.44	11.70	11.43	11.44	     4.27	200427.05	  1.81	股份制银行	深圳	2.36	11.61	662046	1064223	  0.62	0.00	4783	5440	--  	-65.33	          0.90	          0.04	2328.15	0.00	   0.00	78613.80	306.82	0.00	0.39	--  	          0.00	--  	0.51	--  	--  	        194.06	       2262.70亿	       2262.73亿	  0.45	   4533	1	-0.17	1.48	2.46	3.37	-0.51	19.34	36.53	2.46	38.32	1	   81.60亿	          2.12	        951.51亿	         42.69亿	4.86	4.87	0.62	1.48	MACD金叉	10	12	12	0.00	2.27	-0.09	1.49	-0.34	2.01	20241019	19910403	        194.06	--  	--  	57459.88	4904.69	--  	91.46	0.00	87.53	61.53	0.00	4048.80	0.00	0.00	--  	807.15	1115.82	637.13	478.69	183.72	477.44	397.29	397.29	397.48	2398.99	1371.58	-189.13	517695.00	         15763	18.38万	0.24	-12.58	          0.54	1.65	2.03	8.28	1.940㈢	         21.67	          4.16	         12.36	          7.07	          8.54	   8.10㈢	         42.90	         42.90	         35.61	--  	40830	000001	--  	--  	--  	
000002	万 科Ａ	1.88	8.68	0.16	8.67	8.68	1301036	20348	0.00	          1.34	8.51	8.72	8.48	8.52	--  	112361.80	  1.16	住宅开发	深圳	2.82	8.64	535290	765746	  0.70	0.00	4824	11387	--  	-49.24	          1.26	          0.05	1766.21	0.00	   0.00	62292.69	311.18	-0.11	0.50	--  	          0.01	--  	0.69	--  	--  	         97.17	        843.43亿	        844.06亿	  0.40	   4623	1	-0.35	-0.68	0.93	3.09	-8.73	34.37	-20.00	0.93	-17.02	5	   64.74亿	          2.01	        561.95亿	         19.09亿	--  	8.51	0.92	0.58	-- -- 	4	12	13	-0.12	2.35	-0.47	1.41	-0.46	2.36	20241031	19910129	        119.31	--  	         22.07	13571.80	2341.20	       1402.39	72.42	10162.76	205.43	83.76	7508.32	797.45	5793.35	98.07	2497.10	254.71	2198.95	1990.00	-146.67	0.74	-154.40	-163.98	-179.43	-144.68	756.73	-48.48	-196.22	627280.00	         10321	8.96万	-231.73	-24.25	          0.44	-21.36	0.47	0.00	-1.510㈢	         19.62	          2.13	          6.34	         -0.41	         17.25	  -7.66㈢	          9.50	         -6.67	         -7.46	3.69	131097	000002	--  	--  	--  	
000004	国华网安	0.98	18.49	0.18	18.48	18.49	62894	568	0.00	          4.98	18.45	18.77	18.35	18.31	--  	11665.75	  0.65	基础软件	深圳	2.29	18.55	32615	30279	  1.08	0.00	51	73	--  	-13.53	          1.55	          0.23	105.02	0.00	   0.00	10639.45	59.41	0.11	0.56	--  	          0.04	--  	0.98	--  	--  	          1.26	         23.35亿	         24.48亿	 -0.49	   2876	2	0.11	-3.40	1.87	7.63	-4.30	53.06	8.64	1.87	14.63	21	    0.87亿	          7.25	         16.04亿	          0.24亿	--  	--  	0.84	-0.16	-- -- 	10	10	2	0.76	2.51	0.22	1.31	-1.49	0.76	20241204	19910114	          1.32	--  	--  	3.85	1.60	         -0.03	59.25	2.87	0.02	0.13	2.01	0.64	0.02	1.72	0.44	12.32	0.76	0.21	-0.37	0.00	-0.41	-0.37	-0.36	-0.33	-12.18	-0.24	-0.30	43880.00	          1978	3.66万	-1.78	-5.78	         15.32	-102.76	32.25	0.00	-0.270㈢	          1.21	          9.31	         -9.20	         -0.18	         41.54	 -22.43㈢	         72.96	        -48.81	        -49.25	0.23	298	000004	--  	--  	--  	
000006	深振业Ａ	5.21	9.49	0.47	9.48	9.49	708892	8948	0.21	          5.25	9.02	9.65	9.02	9.02	--  	66249.75	  1.08	住宅开发	深圳	6.98	9.35	304319	404573	  0.75	0.00	1032	133	--  	-14.27	          1.24	          0.21	849.16	0.00	   0.00	29079.32	271.23	0.00	0.93	--  	          0.04	--  	1.88	--  	--  	         13.50	        128.11亿	        128.11亿	  3.74	   3885	2	1.46	4.63	6.75	16.58	5.80	129.78	98.12	6.75	106.75	10	    8.51亿	          8.33	         80.72亿	          6.34亿	--  	--  	0.65	3.72	MACD金叉	10	8	6	0.00	6.98	0.00	3.66	-1.66	5.21	20241031	19920427	         13.50	--  	--  	208.89	64.49	          3.61	67.40	166.86	0.62	0.00	86.47	26.58	129.41	0.48	21.42	4.84	48.28	44.58	-6.24	0.71	-6.23	-6.32	-5.24	-5.25	24.36	1.08	-12.71	68571.00	         12405	11.77万	-42613.00	482.14	          1.99	118.60	2.65	0.00	-0.390㈢	          4.78	          0.36	          1.80	          0.08	         30.87	  -8.12㈢	          7.66	        -12.93	        -13.10	--  	416	000006	--  	--  	--  	
000007	全新好	-0.14	7.16	-0.01	7.15	7.16	74187	1280	0.42	          2.14	7.15	7.29	7.08	7.17	   585.78	5314.37	  0.81	商业物业经营	深圳	2.93	7.16	41030	33157	  1.24	0.00	211	259	--  	19.95	          1.46	          0.11	91.65	0.00	   0.00	4401.34	9.80	0.42	0.22	--  	          0.01	--  	0.30	--  	--  	          3.46	         24.81亿	         24.81亿	 -1.61	   1236	-1	1.13	0.42	-1.38	5.76	-4.02	56.33	44.94	-1.38	47.02	12	    2.13亿	          3.49	         15.23亿	         -0.03亿	87.66	68.96	0.73	-0.14	-- -- 	1	8	3	-0.28	1.67	-1.26	-0.14	-1.78	1.13	20241120	19920413	          3.46	--  	--  	3.32	1.29	          0.11	57.96	2.14	0.46	0.00	1.26	1.13	0.37	0.17	0.02	1.57	1.54	1.25	0.05	0.00	0.04	0.02	0.03	0.04	-3.17	0.21	-0.81	10917.00	         19489	13.95万	-70.72	0.60	         19.25	120.51	16.08	0.00	0.010㈢	          0.37	          0.45	         -0.91	          0.06	         38.81	   2.46㈢	         18.97	          3.56	          1.06	--  	74	000007	--  	--  	--  	
000008	神州高铁	0.81	3.74	0.03	3.74	3.75	7780151	71304	0.27	         28.97	4.08	4.08	3.51	3.71	--  	300626.46	 10.78	轨交设备	北京	15.36	3.86	3542396	4237755	  0.84	0.00	3395	1864	--  	2.82	          1.02	          1.02	2666.78	0.00	   0.00	13486.13	3780.94	0.00	28.04	16.29	          0.57	--  	0.50	--  	--  	         26.86	        100.46亿	        101.59亿	 -0.67	   4734	8	10.09	22.22	47.83	50.20	33.57	93.78	51.42	47.83	58.47	10	   16.24亿	         47.92	         60.72亿	          0.81亿	--  	--  	0.75	12.31	顶部放量	6	6	6	9.97	9.97	-5.39	4.04	-8.33	6.55	20241203	19920507	         27.16	--  	--  	104.20	33.77	          0.82	66.81	46.68	4.70	1.75	62.15	5.86	8.85	20.12	10.63	26.20	10.90	7.76	-2.25	0.50	-1.94	-2.01	-1.80	-2.10	-20.43	-1.23	0.86	91817.00	         17683	6.61万	-23.69	-16.71	          3.01	-82.62	9.32	0.00	-0.070㈢	          1.24	          0.96	         -0.75	         -0.05	         32.41	  -5.33㈢	         28.82	        -20.66	        -18.45	1.01	2160	000008	--  	--  	--  	
000009	中国宝安	0.61	9.92	0.06	9.92	9.93	225945	2131	0.00	          0.89	9.84	10.00	9.73	9.86	    49.79	22321.50	  0.82	电池化学品	深圳	2.74	9.88	112688	113257	  0.99	0.00	159	377	--  	-36.22	          1.17	          0.04	211.45	0.00	   0.00	16308.40	23.12	-0.19	0.14	--  	          0.00	--  	0.24	--  	--  	         25.51	        253.10亿	        255.86亿	 -0.87	   3529	1	-0.30	-1.00	0.61	6.10	-5.34	25.89	-15.07	0.61	-15.21	3	   15.30亿	          1.48	        151.81亿	          1.55亿	55.22	33.82	0.93	-0.30	-- -- 	10	2	9	-0.20	1.42	-1.32	0.20	-0.80	1.95	20241126	19910625	         25.79	--  	--  	525.43	101.48	        113.76	59.04	300.83	116.13	18.06	156.03	81.24	110.50	51.15	6.93	14.89	146.36	106.41	11.89	-0.17	11.96	9.17	3.85	2.38	57.50	5.59	-16.22	171013.00	          8949	8.88万	-43.20	-40.28	          2.52	45.73	1.75	0.45	0.150㈢	          3.93	          0.58	          2.23	          0.22	         19.31	   3.80㈢	         27.29	          8.12	          6.26	6.10	16595	000009	--  	--  	--  	
000010	美丽生态	5.38	3.33	0.17	3.32	3.33	826912	5109	0.60	         15.72	3.19	3.41	3.18	3.16	--  	27463.06	  1.12	园林工程	深圳	7.28	3.32	363475	463437	  0.78	0.00	1345	6060	--  	-22.64	          0.96	          0.35	170.13	0.00	   0.00	22144.24	151.46	-1.84	0.68	--  	          0.10	--  	3.31	--  	--  	          5.26	         17.51亿	         38.28亿	  3.90	   3754	2	3.61	6.39	9.90	23.33	3.42	99.40	-1.48	9.90	4.72	9	    4.74亿	         17.45	         15.78亿	          1.95亿	--  	--  	0.83	5.38	上穿BOLL上轨	12	12	2	0.95	7.91	0.63	5.06	-2.35	4.72	20241031	19951027	         11.50	--  	--  	30.54	2.19	         -0.16	93.35	22.30	0.08	0.02	28.21	0.10	1.02	15.78	1.31	20.85	3.54	2.95	-0.86	0.00	-0.93	-0.89	-0.59	-0.53	-28.88	-0.17	-0.20	42981.00	         11022	3.67万	63.17	44.10	         17.53	-231.64	10.82	0.00	-0.060㈢	          0.19	          1.81	         -2.51	         -0.01	          7.16	 -27.17㈢	         16.57	        -24.43	        -25.26	--  	145	000010	--  	--  	--  	
000011	深物业A	0.31	9.86	0.03	9.86	9.87	92942	1678	-0.19	          1.77	9.77	9.92	9.71	9.83	  1230.74	9142.89	  0.68	物业管理	深圳	2.14	9.84	46065	46877	  0.98	0.00	398	732	--  	2.46	          1.40	          0.14	165.45	0.00	   0.00	9647.14	9.87	-0.60	0.10	--  	          0.01	--  	0.58	--  	--  	          5.26	         51.91亿	         58.76亿	 -1.17	   2044	1	-0.91	-1.40	2.07	6.59	-1.40	28.72	8.00	2.07	15.32	3	    1.87亿	          4.97	         18.44亿	          0.18亿	24.87	12.66	0.66	-0.50	-- -- 	10	8	2	-0.61	0.92	-1.22	0.10	-0.60	1.54	20241031	19920330	          5.96	          0.68	--  	161.17	44.79	          0.32	72.01	142.51	0.55	0.01	94.00	11.71	117.32	5.73	8.49	0.80	13.18	10.51	-0.00	0.00	-0.04	-0.06	0.04	0.08	36.90	-17.53	-15.70	40688.00	          6258	6.17万	-98.45	-45.71	          1.31	-3.35	4.46	3.16	0.010㈢	          7.51	          0.14	          6.19	         -2.94	         27.79	   0.08㈢	         20.24	         -0.01	         -0.43	0.04	8817	000011	--  	--  	--  	
000012	南 玻Ａ	1.26	5.63	0.07	5.62	5.63	221961	1304	0.00	          1.13	5.54	5.64	5.53	5.56	    16.49	12443.09	  0.97	玻璃制造	深圳	1.98	5.61	75633	146328	  0.52	0.00	3093	456	--  	-46.45	          1.04	          0.04	73.42	0.00	   0.00	7340.47	74.73	-0.53	1.02	--  	          0.01	--  	2.75	--  	--  	         19.59	        110.31亿	        172.88亿	 -0.22	   2846	2	0.54	0.18	2.36	5.63	-0.35	13.74	6.23	2.36	5.83	0	   12.91亿	          1.72	         72.67亿	          2.15亿	17.72	10.44	0.63	0.72	平台整理	14	10	11	-0.36	1.44	-0.54	0.90	-0.18	1.81	20241125	19920228	         30.71	         11.09	--  	319.10	140.71	          4.72	54.42	97.05	135.31	23.93	97.49	31.11	19.33	18.18	3.76	5.91	118.37	95.79	8.08	-0.04	8.06	7.73	7.86	7.01	88.25	13.53	-0.04	142939.00	         16791	9.45万	-46.38	-12.19	          1.23	12.78	1.46	4.44	0.260㈢	          4.58	          0.19	          2.87	          0.44	         44.10	   5.59㈢	         19.07	          6.82	          6.53	4.92	14661	000012	--  	--  	--  	
000014	沙河股份	-0.15	12.96	-0.02	12.95	12.96	95065	1358	0.08	          3.93	12.91	12.99	12.70	12.98	    50.19	12235.88	  0.51	住宅开发	深圳	2.23	12.87	50191	44874	  1.12	0.00	158	455	--  	-43.44	          1.47	          0.18	176.00	0.00	   0.00	13917.34	23.50	0.00	0.17	--  	          0.01	--  	0.43	--  	--  	          2.42	         31.37亿	         31.37亿	 -1.63	   2388	-1	0.54	-2.04	2.78	15.71	10.86	61.80	15.10	2.78	20.11	1	    1.60亿	          5.95	         20.70亿	         -0.05亿	42.66	6.01	0.59	0.54	多头排列	12	8	3	-0.54	0.08	-2.16	-0.85	-0.23	2.05	20241031	19920602	          2.42	--  	--  	22.36	16.54	          0.51	23.75	18.60	0.20	0.00	5.12	4.18	14.06	0.03	0.28	0.10	3.25	1.64	0.64	0.00	0.63	0.47	0.47	0.47	11.13	-1.03	-1.60	28544.00	          5595	7.25万	-90.53	-73.51	          1.90	-30.57	9.65	1.67	0.190㈢	          6.83	          0.04	          4.60	         -0.42	         73.96	   2.83㈢	         49.42	         19.59	         14.39	--  	113	000014	--  	--  	--  	
000016	深康佳Ａ	-0.38	5.20	-0.02	5.19	5.20	674561	13473	0.19	          4.22	5.21	5.24	5.08	5.22	--  	34916.65	  0.67	电视	深圳	3.07	5.18	365711	308850	  1.18	0.00	5197	4091	--  	-29.78	          1.71	          0.22	700.60	0.00	   0.00	38082.93	231.95	0.00	0.61	--  	          0.04	--  	0.90	--  	--  	         15.97	         83.02亿	        125.21亿	 -1.86	   4256	-1	2.35	-2.26	3.38	2.97	-18.88	100.77	27.14	3.38	24.70	21	   10.73亿	          6.29	         55.79亿	         -0.48亿	--  	--  	0.89	-0.38	-- -- 	10	6	3	-0.19	0.38	-2.68	-0.77	-0.76	2.36	20241127	19920327	         24.08	          8.11	--  	325.31	40.43	          2.01	86.95	130.06	50.60	10.30	177.10	40.02	30.25	16.45	5.64	5.02	81.20	76.11	-18.59	0.53	-18.61	-18.65	-16.06	-17.17	-1.08	-3.91	-28.62	180278.00	         10452	5.43万	-124.67	-45.42	          3.10	-32.03	1.54	0.00	-0.670㈢	          1.68	          0.21	         -0.04	         -0.16	         12.43	 -39.73㈢	          6.27	        -22.90	        -22.97	3.12	14106	000016	--  	--  	--  	
000017	深中华A	5.11	7.41	0.36	7.40	7.41	454492	5437	0.41	         15.00	7.07	7.56	6.91	7.05	   516.05	33214.26	  1.81	钟表珠宝	深圳	9.22	7.31	179257	275235	  0.65	0.00	1390	306	--  	-70.88	          2.39	          0.92	402.88	0.00	   0.00	10408.64	20.50	-0.41	0.20	--  	          0.01	--  	0.40	--  	--  	          3.03	         22.45亿	         51.07亿	  3.63	   3644	2	1.73	3.21	6.47	14.18	5.71	26.24	65.77	6.47	70.34	19	    2.39亿	         18.98	         17.75亿	          2.48亿	251.94	285.27	0.85	3.49	多头排列	12	6	1	0.28	7.23	-1.99	3.69	-1.98	7.24	20241030	19920331	          6.89	          2.48	--  	3.72	3.16	          0.10	12.43	3.63	0.02	0.00	0.46	0.16	1.60	1.71	0.01	7.80	2.79	2.61	0.08	0.00	0.10	0.07	0.07	0.06	-11.85	-0.59	-0.38	59368.00	          8217	6.09万	46.86	-19.81	         16.14	-86.57	18.27	0.00	0.010㈢	          0.46	          1.13	         -1.72	         -0.09	         84.91	   2.35㈢	          6.64	          2.84	          2.48	0.01	69	000017	--  	--  	--  	
000019	深粮控股	0.00	7.01	0.00	7.00	7.01	93117	924	0.00	          2.24	7.02	7.04	6.93	7.01	    24.78	6508.28	  0.59	粮油加工	深圳	1.57	6.99	48181	44936	  1.07	0.00	445	155	--  	36.26	          2.03	          0.14	64.77	0.00	   0.00	6425.13	36.29	0.43	0.56	--  	          0.02	--  	2.82	--  	--  	          4.16	         29.18亿	         80.79亿	 -1.47	   2510	0	-0.28	-2.09	-2.50	5.73	1.01	13.25	-5.27	-2.50	-4.50	0	    2.71亿	          3.44	         18.98亿	          0.00亿	25.39	23.23	0.58	-1.27	平台整理	10	6	2	0.14	0.43	-1.14	-0.29	-0.43	1.15	20241203	19921012	         11.53	          0.52	--  	72.21	48.39	          0.04	32.93	40.76	21.07	5.27	22.42	1.53	35.11	1.37	2.50	12.61	38.02	31.39	3.07	0.00	3.07	2.43	2.45	2.27	19.41	5.23	-0.82	44918.00	          7179	5.03万	-10.82	-15.12	          1.67	15.46	2.12	2.85	0.210㈢	          4.20	          1.09	          1.68	          0.45	         67.01	   5.05㈢	         17.45	          8.07	          6.40	0.16	1215	000019	--  	--  	--  	
000020	深华发Ａ	0.07	14.71	0.01	14.70	14.71	34667	719	0.07	          1.91	14.70	14.89	14.49	14.70	   219.33	5094.83	  0.86	面板	深圳	2.72	14.70	16962	17705	  0.96	0.00	319	214	--  	-5.91	          1.77	          0.20	105.77	0.00	   0.00	4265.16	25.43	0.62	0.60	--  	          0.03	--  	--  	--  	--  	          1.81	         26.65亿	         41.65亿	 -1.41	   1635	2	1.80	-0.34	2.37	6.59	4.25	12.29	17.59	2.37	13.59	17	    0.62亿	          5.60	          9.10亿	          0.03亿	275.10	312.19	0.74	0.27	-- -- 	1	6	2	0.00	1.29	-1.43	0.00	-1.21	1.52	20241026	19920428	          2.83	          1.02	--  	6.59	3.81	--  	42.16	4.21	1.54	0.34	2.76	1.42	0.80	1.71	--  	1.47	6.06	5.34	0.18	0.01	0.18	0.14	0.14	0.13	-1.26	-0.12	-0.14	32037.00	          5115	7.52万	14.45	0.74	         10.93	-343.30	6.87	0.00	0.050㈢	          1.35	          0.52	         -0.44	         -0.04	         57.84	   3.74㈢	         11.99	          2.90	          2.35	0.09	486	000020	--  	--  	--  	
000021	深科技	0.60	20.20	0.12	20.19	20.20	489380	6483	0.00	          3.14	19.98	20.45	19.76	20.08	    35.75	98408.17	  0.75	消费电子组件	深圳	3.44	20.11	232911	256469	  0.91	0.00	1030	871	--  	-26.70	          1.28	          0.14	1309.57	0.00	   0.00	77286.66	141.46	-0.09	0.18	--  	          0.01	--  	0.20	--  	--  	         15.60	        315.21亿	        315.24亿	 -0.88	   4547	2	0.35	-0.15	0.20	2.43	-5.08	49.30	22.28	0.20	25.62	5	    9.34亿	          5.24	        188.76亿	          1.87亿	36.68	48.90	1.05	-0.20	-- -- 	1	12	2	-0.50	1.84	-1.59	0.15	-1.22	2.23	20241203	19940202	         15.61	--  	--  	291.54	115.64	         19.73	53.57	167.24	49.81	3.92	132.46	90.31	29.95	36.57	6.47	23.37	108.52	90.50	9.53	0.13	9.68	8.12	6.61	6.17	60.78	19.17	0.06	216066.00	          4325	8.74万	48.12	-1.09	          2.73	16.44	2.90	0.64	0.420㈢	          7.41	          1.50	          3.89	          1.23	         39.66	   5.72㈢	         16.60	          8.78	          7.48	2.56	17241	000021	--  	--  	--  	
000025	特 力Ａ	-0.48	18.64	-0.09	18.64	18.65	82756	1364	0.00	          2.11	18.73	18.79	18.43	18.73	    55.75	15414.78	  0.46	综合类	深圳	1.92	18.63	43699	39057	  1.12	0.00	354	547	--  	34.45	          2.97	          0.31	254.25	0.00	   0.00	15603.49	29.03	0.38	0.19	--  	          0.01	--  	0.58	--  	--  	          3.93	         73.21亿	         80.35亿	 -1.96	   3146	-1	0.48	-2.25	0.49	6.64	1.91	33.14	13.18	0.49	17.38	5	    1.59亿	          5.20	         29.69亿	         -0.39亿	52.64	67.95	0.77	-1.22	MACD死叉	10	12	12	0.00	0.32	-1.60	-0.53	-0.80	1.14	20241024	19930621	          4.31	          0.38	--  	25.11	16.99	          1.30	27.15	9.98	0.72	0.04	5.69	2.21	0.89	2.63	0.05	4.31	20.67	18.84	1.40	0.19	1.39	1.11	1.08	0.99	7.80	0.41	-0.15	52786.00	          3742	6.98万	46.64	69.38	          4.73	194.61	3.89	0.17	0.250㈢	          3.94	          1.00	          1.81	          0.10	         67.66	   6.36㈢	          8.87	          6.77	          5.39	0.02	151	000025	--  	--  	--  	
000026	飞亚达	0.63	11.18	0.07	11.17	11.18	76699	1846	0.36	          2.11	11.12	11.28	11.02	11.11	    17.22	8535.15	  0.87	钟表珠宝	深圳	2.34	11.13	39282	37417	  1.05	0.00	358	197	--  	-49.31	          2.04	          0.16	206.38	0.00	   0.00	7081.78	27.13	-0.26	0.38	--  	          0.01	--  	1.00	--  	--  	          3.63	         40.55亿	         45.36亿	 -0.84	   1483	5	0.09	1.55	4.49	10.69	3.81	24.92	-1.93	4.49	5.87	0	    2.00亿	          3.84	         22.33亿	          0.28亿	17.10	13.62	0.68	1.18	-- -- 	8	8	11	0.09	1.53	-0.81	0.18	-0.89	1.45	20241113	19930603	          4.06	          0.41	--  	41.89	33.71	--  	19.53	31.17	3.40	0.30	7.76	5.38	20.63	3.39	0.20	9.36	30.40	19.10	2.59	0.00	2.60	1.98	1.98	1.91	17.45	3.17	0.33	26816.00	          8961	10.02万	-25.58	-13.82	          1.35	14.29	1.49	3.58	0.480㈢	          8.31	          2.31	          4.30	          0.78	         80.47	   5.86㈢	         37.16	          8.51	          6.50	0.43	4238	000026	--  	--  	--  	
000027	深圳能源	1.20	6.72	0.08	6.71	6.72	287199	2616	0.00	          0.60	6.63	6.75	6.63	6.64	    11.28	19238.41	  1.55	火力发电	深圳	1.81	6.70	107925	179274	  0.60	0.00	655	859	--  	-67.87	          1.53	          0.08	175.80	0.00	   0.00	8261.46	21.35	0.15	0.26	--  	          0.00	--  	0.68	--  	--  	         47.57	        319.70亿	        319.70亿	 -0.27	   2952	2	0.15	0.44	1.51	3.07	-2.04	18.10	13.71	1.51	6.50	1	   11.88亿	          2.42	         79.86亿	          3.81亿	27.94	15.63	0.82	0.75	平台整理	14	5	10	-0.15	1.66	-0.15	0.90	-0.44	1.36	20241126	19930903	         47.57	--  	--  	1635.67	476.27	        100.26	64.75	400.26	631.98	203.76	353.43	92.78	14.83	148.34	12.95	46.59	304.15	237.13	35.64	6.97	35.77	27.41	21.25	20.32	149.44	74.52	16.01	125672.00	          9456	6.35万	-29.79	3.61	          1.06	4.29	1.05	2.08	0.380㈢	          6.33	          0.98	          3.14	          1.57	         29.12	   4.46㈢	         22.03	         11.72	          9.01	1.01	12200	000027	--  	--  	--  	
000028	国药一致	1.42	29.90	0.42	29.89	29.90	40292	275	0.13	          0.84	29.50	30.07	29.45	29.48	    11.71	12005.96	  1.14	医药流通	深圳	2.10	29.80	15861	24431	  0.65	0.00	832	161	--  	52.19	          1.35	          0.07	82.22	0.00	   0.00	7340.34	34.22	0.00	0.47	--  	          0.01	--  	4.00	--  	--  	          4.78	        142.94亿	        166.41亿	 -0.05	   2339	1	-0.34	0.17	0.61	1.36	0.10	19.89	5.77	0.61	5.62	1	    1.66亿	          2.42	         49.72亿	          2.34亿	11.28	10.41	0.70	0.61	-- -- 	10	2	1	0.07	2.00	-0.10	1.09	-0.57	1.53	20241029	19930809	          5.57	          0.71	--  	519.81	181.02	         35.52	58.34	406.78	8.18	5.81	280.93	54.34	83.92	241.33	2.94	42.61	564.66	503.26	13.44	2.55	13.56	10.96	10.66	10.24	129.99	12.81	-7.76	32954.00	          7211	21.56万	-10.43	-0.21	          0.92	12.99	0.29	2.27	1.910㈢	         32.52	          7.66	         23.36	          2.30	         34.82	   5.89㈢	         10.87	          2.38	          1.94	0.19	39449	000028	--  	--  	--  	
000029	深深房Ａ	0.90	16.73	0.15	16.73	16.74	47967	633	0.06	          0.54	16.63	16.77	16.34	16.58	  2529.40	7970.30	  0.65	住宅开发	深圳	2.59	16.62	19024	28943	  0.66	0.00	5	833	--  	-62.42	          1.74	          0.07	105.90	0.00	   0.00	7532.21	22.45	-0.05	0.30	--  	          0.01	--  	0.80	--  	--  	          8.92	        149.17亿	        169.25亿	 -0.57	   2291	1	-0.24	-1.60	4.37	9.85	-5.69	53.49	35.58	4.37	42.26	4	    2.63亿	          1.82	         44.00亿	          1.52亿	--  	--  	0.58	0.30	MACD金叉	10	12	8	0.30	1.15	-1.45	0.24	-0.24	2.39	20241031	19930915	         10.12	          1.20	--  	64.60	37.01	          0.85	41.39	58.67	0.18	0.00	26.09	5.83	40.44	0.89	13.84	9.78	2.08	1.68	0.02	0.01	0.04	0.04	0.05	-0.11	14.06	-1.38	-2.82	54508.00	          7027	11.76万	113.78	-41.23	          4.57	-122.96	81.28	0.00	0.005㈢	          3.66	          0.97	          1.39	         -0.14	         57.30	   0.14㈢	         19.43	          0.79	          2.01	0.39	267	000029	--  	--  	--  	
000030	富奥股份	0.36	5.59	0.02	5.58	5.59	177256	719	0.18	          1.05	5.57	5.61	5.46	5.57	    16.45	9850.10	  1.15	底盘与发动机系统	吉林	2.69	5.56	91339	85917	  1.06	0.00	455	2917	--  	-35.38	          0.76	          0.06	40.19	0.00	   0.00	9410.47	14.15	0.00	0.15	--  	          0.01	--  	1.21	--  	--  	         16.92	         94.59亿	         97.36亿	 -1.12	   2814	2	1.83	1.63	4.29	5.47	-1.06	25.62	0.90	4.29	9.82	0	    4.84亿	          3.66	         27.08亿	          0.35亿	14.62	16.12	0.79	1.27	MACD金叉	10	2	14	0.00	0.72	-1.97	-0.18	-0.36	2.38	20241203	19930929	         17.42	          0.48	--  	168.66	77.07	         12.66	46.80	82.47	30.19	5.66	65.49	11.68	13.77	34.82	0.27	4.93	115.10	101.48	6.16	3.69	6.18	6.03	4.44	3.74	48.08	-3.62	-7.24	33245.00	         16012	8.95万	16.15	4.83	          1.26	-26.86	0.85	4.42	0.260㈢	          4.43	          0.28	          2.76	         -0.21	         45.69	   5.76㈢	         11.83	          5.35	          5.24	4.11	7978	000030	--  	--  	--  	
000031	大悦城	3.01	3.42	0.10	3.42	3.43	525231	4746	0.00	          1.31	3.30	3.47	3.28	3.32	--  	17902.41	  0.85	商业地产	深圳	5.72	3.41	236779	288452	  0.82	0.00	1306	3671	--  	-32.67	          0.74	          0.08	162.31	0.00	   0.00	10166.76	30.69	0.30	0.30	--  	          0.01	--  	0.79	--  	--  	         40.03	        136.90亿	        146.59亿	  1.54	   3242	2	1.22	1.48	3.95	12.13	0.29	45.53	8.23	3.95	15.15	2	   10.33亿	          5.08	         35.34亿	          4.29亿	--  	--  	0.74	1.48	-- -- 	10	8	2	-0.60	4.52	-1.20	2.71	-1.44	4.27	20241031	19931008	         42.86	--  	--  	1908.57	131.45	        319.37	76.38	1369.56	30.55	15.32	875.66	263.37	866.48	6.10	322.68	85.81	204.77	154.85	17.55	13.97	18.73	2.95	-5.87	-16.25	-4.51	32.79	-31.55	101272.00	         10204	3.49万	-16.72	-1.07	          1.12	4.47	0.72	0.00	-0.140㈢	          3.07	          2.00	         -0.11	          0.77	          6.89	  -4.46㈢	         24.38	          8.57	          1.44	0.01	6951	000031	--  	--  	--  	
