代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000785	居然之家	9.87	3.34	0.30	3.34	--  	1443414	1086	0.00	          2.42	3.05	3.34	3.03	3.04	    21.52	46753.12	  1.85	商业物业经营	湖北	10.20	3.24	618246	825168	  0.75	0.00	253561	0	--  	0.00	          0.11	          0.02	36.27	0.00	   0.00	20003.48	155.61	0.00	0.78	--  	          0.03	--  	2.31	0.18	8468.94	         59.59	        199.02亿	        210.00亿	  8.39	   2361	2	1.00	7.75	10.23	17.61	11.71	41.53	-1.76	10.23	3.09	3	   19.80亿	          7.29	         66.13亿	         18.86亿	23.83	16.15	0.74	7.05	上穿BOLL上轨	8	6	11	0.33	9.87	-0.33	6.58	0.00	10.23	20241115	19970711	         62.87	--  	--  	518.70	202.98	         10.50	58.84	60.30	21.45	6.58	97.03	23.40	6.22	12.63	5.08	88.93	94.79	66.99	11.16	-0.52	9.91	7.36	7.32	8.16	47.57	18.02	-10.24	37381.00	         52965	17.69万	-36.42	-2.72	          1.03	11.65	2.22	1.85	0.120㈢	          3.23	          1.41	          0.76	          0.29	         39.13	   3.61㈢	         29.33	         11.78	          7.77	0.25	8540	000785	--  	--  	--  	
000786	北新建材	-1.09	28.09	-0.31	28.09	28.10	156006	1869	0.00	          0.96	28.35	28.49	28.02	28.40	    11.32	43983.42	  1.44	其他建材	北京	1.65	28.19	67698	88308	  0.77	0.00	535	32	--  	73.80	          1.50	          0.05	524.91	0.00	   0.00	18687.49	135.51	-0.41	0.73	--  	          0.01	--  	0.99	--  	--  	         16.32	        458.55亿	        474.58亿	 -2.57	   4052	-3	-1.01	-3.14	-1.51	-2.60	-10.51	14.70	28.91	-1.51	24.73	1	    8.81亿	          1.77	        247.34亿	         -5.24亿	12.13	13.47	0.53	-1.75	KDJ死叉	1	3	14	-0.18	0.32	-1.34	-0.74	-1.40	0.25	20241204	19970606	         16.90	--  	--  	363.52	251.51	         10.38	27.96	136.55	147.06	35.28	89.94	10.14	24.74	61.60	4.08	27.99	203.64	141.21	34.95	0.56	34.64	31.98	31.45	30.69	196.66	27.06	4.30	53000.00	         16613	46.67万	14.12	19.44	          1.89	17.53	2.33	2.97	1.860㈢	         14.89	          1.66	         11.64	          1.60	         69.19	  12.51㈢	         30.65	         17.16	         15.70	8.33	12786	000786	--  	--  	--  	
000788	北大医药	3.11	6.64	0.20	6.63	6.64	154028	2832	0.00	          2.58	6.44	6.65	6.42	6.44	    22.77	10108.30	  1.51	化学制剂	重庆	3.57	6.56	62357	91671	  0.68	0.00	573	945	--  	-76.58	          1.31	          0.11	188.04	0.00	   0.00	4876.97	0.71	0.00	0.01	--  	          0.00	--  	0.06	--  	--  	          5.96	         39.57亿	         39.57亿	  1.63	   2403	2	0.16	1.23	3.59	9.57	2.95	27.20	-5.01	3.59	0.15	1	    3.90亿	          3.95	         25.89亿	          1.19亿	30.78	89.22	0.73	1.68	MACD金叉	12	8	9	0.00	3.26	-0.31	1.86	-0.15	3.43	20241031	19970616	          5.96	--  	--  	23.28	15.37	         -0.01	34.01	19.66	1.22	1.10	7.68	3.74	2.09	12.00	0.11	1.99	15.34	11.09	1.64	0.00	1.63	1.30	1.30	1.30	6.80	0.64	-0.16	50054.00	          7791	5.17万	182.49	-7.32	          2.57	61.98	2.58	1.14	0.220㈢	          2.58	          0.33	          1.14	          0.11	         66.02	   8.48㈢	         27.75	         10.68	          8.49	0.13	797	000788	--  	--  	--  	
000789	万年青	0.71	5.70	0.04	5.69	5.70	142922	562	0.00	          1.79	5.66	5.80	5.66	5.66	   488.52	8181.02	  0.83	水泥制造	江西	2.47	5.72	74485	68437	  1.09	0.00	380	226	--  	22.88	          2.30	          0.16	32.03	0.00	   0.00	5785.00	15.62	0.35	0.27	--  	          0.01	--  	0.48	--  	--  	          7.97	         45.45亿	         45.45亿	 -0.77	   2121	1	-1.74	-2.57	3.64	6.34	2.15	32.56	-18.92	3.64	-15.81	0	    4.06亿	          3.52	         23.13亿	          0.32亿	--  	19.88	0.69	-0.70	KDJ死叉	12	6	11	0.00	2.47	0.00	1.06	-1.72	0.71	20241025	19970923	          7.97	--  	--  	163.97	68.91	         34.26	37.08	70.64	64.94	15.84	33.91	41.43	5.04	17.37	1.64	0.53	40.18	34.30	0.65	0.19	0.76	0.19	0.07	-0.30	54.91	3.44	-10.21	48487.00	          8369	4.77万	-97.74	-32.87	          0.67	13.21	1.13	1.58	0.010㈢	          8.45	          0.07	          6.89	          0.43	         42.03	   0.10㈢	         14.63	          1.62	          0.47	0.58	5279	000789	--  	--  	--  	
000790	华神科技	1.79	4.55	0.08	4.55	4.56	325762	4876	0.22	          5.23	4.47	4.59	4.40	4.47	   370.95	14682.88	  1.34	中药	四川	4.25	4.51	134022	191740	  0.70	0.00	715	4551	--  	-5.72	          1.36	          0.18	221.86	0.00	   0.00	14249.42	50.91	0.00	0.36	--  	          0.02	--  	5.00	--  	--  	          6.23	         28.34亿	         28.38亿	  0.31	   2811	2	3.47	2.25	6.06	8.08	1.56	31.88	-15.74	6.06	-9.90	3	    5.02亿	          6.49	         22.85亿	          0.50亿	230.56	102.60	0.75	2.48	-- -- 	10	12	3	0.00	2.68	-1.57	0.89	-0.87	3.41	20241031	19980327	          6.24	--  	--  	21.44	10.42	          0.53	48.94	8.46	3.81	1.44	8.51	1.45	1.08	4.07	0.51	0.66	6.63	3.45	0.23	-0.02	0.22	0.15	0.06	0.05	2.29	-0.74	-0.35	39725.00	         12642	5.75万	-72.79	-1.39	          2.72	-38.21	4.28	0.22	0.010㈢	          1.67	          0.11	          0.37	         -0.12	         48.61	   0.55㈢	         47.92	          3.46	          2.30	0.11	857	000790	--  	--  	--  	
000791	甘肃能源	1.32	6.12	0.08	6.11	6.12	160030	1560	0.16	          1.00	6.02	6.12	6.02	6.04	    21.58	9727.26	  1.00	水力发电	甘肃	1.66	6.08	62870	97160	  0.65	0.00	1408	4648	--  	-30.81	          1.18	          0.08	95.47	0.00	   0.00	8444.15	42.02	0.00	0.50	--  	          0.01	--  	3.37	--  	--  	         16.01	         97.95亿	        178.02亿	 -0.15	   2588	1	-0.17	-1.14	0.16	1.83	-6.28	14.18	6.62	0.16	12.09	4	    4.97亿	          3.22	         30.40亿	          2.33亿	30.63	34.16	0.52	0.00	-- -- 	4	2	10	-0.33	1.32	-0.33	0.66	0.00	1.66	20241202	19971014	         29.09	--  	--  	205.27	91.60	         11.20	49.92	33.73	157.15	1.92	14.80	9.66	0.07	21.61	--  	44.97	20.92	11.49	7.85	1.24	7.85	6.86	6.19	6.10	27.76	13.25	2.55	54699.00	          9081	5.56万	10.74	9.41	          1.07	13.43	8.51	0.99	0.390㈢	          5.72	          1.55	          0.95	          0.46	         44.62	   6.76㈢	         45.08	         37.53	         32.78	--  	1512	000791	--  	--  	--  	
000792	盐湖股份	1.77	17.80	0.31	17.79	17.80	397627	2963	0.00	          0.73	17.49	17.84	17.32	17.49	    23.09	70129.21	  1.10	钾肥	青海	2.97	17.64	166447	231180	  0.72	0.00	847	1211	--  	-29.85	          0.63	          0.01	527.42	0.00	   0.00	51765.53	54.74	0.00	0.11	--  	          0.00	--  	0.56	--  	--  	         54.33	        967.04亿	        967.05亿	  0.30	   4279	2	0.29	1.02	-0.34	-2.89	-8.11	20.35	9.88	-0.34	11.60	0	   37.32亿	          1.07	        664.29亿	         16.84亿	17.73	12.22	0.74	0.91	KDJ金叉	10	12	11	0.00	2.00	-0.97	0.86	-0.22	2.77	20241029	19970904	         54.33	--  	--  	496.64	350.61	         30.43	23.28	325.32	84.45	8.75	91.41	150.97	13.60	1.57	11.06	407.61	104.49	47.58	41.02	0.15	39.50	33.97	31.41	30.70	-119.20	40.33	-46.57	217462.00	         17162	30.55万	-43.91	-33.83	          2.76	23.98	9.26	0.00	0.590㈢	          6.45	          7.50	         -2.19	          0.74	         70.60	   8.96㈢	         54.46	         39.25	         32.51	1.39	6138	000792	--  	--  	--  	
000793	华闻集团	9.90	3.44	0.31	3.44	--  	2933231	4294	0.00	         14.96	3.09	3.44	3.02	3.13	--  	97879.91	  1.26	其他出版	海南	13.42	3.34	1968509	964721	  2.04	0.00	158734	0	--  	0.00	          0.13	          0.06	147.72	0.00	   0.00	70463.76	352.94	0.00	0.50	--  	          0.08	--  	0.70	0.05	5460.45	         19.61	         67.46亿	         68.71亿	  8.43	   3837	2	3.30	10.61	27.41	32.31	3.30	191.53	40.98	27.41	57.80	27	   14.87亿	         19.72	         51.16亿	          6.19亿	--  	--  	0.68	9.55	上穿BOLL上轨	8	6	2	-1.28	9.90	-3.51	6.71	0.00	13.91	20241203	19970729	         19.97	--  	--  	31.30	8.33	          3.02	63.72	9.35	3.02	1.60	10.81	0.85	0.01	2.69	0.07	36.29	2.58	2.02	-0.97	-0.03	-1.02	-1.08	-1.05	-1.14	-51.87	-0.33	-0.37	122497.00	         12140	4.18万	17.98	-41.06	          8.25	-206.06	26.60	0.00	-0.050㈢	          0.42	          1.82	         -2.60	         -0.02	         26.62	 -12.59㈢	         21.73	        -37.50	        -41.92	0.02	385	000793	--  	--  	--  	
000795	英洛华	-5.97	11.97	-0.76	11.96	11.97	1556384	19617	0.34	         13.73	12.34	12.43	11.80	12.73	    49.29	188115.53	  0.92	磁性材料	浙江	4.95	12.09	885430	670954	  1.32	0.00	2032	3329	--  	5.16	          1.67	          0.93	2348.15	0.00	   0.00	302156.03	3254.68	0.00	1.08	--  	          0.46	--  	0.49	--  	--  	         11.34	        135.70亿	        135.70亿	 -7.45	   4736	-1	1.52	5.01	14.88	-0.08	-9.80	122.49	92.44	14.88	93.06	10	    5.76亿	         27.03	         68.94亿	         -8.62亿	64.34	156.50	0.79	0.34	-- -- 	10	12	6	-3.06	-2.36	-7.31	-5.03	-3.70	1.44	20241028	19970808	         11.34	--  	--  	39.05	26.91	          0.13	30.75	28.80	7.71	1.22	11.19	8.14	6.69	8.41	0.37	10.03	28.67	23.00	2.47	0.07	2.47	2.06	2.06	1.93	7.21	4.68	-0.84	77825.00	          7400	8.86万	150.93	1.88	          5.04	29.00	4.73	0.22	0.190㈢	          2.37	          0.88	          0.64	          0.41	         68.92	   7.67㈢	         19.78	          8.60	          7.17	1.36	4869	000795	--  	--  	--  	
000796	凯撒旅业	-1.57	5.00	-0.08	5.00	5.01	497349	5829	0.00	          5.13	5.01	5.11	4.92	5.08	--  	24906.73	  0.68	旅游服务	海南	3.74	5.01	283885	213464	  1.33	0.00	3980	1757	--  	14.88	          1.48	          0.22	291.45	0.00	   0.00	32445.16	305.66	-0.78	0.94	--  	          0.09	--  	0.60	--  	--  	          9.70	         48.49亿	         80.19亿	 -3.05	   3512	-1	0.20	-6.89	3.73	11.86	3.95	65.56	30.55	3.73	28.53	19	    6.92亿	          7.18	         34.62亿	         -1.28亿	9.72	13.20	0.32	-3.10	-- -- 	8	8	11	-1.38	0.59	-3.15	-1.38	-2.15	1.63	20241031	19970703	         16.04	--  	--  	19.89	8.59	          1.09	51.33	12.19	0.85	0.03	7.46	8.04	0.13	1.85	0.82	13.30	5.08	3.96	-0.04	0.14	-0.12	-0.14	-0.18	-0.25	-10.77	-0.78	3.57	35636.00	         19431	9.72万	92.30	5.08	          9.35	-103.36	15.80	0.00	-0.010㈢	          0.54	          0.83	         -0.67	         -0.05	         43.17	  -2.11㈢	         22.04	         -0.74	         -2.71	--  	2140	000796	--  	--  	--  	
000797	中国武夷	2.83	3.27	0.09	3.26	3.27	529970	7068	0.00	          3.38	3.18	3.28	3.17	3.18	    82.57	17202.20	  1.02	住宅开发	福建	3.46	3.25	218168	311802	  0.70	0.00	4661	20169	--  	-67.80	          1.19	          0.19	231.12	0.00	   0.00	12498.67	58.16	0.00	0.47	--  	          0.03	--  	0.90	--  	--  	         15.70	         51.35亿	         51.36亿	  1.36	   2976	2	0.63	-0.31	5.83	8.28	1.24	29.76	4.14	5.83	9.73	2	    7.08亿	          7.48	         23.16亿	          1.41亿	71.67	131.66	0.64	1.55	-- -- 	10	8	2	0.00	3.14	-0.31	2.20	-0.30	3.15	20241029	19970715	         15.71	--  	--  	238.52	52.20	          8.48	74.56	221.92	4.71	1.32	129.48	29.03	156.15	9.97	21.85	20.85	47.42	33.25	4.67	-0.06	4.55	1.91	0.47	0.67	13.04	-4.11	1.97	47908.00	         14782	4.83万	233.20	8.19	          0.98	-12.49	1.08	0.31	0.030㈢	          3.32	          1.33	          0.83	         -0.26	         21.88	   0.89㈢	         29.88	          9.84	          4.02	0.02	6475	000797	--  	--  	--  	
000798	中水渔业	1.78	8.01	0.14	8.00	8.01	74128	984	0.00	          2.03	7.85	8.03	7.82	7.87	   135.84	5895.49	  0.90	水产捕捞	北京	2.67	7.95	30461	43667	  0.70	0.00	248	267	--  	-50.68	          1.41	          0.14	78.82	0.00	   0.00	5378.24	17.66	0.26	0.33	--  	          0.01	--  	0.24	--  	--  	          3.66	         29.30亿	         29.31亿	  0.30	   1834	1	-0.38	0.00	0.50	7.23	-0.87	28.99	-19.58	0.50	-9.90	1	    1.53亿	          4.85	         12.23亿	          0.51亿	--  	--  	0.60	0.38	多头排列	10	8	11	-0.25	2.03	-0.64	1.02	-0.25	2.43	20241203	19980212	          3.66	--  	--  	67.14	4.90	         11.95	74.90	35.32	23.79	0.45	30.40	8.35	21.37	2.56	1.18	3.34	32.49	31.34	0.53	0.02	0.53	0.44	0.16	0.11	-2.86	-0.98	1.45	26390.00	          5787	4.64万	26.57	16.82	          5.98	-29.77	0.90	0.00	0.040㈢	          1.34	          0.91	         -0.78	         -0.27	          7.30	   3.30㈢	          3.51	          1.65	          1.35	0.37	5392	000798	--  	--  	--  	
000799	酒鬼酒	-0.14	58.68	-0.08	58.68	58.69	63419	578	0.03	          1.95	58.76	59.20	58.00	58.76	   253.16	37228.96	  0.64	白酒	湖南	2.04	58.70	32915	30504	  1.08	0.00	570	3	--  	81.39	          1.26	          0.07	339.17	0.00	   0.00	37814.82	122.22	-0.01	0.32	--  	          0.01	--  	0.69	--  	--  	          3.25	        190.67亿	        190.67亿	 -1.61	   4028	-1	1.08	-2.09	-2.13	5.22	-4.83	64.97	-14.46	-2.13	-18.67	7	    2.24亿	          2.83	        131.56亿	         -0.26亿	151.83	34.81	1.12	-1.10	KDJ死叉	10	6	9	0.00	0.75	-1.29	-0.10	-0.88	1.17	20241031	19970718	          3.25	--  	--  	50.46	40.11	--  	20.52	33.08	6.35	2.07	9.99	13.41	16.70	0.00	2.07	11.61	11.91	3.36	0.77	-0.00	0.77	0.56	0.56	0.51	22.91	-4.11	-10.20	143506.00	          1562	9.17万	-88.20	-44.41	          4.75	-46.34	16.01	1.70	0.170㈢	         12.34	          3.57	          7.05	         -1.27	         79.48	   1.41㈢	         71.81	          6.50	          4.74	0.16	2026	000799	--  	--  	--  	
000800	一汽解放	1.39	8.77	0.12	8.77	8.78	185241	2160	-0.10	          0.40	8.80	8.86	8.68	8.65	    89.03	16227.02	  1.07	商用载货车	吉林	2.08	8.76	96000	89241	  1.08	0.00	8	1086	--  	-47.66	          0.99	          0.05	189.43	0.00	   0.00	8803.24	329.30	-0.10	3.74	--  	          0.05	--  	11.59	--  	--  	         46.22	        405.38亿	        431.69亿	 -0.09	   3213	2	0.12	-0.34	3.79	3.54	-1.13	18.35	-6.20	3.79	5.03	0	    7.77亿	          2.38	         68.16亿	          5.91亿	60.44	56.58	0.60	0.57	MACD金叉	1	10	1	1.73	2.43	0.35	1.27	-1.02	1.04	20241029	19970618	         49.22	--  	--  	707.98	241.48	--  	65.89	468.93	111.03	23.70	419.90	191.01	77.48	135.08	10.25	102.77	451.35	421.04	0.00	1.45	0.74	3.64	3.64	0.66	58.62	-19.65	-38.24	70601.00	         11009	9.65万	-11.82	-6.21	          1.68	-21.96	0.96	1.61	0.080㈢	          5.22	          2.09	          1.19	         -0.40	         34.11	   1.51㈢	          6.72	          0.00	          0.81	17.33	20004	000800	--  	--  	--  	
000801	四川九洲	-1.11	15.99	-0.18	15.99	16.00	786666	12886	0.06	          7.69	16.17	16.25	15.69	16.17	   102.36	125535.69	  0.60	其他黑色家电	四川	3.46	15.96	417197	369469	  1.13	0.00	3346	2489	--  	10.77	          1.62	          0.50	2060.48	0.00	   0.00	122378.25	593.44	-0.05	0.48	--  	          0.07	--  	0.89	--  	--  	         10.23	        163.55亿	        163.55亿	 -2.59	   4697	-1	1.63	-3.56	-2.91	-17.92	15.20	91.04	91.04	-2.91	110.39	16	    5.19亿	         15.15	         83.01亿	         -1.84亿	91.34	81.62	0.76	-1.54	-- -- 	10	6	8	0.00	0.49	-2.97	-1.30	-1.60	1.91	20241031	19980506	         10.23	--  	--  	67.81	29.76	          3.12	51.51	49.70	7.37	0.23	31.76	7.92	7.71	26.62	0.95	3.04	27.22	21.13	1.62	0.19	1.60	1.53	1.20	0.76	15.33	0.99	-0.62	66516.00	          7805	12.48万	-15.10	-3.76	          5.49	165.63	6.01	0.63	0.120㈢	          2.91	          0.30	          1.50	          0.10	         43.90	   4.03㈢	         22.36	          5.95	          5.61	2.77	4948	000801	--  	--  	--  	
000802	北京文化	2.29	7.60	0.17	7.60	7.61	175755	5667	-0.12	          2.46	7.42	7.65	7.30	7.43	--  	13164.08	  0.64	影视制作	北京	4.71	7.49	81667	94088	  0.87	0.00	272	2281	--  	-52.61	          6.05	          0.36	430.69	0.00	   0.00	12671.18	32.20	0.00	0.25	--  	          0.01	--  	1.24	--  	--  	          7.15	         54.38亿	         54.41亿	  0.81	   2538	1	-0.27	-0.78	1.06	7.34	9.35	58.66	5.85	1.06	4.68	4	    5.55亿	          3.17	         42.15亿	          1.22亿	--  	--  	0.72	0.13	多头排列	8	6	2	-0.13	2.96	-1.75	0.81	-0.65	4.11	20241031	19980108	          7.16	--  	--  	25.63	12.11	         -0.20	53.51	13.67	0.62	5.07	13.09	0.16	2.56	0.63	0.05	31.76	0.99	0.76	-0.42	-0.01	-0.38	-0.40	-0.40	-0.48	-27.44	-1.43	-0.75	47447.00	         11688	8.88万	70.41	-28.06	          4.49	-37.94	54.76	0.00	-0.060㈢	          1.69	          4.44	         -3.83	         -0.20	         47.27	  -3.29㈢	         23.61	        -41.80	        -40.17	--  	54	000802	--  	--  	--  	
000803	山高环能	0.35	5.79	0.02	5.79	5.80	260057	3164	-0.33	          5.67	5.75	5.86	5.57	5.77	--  	14897.83	  0.46	固废治理	四川	5.03	5.73	129128	130929	  0.99	0.00	1762	876	--  	-47.63	          1.54	          0.26	183.20	0.00	   0.00	14222.91	80.50	0.00	0.57	--  	          0.04	--  	0.57	--  	--  	          4.59	         26.56亿	         27.27亿	 -1.13	   2920	2	3.04	-3.50	-2.85	3.95	19.88	79.81	-4.46	-2.85	-0.34	10	    3.16亿	          8.24	         18.27亿	          0.09亿	--  	308.10	0.39	-1.03	-- -- 	8	6	11	-0.35	1.56	-3.47	-0.69	-1.19	3.95	20241031	19980303	          4.71	--  	--  	52.11	14.04	          0.16	72.75	8.16	10.14	22.20	18.47	1.45	0.82	3.19	0.69	9.92	10.41	8.49	-0.14	0.00	-0.05	-0.21	-0.12	-0.23	-0.84	0.90	-1.30	19944.00	         15825	9.16万	-166.38	-32.06	          1.94	30.14	2.62	0.00	-0.030㈢	          2.98	          2.11	         -0.18	          0.19	         26.94	  -0.84㈢	         18.52	         -1.31	         -1.97	0.02	1795	000803	--  	--  	--  	
000807	云铝股份	1.08	14.04	0.15	14.04	14.05	303527	2164	-0.06	          0.88	13.82	14.19	13.77	13.89	     9.56	42618.87	  0.78	铝	云南	3.02	14.04	128763	174764	  0.74	0.00	519	1328	--  	5.17	          1.04	          0.03	303.83	0.00	   0.00	41411.79	61.78	-0.42	0.15	--  	          0.00	--  	0.52	--  	--  	         34.68	        486.89亿	        486.90亿	 -0.40	   4098	1	-0.36	3.00	3.01	3.62	-13.33	20.41	24.36	3.01	19.39	0	   20.08亿	          1.51	        281.89亿	          5.20亿	9.24	12.31	0.60	1.37	-- -- 	10	6	12	-0.50	2.16	-0.86	1.08	-1.06	1.96	20241028	19980408	         34.68	--  	--  	423.17	280.00	         37.41	24.99	141.41	221.04	26.86	80.61	82.01	48.11	6.02	6.90	107.42	391.86	334.45	52.61	-0.04	52.65	44.20	38.20	36.82	130.92	55.73	30.05	97661.00	         20559	28.86万	52.49	31.67	          1.74	8.74	1.24	3.28	1.100㈢	          8.07	          3.10	          3.78	          1.61	         66.17	  13.64㈢	         14.65	         13.43	         11.28	0.79	10322	000807	--  	--  	--  	
000810	创维数字	3.01	13.33	0.39	13.32	13.33	506394	6548	-0.06	          4.53	12.88	13.53	12.81	12.94	    48.63	67250.51	  1.08	其他黑色家电	四川	5.56	13.28	222286	284108	  0.78	0.00	1164	531	--  	-30.45	          1.53	          0.31	872.85	0.00	   0.00	34958.91	109.09	-0.45	0.31	--  	          0.02	--  	0.71	--  	--  	         11.18	        148.97亿	        153.32亿	  1.54	   4363	2	1.57	2.29	0.08	9.89	-0.89	27.19	8.55	0.08	-14.33	8	    5.13亿	          9.87	         68.40亿	          4.49亿	39.24	25.47	1.07	1.91	-- -- 	10	8	13	-0.46	4.56	-1.00	2.63	-1.48	4.06	20241204	19980602	         11.50	--  	--  	111.31	64.32	         -0.10	42.31	87.05	5.50	3.09	44.65	37.55	15.32	28.61	0.47	14.73	66.18	56.68	2.18	-0.08	2.23	2.28	2.36	2.01	35.92	4.53	0.59	97958.00	          5238	6.98万	-47.19	-13.24	          2.38	33.85	2.32	1.72	0.210㈢	          5.59	          1.28	          3.12	          0.39	         57.78	   3.68㈢	         14.36	          3.30	          3.44	3.79	4858	000810	--  	--  	--  	
000811	冰轮环境	1.85	10.99	0.20	10.98	10.99	199173	1587	0.00	          2.67	11.12	11.21	10.85	10.79	    13.28	21905.98	  1.72	制冷空调设备	山东	3.34	11.00	103116	96057	  1.07	0.00	334	139	--  	-45.12	          0.76	          0.07	174.41	0.00	   0.00	16673.82	588.80	0.00	3.53	--  	          0.11	--  	14.16	--  	--  	          7.46	         81.97亿	         83.93亿	  0.38	   2942	2	2.96	3.29	4.97	4.17	-1.43	35.51	-19.55	4.97	-18.41	0	    4.71亿	          4.23	         51.72亿	          1.53亿	14.96	12.82	0.83	2.71	-- -- 	10	2	11	3.06	3.89	0.56	1.95	-1.96	1.29	20241029	19980528	          7.64	--  	--  	115.95	58.88	          3.89	45.87	75.33	11.15	2.19	44.95	18.54	14.04	18.30	8.58	6.08	49.56	36.01	5.74	0.78	5.77	5.07	4.74	4.31	40.29	-0.78	-4.12	30579.00	         15389	16.91万	-16.49	-11.14	          1.43	-107.54	1.69	1.82	0.640㈢	          7.71	          0.80	          5.28	         -0.10	         50.78	   8.05㈢	         27.34	         11.58	         10.23	1.90	4489	000811	--  	--  	--  	
000812	陕西金叶	-0.91	5.44	-0.05	5.44	5.45	694581	8378	-0.17	          9.04	5.41	5.56	5.41	5.49	    53.24	38076.96	  0.81	纸包装	陕西	2.73	5.48	385445	309136	  1.25	0.00	5483	8557	--  	8.79	          1.22	          0.30	455.78	0.00	   0.00	50223.72	413.88	0.37	0.82	--  	          0.13	--  	0.67	--  	--  	          7.68	         41.79亿	         41.82亿	 -2.39	   4119	-1	1.10	3.62	10.12	-6.69	16.49	50.69	6.04	10.12	7.94	3	    5.81亿	         11.96	         31.59亿	         -0.38亿	74.05	105.17	0.65	1.87	多头排列	12	6	2	-1.46	1.28	-1.46	-0.18	-2.16	0.55	20241026	19980623	          7.69	--  	--  	53.08	18.33	          0.51	64.50	10.53	16.40	2.38	25.61	3.03	3.01	3.36	4.38	1.93	10.59	7.63	0.75	0.01	0.75	0.65	0.59	0.51	5.56	1.24	0.80	80324.00	          7229	3.93万	39.61	17.29	          2.28	33.70	3.95	0.37	0.080㈢	          2.38	          0.25	          0.72	          0.16	         34.53	   3.21㈢	         27.95	          7.07	          6.14	0.30	2354	000812	--  	--  	--  	
000813	德展健康	10.09	3.49	0.32	3.49	--  	1296225	1807	0.00	          5.99	3.18	3.49	3.17	3.17	   700.51	43888.90	  2.32	化学制剂	新疆	10.09	3.39	549336	746889	  0.74	0.00	228225	0	--  	0.00	          0.55	          0.16	63.07	0.00	   0.00	12599.05	75.72	0.00	0.60	--  	          0.03	--  	6.38	0.18	7965.05	         21.65	         75.55亿	         75.56亿	  8.62	   3087	2	0.63	6.06	9.40	12.94	10.44	41.30	-0.85	9.40	6.73	4	    9.20亿	         14.09	         32.11亿	          6.93亿	251.53	90.69	0.74	6.73	KDJ金叉	12	8	2	0.32	10.09	0.00	6.94	0.00	10.09	20241031	19980519	         21.65	--  	--  	53.00	51.79	         -0.19	2.63	34.28	7.29	1.70	0.91	26.28	2.11	2.10	0.00	4.06	3.54	1.37	0.00	-0.10	-0.01	-0.08	0.08	0.05	39.42	-0.25	-1.98	51038.00	         18029	6.29万	-86.82	5.77	          1.46	-301.25	21.32	0.00	0.004㈢	          2.39	          0.19	          1.82	         -0.01	         97.72	   0.16㈢	         61.46	          0.00	         -2.35	0.36	1002	000813	--  	--  	--  	
000815	美利云	0.93	11.97	0.11	11.96	11.97	387993	6805	0.00	          5.58	11.76	12.18	11.68	11.86	--  	46581.64	  0.60	大宗用纸	宁夏	4.22	12.01	194786	193207	  1.01	0.00	1551	546	--  	-7.31	          1.81	          0.31	814.56	0.00	   0.00	39457.63	165.38	-0.16	0.42	--  	          0.03	--  	0.62	--  	--  	          6.95	         83.22亿	         83.22亿	 -0.55	   4002	2	1.54	0.76	-5.15	1.44	16.78	62.20	6.21	-5.15	8.23	10	    4.65亿	          8.35	         55.62亿	          0.76亿	--  	--  	0.86	-0.08	-- -- 	8	6	11	-0.84	2.70	-1.52	1.26	-1.72	2.48	20241026	19980609	          6.95	--  	--  	27.09	18.56	          0.33	30.25	12.34	11.36	0.20	6.22	1.00	6.07	3.31	0.06	19.58	7.32	6.46	0.02	0.00	-0.00	-0.09	-0.10	-0.09	-8.67	-1.19	-1.57	85578.00	          5429	6.50万	38.65	-4.83	          4.48	-70.10	11.37	0.00	-0.010㈢	          2.67	          2.82	         -1.25	         -0.17	         68.52	  -0.54㈢	         11.74	          0.34	         -1.20	0.11	1069	000815	--  	--  	--  	
