代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000428	华天酒店	2.86	3.96	0.11	3.96	3.97	729705	19943	-0.74	          7.16	3.80	4.02	3.80	3.85	--  	28700.56	  1.70	酒店	湖南	5.71	3.93	312779	416926	  0.75	0.00	697	758	--  	-62.95	          2.42	          0.78	789.74	0.00	   0.00	23592.46	114.53	0.00	0.49	--  	          0.07	--  	0.51	--  	--  	         10.19	         40.35亿	         40.35亿	  1.86	   3545	3	4.90	8.49	11.24	14.78	16.81	33.33	-6.82	14.12	-2.94	3	    4.56亿	         15.99	         18.08亿	          1.12亿	--  	--  	0.65	5.32	KDJ金叉	8	12	2	-1.30	4.42	-1.30	2.08	-1.49	4.21	20241031	19960808	         10.19	--  	--  	46.59	16.24	         -4.96	75.78	9.68	20.09	3.39	31.06	1.24	4.70	0.50	0.50	14.52	4.55	3.51	-1.49	-0.11	-1.48	-1.45	-1.12	-1.28	-9.98	0.59	-0.45	47892.00	          9531	3.77万	-16.59	-10.61	          2.48	68.20	8.87	0.00	-0.110㈢	          1.59	          1.43	         -0.98	          0.06	         34.87	  -6.87㈢	         22.81	        -32.65	        -31.95	--  	2704	000428	--  	--  	--  	
000429	粤高速Ａ	0.08	12.15	0.01	12.14	12.15	129873	1218	0.33	          1.00	12.14	12.28	12.10	12.14	    14.05	15851.50	  0.98	高速公路	广东	1.48	12.21	62400	67473	  0.92	0.00	277	791	--  	38.36	          1.13	          0.06	147.99	0.00	   0.00	17108.70	27.07	0.33	0.16	--  	          0.00	--  	0.75	--  	--  	         13.03	        158.35亿	        254.03亿	 -0.92	   3335	2	0.75	0.75	0.00	2.44	9.95	2.96	51.68	2.79	53.61	0	    4.98亿	          2.61	         60.49亿	          0.21亿	15.53	15.54	0.14	0.25	多头排列	2	8	8	0.00	1.15	-0.33	0.58	-1.06	0.41	20241025	19980220	         20.91	          3.49	--  	223.06	102.02	         28.11	41.66	47.43	82.11	2.02	18.59	45.53	0.00	1.35	--  	7.83	35.02	11.12	23.61	2.57	23.61	18.09	13.56	13.99	55.02	25.32	-1.71	53638.00	         15783	19.18万	0.01	-5.03	          2.49	10.03	7.25	4.51	0.650㈢	          4.88	          0.37	          2.63	          1.21	         45.73	  13.30㈢	         68.24	         67.42	         51.65	0.00	3006	000429	--  	--  	--  	
000430	张家界	2.90	7.81	0.22	7.81	7.82	184305	2358	0.13	          5.56	7.55	7.85	7.55	7.59	--  	14279.96	  0.84	旅游景区	湖南	3.95	7.75	74131	110174	  0.67	0.00	2151	1105	--  	-2.36	          1.23	          0.18	184.13	0.00	   0.00	9556.58	128.65	0.40	1.35	--  	          0.07	--  	3.22	--  	--  	          3.32	         25.91亿	         31.62亿	  1.90	   3159	3	0.66	3.99	3.44	13.52	13.52	40.47	19.24	13.02	19.97	5	    2.62亿	          7.04	         20.46亿	          0.89亿	--  	--  	0.67	2.90	-- -- 	8	8	2	-0.53	3.43	-0.53	2.11	-0.51	3.44	20241029	19960829	          4.05	--  	--  	25.86	8.06	--  	68.83	1.04	11.02	5.48	5.86	0.64	0.04	0.15	0.02	8.52	3.10	2.54	-0.50	0.03	-0.51	-0.65	-0.65	-0.66	-5.12	0.69	-0.28	46593.00	          5622	4.39万	-53.36	-5.08	          3.92	45.99	10.19	0.00	-0.160㈢	          1.99	          2.11	         -1.26	          0.17	         31.17	  -8.03㈢	         18.01	        -16.25	        -20.87	--  	954	000430	--  	--  	--  	
000488	晨鸣纸业	0.88	3.44	0.03	3.44	3.45	529991	5390	0.00	          3.15	3.41	3.45	3.37	3.41	--  	18139.82	  0.76	大宗用纸	山东	2.35	3.42	248718	281273	  0.88	0.00	2201	25204	--  	-25.15	          1.42	          0.13	185.42	0.00	   0.00	25663.55	141.45	0.00	0.55	--  	          0.03	--  	3.44	--  	--  	         16.83	         57.89亿	         83.54亿	 -0.12	   3324	2	3.02	2.99	5.52	8.86	-7.52	3.93	-12.24	8.86	-11.34	1	   12.19亿	          4.35	         41.94亿	          0.89亿	--  	--  	0.71	2.08	-- -- 	1	4	11	0.00	1.17	-1.17	0.29	-0.29	2.08	20241031	20001120	         29.57	          7.06	          5.28	751.94	159.54	         39.65	73.51	255.72	317.97	19.40	466.53	100.53	40.15	27.24	11.24	52.50	198.25	180.77	-10.76	1.94	-10.77	-8.09	-7.10	-10.75	73.10	23.84	-4.74	133939.00	         14377	4.95万	7.57	0.52	          0.64	4.27	0.51	0.00	-0.240㈢	          5.40	          1.78	          2.47	          0.81	         21.22	  -4.45㈢	          8.82	         -5.43	         -4.08	9.02	9963	000488	--  	--  	--  	
000498	山东路桥	1.25	6.48	0.08	6.48	6.49	189207	2813	-0.60	          1.30	6.40	6.53	6.35	6.40	     5.21	12186.54	  0.74	基建工程	山东	2.81	6.44	79614	109593	  0.73	0.00	220	968	--  	-72.30	          2.14	          0.14	182.28	0.00	   0.00	8957.57	15.36	0.00	0.17	--  	          0.00	--  	1.69	--  	--  	         14.58	         94.47亿	        101.15亿	  0.25	   2388	2	1.11	1.41	4.85	3.02	0.46	34.17	16.96	2.05	19.12	0	    5.85亿	          3.24	         37.88亿	          1.25亿	4.27	4.37	0.68	1.25	均线粘合	1	12	9	0.00	2.03	-0.78	0.62	-0.77	2.05	20241030	19970609	         15.61	--  	--  	1519.80	233.97	        111.74	77.25	1095.15	41.63	63.57	928.17	72.51	35.10	181.29	27.37	1.94	426.79	374.31	20.97	1.18	20.92	17.92	14.56	13.10	111.77	-60.30	-9.59	50814.00	         11504	7.45万	3.52	-6.33	          0.72	-1.68	0.24	3.26	0.730㈢	          9.04	          0.12	          7.16	         -3.86	         15.39	   6.22㈢	         12.30	          4.91	          4.20	10.20	29889	000498	--  	--  	--  	
000501	武商集团	9.97	10.48	0.95	10.48	--  	586721	552	0.00	          7.64	9.53	10.48	9.45	9.53	    48.69	59406.06	  3.63	百货	湖北	10.81	10.13	259093	327628	  0.79	0.00	25002	0	--  	0.00	          0.16	          0.04	57.85	0.00	   0.00	24236.75	293.24	-0.72	1.21	--  	          0.07	--  	3.33	0.04	2620.21	          7.68	         80.52亿	         80.59亿	  8.97	   2960	3	4.96	16.84	16.06	19.77	22.00	51.23	17.09	16.18	25.21	0	    4.38亿	         13.40	         45.90亿	          7.31亿	34.13	35.05	0.61	11.02	KDJ金叉	12	8	3	0.00	9.97	-0.84	6.30	0.00	10.90	20241029	19921120	          7.69	--  	--  	310.56	110.47	          0.01	64.43	58.39	152.26	71.60	122.80	33.85	13.95	0.35	39.56	14.49	51.19	26.97	2.08	0.00	2.14	1.24	1.24	0.83	67.61	9.48	3.01	34074.00	         12853	13.47万	4.74	-5.86	          0.73	8.50	1.57	1.56	0.160㈢	         14.36	          1.88	          8.79	          1.23	         35.57	   1.12㈢	         47.31	          4.07	          2.42	--  	9320	000501	--  	--  	--  	
000503	国新健康	1.69	13.22	0.22	13.21	13.22	260375	3576	0.15	          2.73	12.99	13.22	12.90	13.00	--  	34071.25	  0.83	行业应用软件	山东	2.46	13.09	114983	145392	  0.79	0.00	794	2314	--  	-36.81	          1.56	          0.12	472.75	0.00	   0.00	26443.40	100.41	0.23	0.38	--  	          0.01	--  	0.86	--  	--  	          9.55	        126.26亿	        129.73亿	  0.69	   3493	2	0.70	1.38	-3.50	-0.15	-2.07	93.56	-7.09	-6.71	0.30	10	    7.19亿	          3.62	         95.10亿	          2.16亿	--  	--  	0.86	0.53	-- -- 	4	10	2	-0.08	1.69	-0.77	0.69	0.00	2.48	20241026	19921130	          9.81	--  	--  	18.52	13.90	--  	24.97	14.72	0.09	1.01	4.61	8.28	0.02	1.61	0.30	7.14	2.00	1.93	-0.37	0.73	-0.32	-0.32	-0.31	-1.09	-1.94	-1.43	-0.97	50724.00	         14182	18.75万	71.49	24.40	          9.34	-91.03	64.81	0.00	-0.030㈢	          1.42	          0.73	         -0.20	         -0.15	         75.03	  -2.23㈢	          3.42	        -18.61	        -16.00	--  	1420	000503	--  	--  	--  	
000504	南华生物	1.25	10.55	0.13	10.54	10.55	48253	501	0.29	          1.55	10.42	10.56	10.29	10.42	--  	5030.73	  0.78	其他医疗服务	湖南	2.59	10.43	24284	23969	  1.01	0.00	9	99	--  	-58.71	          2.16	          0.11	52.86	0.00	   0.00	4237.69	18.03	0.00	0.43	--  	          0.01	--  	1.21	--  	--  	          3.11	         32.78亿	         34.82亿	  0.25	   1635	1	-0.76	-0.19	-1.12	1.25	4.97	35.60	-8.34	2.43	-9.05	15	    1.95亿	          2.47	         20.61亿	          0.43亿	--  	--  	0.78	-0.09	-- -- 	1	8	11	0.00	1.34	-1.25	0.10	-0.09	2.53	20241031	19921208	          3.30	--  	--  	5.94	2.49	          0.53	49.30	4.93	0.14	0.00	2.69	2.15	0.20	1.29	1.75	4.31	0.92	0.30	-0.07	0.02	-0.07	-0.09	-0.08	-0.13	-5.47	0.07	-2.79	20073.00	          9733	10.27万	-1828.04	-11.78	         14.01	503.32	37.67	0.00	-0.030㈢	          0.75	          1.31	         -1.66	          0.02	         41.85	  -3.38㈢	         68.03	         -8.07	         -9.61	0.07	396	000504	--  	--  	--  	
000505	京粮控股	2.26	7.23	0.16	7.22	7.23	236679	4391	0.14	          3.74	7.07	7.24	6.99	7.07	   141.52	16930.38	  1.28	粮油加工	海南	3.54	7.15	105776	130903	  0.81	0.00	606	1570	--  	-11.29	          1.96	          0.32	317.47	0.00	   0.00	10787.12	99.12	0.14	0.92	--  	          0.05	--  	3.05	--  	--  	          6.32	         45.72亿	         52.56亿	  1.26	   2888	2	1.43	3.73	2.41	6.64	10.89	35.40	3.14	6.17	6.79	4	    2.95亿	          8.01	         21.36亿	          1.16亿	99.75	50.22	0.57	2.55	阶段放量	12	8	11	0.00	2.40	-1.13	1.13	-0.14	3.43	20241210	19921221	          7.27	          0.65	--  	68.25	31.44	          4.11	47.91	48.61	8.95	4.00	22.68	12.74	18.22	0.88	5.96	16.82	94.93	90.99	0.49	0.09	0.55	0.31	0.28	0.17	6.04	-2.14	-2.76	52858.00	          6818	4.93万	-64.60	18.07	          1.67	-24.53	0.55	1.00	0.040㈢	          4.32	          2.31	          0.83	         -0.29	         46.06	   0.89㈢	          4.16	          0.52	          0.33	0.17	2706	000505	--  	--  	--  	
000507	珠海港	2.26	5.89	0.13	5.89	5.90	366130	6576	0.17	          4.06	5.74	5.96	5.72	5.76	    17.01	21486.47	  1.27	港口	广东	4.17	5.87	167575	198555	  0.84	0.00	44	7505	--  	-20.39	          1.45	          0.17	387.33	0.00	   0.00	13130.32	11.08	-0.16	0.08	--  	          0.00	--  	0.29	--  	--  	          9.02	         53.15亿	         54.17亿	  1.25	   2543	6	1.05	3.52	5.56	9.27	16.17	33.26	6.90	9.48	12.19	1	    6.27亿	          5.84	         36.91亿	          1.20亿	18.38	19.11	0.45	2.79	多头排列	8	8	11	-0.35	3.47	-0.69	1.91	-1.17	2.97	20241211	19930326	          9.20	--  	--  	203.79	67.44	         29.27	52.55	58.70	73.62	12.28	42.36	18.15	3.78	12.81	2.25	13.73	40.34	30.06	5.06	1.89	5.09	3.91	2.39	2.11	23.86	7.95	1.40	71196.00	          8801	5.18万	4.81	-0.57	          1.03	6.81	1.34	0.21	0.220㈢	          5.71	          1.49	          2.59	          0.86	         33.09	   3.54㈢	         25.47	         12.54	          9.69	0.45	5418	000507	--  	--  	--  	
000509	华塑控股	1.48	4.11	0.06	4.10	4.11	202547	2530	0.24	          1.89	4.08	4.13	4.01	4.05	--  	8248.67	  0.70	面板	四川	2.96	4.07	82588	119959	  0.69	0.00	1403	506	--  	-52.97	          1.13	          0.08	103.98	0.00	   0.00	8097.69	11.18	0.00	0.14	--  	          0.00	--  	0.30	--  	--  	         10.73	         44.11亿	         44.11亿	  0.48	   2146	2	2.53	2.24	3.53	10.19	8.44	63.74	1.48	5.93	2.50	8	    6.26亿	          3.23	         25.74亿	          0.64亿	--  	344.48	0.78	1.48	多头排列	10	6	2	0.74	1.98	-0.99	0.49	-0.48	2.49	20241204	19930507	         10.73	--  	--  	7.49	1.36	          0.62	73.63	5.41	1.12	0.33	5.38	0.63	2.11	1.54	0.14	2.51	7.15	6.91	-0.14	0.00	-0.14	-0.15	-0.12	-0.13	-12.04	-0.12	-0.38	36000.00	         17397	7.15万	-141.47	50.15	         32.62	-354.49	6.16	0.00	-0.010㈢	          0.13	          0.23	         -1.12	         -0.01	         18.13	  -9.09㈢	          3.44	         -1.99	         -2.07	0.10	278	000509	--  	--  	--  	
000510	新金路	0.68	4.47	0.03	4.47	4.48	288829	4737	-0.21	          5.09	4.45	4.48	4.36	4.44	--  	12772.40	  0.41	氯碱	四川	2.70	4.42	143001	145828	  0.98	0.00	3091	6266	--  	-24.14	          1.54	          0.18	211.76	0.00	   0.00	14931.47	117.26	0.00	0.79	--  	          0.05	--  	1.82	--  	--  	          5.67	         25.36亿	         28.99亿	 -0.33	   2720	2	1.83	2.05	-4.89	12.60	10.91	51.53	-17.83	13.17	-21.16	3	    5.05亿	          5.72	         22.56亿	          0.19亿	--  	--  	0.70	0.90	阶段放量	12	8	11	0.23	0.90	-1.80	-0.45	-0.22	2.52	20241203	19930507	          6.49	--  	--  	25.35	13.62	          0.61	43.86	8.70	10.13	1.76	8.70	2.24	3.45	0.75	0.82	1.91	15.15	13.60	-0.24	0.06	-0.26	-0.32	-0.34	-0.39	4.16	-1.24	0.28	42023.00	         12012	5.37万	60.88	-31.63	          2.13	-23.47	1.91	0.00	-0.060㈢	          2.10	          0.29	          0.64	         -0.19	         53.72	  -2.51㈢	         10.22	         -1.59	         -2.10	0.09	2130	000510	--  	--  	--  	
000513	丽珠集团	1.05	38.65	0.40	38.65	38.66	100060	1139	0.00	          1.67	38.32	38.69	38.02	38.25	    16.08	38514.76	  1.37	化学制剂	广东	1.75	38.49	40091	59969	  0.67	0.00	44	1449	--  	-48.60	          0.98	          0.06	440.22	0.00	   0.00	28484.82	105.38	0.00	0.37	--  	          0.01	--  	1.00	--  	--  	          6.01	        232.21亿	        239.93亿	  0.04	   3652	3	1.11	2.20	3.07	6.12	3.56	7.87	18.30	1.21	14.83	0	    3.63亿	          2.76	        140.14亿	          3.71亿	17.53	18.17	0.49	1.50	平台整理	14	14	8	0.18	1.15	-0.60	0.63	-0.10	1.66	20241210	19931028	          9.28	--  	          3.07	249.09	141.59	          7.77	40.04	166.13	43.28	4.10	90.13	107.33	19.89	21.47	0.79	13.53	90.82	31.05	23.15	0.26	23.03	19.46	16.73	16.31	113.48	23.08	-2.32	41320.00	          8775	33.92万	4.44	-5.94	          2.53	15.54	3.95	2.35	1.810㈢	         15.28	          1.46	         12.23	          2.49	         56.84	  11.81㈢	         65.81	         25.50	         21.43	7.34	8920	000513	--  	--  	--  	
000514	渝 开 发	2.22	5.07	0.11	5.06	5.07	355153	9062	0.20	          4.21	4.94	5.10	4.87	4.96	--  	17788.30	  1.09	住宅开发	重庆	4.64	5.01	148629	206524	  0.72	0.00	2996	1699	--  	-30.46	          1.75	          0.41	459.44	0.00	   0.00	18767.44	47.92	0.00	0.26	--  	          0.03	--  	0.41	--  	--  	          8.44	         42.78亿	         42.78亿	  1.22	   3381	3	3.77	6.74	5.18	8.80	-4.34	63.55	20.15	8.11	21.87	7	    3.11亿	         11.43	         15.75亿	          0.93亿	64.12	39.58	0.64	3.26	MACD金叉	1	12	3	-0.40	2.82	-1.81	1.01	-0.59	4.11	20241112	19930712	          8.44	--  	--  	79.03	36.93	          5.75	45.99	51.83	5.47	1.29	25.14	6.77	38.28	2.48	0.45	11.92	2.95	2.26	-0.71	0.06	-0.83	-0.55	-0.46	-0.72	14.52	1.92	1.84	62804.00	          4946	2.51万	-793.60	20.23	          1.16	22.26	14.50	0.24	-0.050㈢	          4.38	          1.41	          1.72	          0.23	         46.73	  -1.23㈢	         23.55	        -24.12	        -18.50	--  	769	000514	--  	--  	--  	
000516	国际医学	0.49	6.18	0.03	6.18	6.19	274171	3791	0.00	          1.23	6.15	6.19	6.07	6.15	--  	16802.12	  0.91	医院	陕西	1.95	6.13	150587	123584	  1.22	0.00	436	3694	--  	-44.73	          1.99	          0.07	234.28	0.00	   0.00	13368.35	38.13	0.49	0.29	--  	          0.00	--  	0.74	--  	--  	         22.24	        137.45亿	        139.69亿	 -0.51	   2843	2	0.33	0.49	-0.00	5.10	4.75	36.42	-29.45	-0.33	-23.80	4	   15.37亿	          1.78	         94.99亿	          0.68亿	--  	--  	1.04	0.32	-- -- 	10	2	11	0.00	0.65	-1.30	-0.33	-0.16	1.81	20241128	19930809	         22.60	--  	--  	105.54	36.53	         -1.74	67.04	14.62	73.88	7.18	39.31	4.27	0.99	7.53	2.18	10.60	36.06	32.75	-2.83	-0.01	-2.83	-2.94	-2.12	-2.20	0.62	6.24	-5.16	107360.00	         14317	8.85万	4.59	7.85	          3.82	22.40	3.87	0.00	-0.100㈢	          1.62	          0.47	          0.03	          0.28	         34.61	  -5.81㈢	          9.19	         -7.86	         -8.16	0.06	8173	000516	--  	--  	--  	
000517	荣安地产	2.60	2.76	0.07	2.75	2.76	680054	3807	0.36	          2.73	2.69	2.76	2.65	2.69	    20.72	18507.93	  1.16	住宅开发	浙江	4.09	2.72	305152	374902	  0.81	0.00	11997	20765	--  	-44.21	          0.73	          0.14	105.07	0.00	   0.00	19742.68	78.04	0.00	0.40	--  	          0.04	--  	0.79	--  	--  	         24.92	         68.78亿	         87.88亿	  1.60	   3058	3	4.26	8.24	7.81	14.05	11.29	44.50	23.77	12.66	29.58	3	    7.36亿	          9.24	         20.31亿	          2.23亿	--  	23.96	0.81	4.15	KDJ金叉	10	2	2	0.00	2.60	-1.49	1.12	0.00	4.15	20241031	19930806	         31.84	--  	--  	288.86	78.67	          7.65	70.12	270.56	0.22	0.06	186.55	24.17	218.52	1.15	101.82	-17.86	171.66	160.30	4.40	0.03	4.40	2.51	3.18	3.20	56.82	13.09	-17.95	39668.00	         18554	5.12万	-68.86	26.94	          1.12	6.71	0.51	11.90	0.100㈢	          2.47	         -0.56	          1.78	          0.41	         27.23	   4.04㈢	          6.62	          2.56	          1.46	0.09	482	000517	--  	--  	--  	
000518	四环生物	1.71	3.57	0.06	3.56	3.57	661929	7615	0.28	          6.43	3.53	3.63	3.49	3.51	--  	23598.91	  0.48	基因药物	江苏	3.99	3.57	303534	358395	  0.85	0.00	8050	5885	--  	-14.69	          1.62	          0.34	271.85	0.00	   0.00	28160.85	191.15	0.00	0.68	--  	          0.08	--  	0.50	--  	--  	         10.30	         36.75亿	         36.76亿	  0.71	   3688	1	-1.13	-5.06	-6.05	-3.77	14.79	70.81	1.71	-3.77	7.53	13	    6.44亿	         10.28	         22.98亿	          0.62亿	--  	--  	0.67	0.28	-- -- 	8	6	2	0.57	3.42	-0.57	1.71	-1.65	2.29	20241029	19930908	         10.30	--  	--  	6.50	4.67	          0.30	23.45	5.11	0.46	0.24	1.23	0.14	4.10	0.63	0.11	0.36	1.56	0.49	-0.16	0.00	-0.16	-0.16	-0.15	-0.16	-6.37	0.01	-0.08	100681.00	          6393	2.28万	66.26	-13.31	          7.86	5085.81	23.56	0.00	-0.010㈢	          0.45	          0.03	         -0.62	          0.00	         71.90	  -3.13㈢	         68.85	        -10.00	         -9.96	0.21	282	000518	--  	--  	--  	
000519	中兵红箭	0.00	15.95	0.00	15.94	15.95	317586	5119	0.13	          2.28	15.90	16.28	15.78	15.95	--  	50780.84	  0.48	地面兵装	湖南	3.13	15.99	158049	159537	  0.99	0.00	1538	754	--  	23.62	          1.47	          0.12	816.48	0.00	   0.00	53564.98	155.82	0.06	0.29	--  	          0.01	--  	0.88	--  	--  	         13.93	        222.11亿	        222.11亿	 -1.00	   4164	0	0.76	-1.36	-0.75	7.41	1.59	38.45	10.38	5.56	14.01	4	    8.03亿	          3.96	        128.07亿	          0.00亿	39.47	26.81	0.84	-1.18	-- -- 	10	2	2	-0.31	2.07	-1.07	0.25	-2.03	1.08	20241114	19931008	         13.93	--  	--  	155.45	103.32	          0.70	33.09	104.49	32.90	4.36	43.36	54.96	23.82	18.96	4.43	37.29	27.19	21.06	-0.32	0.01	-0.31	-0.65	-0.60	-0.66	49.97	-11.88	-10.04	193000.00	          4161	6.64万	-129.31	-9.60	          2.15	-18.69	8.17	0.34	-0.040㈢	          7.42	          2.68	          3.59	         -0.85	         66.47	  -0.58㈢	         22.55	         -1.16	         -2.41	2.89	8365	000519	--  	--  	--  	
000520	凤凰航运	-1.69	5.80	-0.10	5.80	5.81	366954	4157	0.00	          3.63	5.90	6.02	5.76	5.90	--  	21445.87	  0.59	航运	湖北	4.41	5.84	210217	156737	  1.34	0.00	4398	2112	--  	60.26	          1.26	          0.14	241.11	0.00	   0.00	27096.44	103.37	-0.16	0.38	--  	          0.03	--  	0.72	--  	--  	         10.12	         58.70亿	         58.70亿	 -2.70	   3220	-1	1.90	-2.36	8.81	10.05	1.22	178.84	94.63	10.05	109.39	19	    6.74亿	          5.45	         39.09亿	         -1.01亿	--  	--  	0.72	-1.02	MACD金叉	1	8	6	0.00	2.03	-2.37	-1.02	-3.65	0.69	20241205	19931025	         10.12	--  	--  	7.22	5.22	--  	27.67	2.34	4.52	0.00	1.67	0.92	0.13	0.65	0.33	19.60	7.55	7.58	-0.27	0.00	-0.22	-0.22	-0.22	-0.28	-27.02	0.33	-0.00	90448.00	          7451	4.32万	-33.07	1.84	         11.24	178.12	7.77	0.00	-0.020㈢	          0.52	          1.94	         -2.67	          0.03	         72.33	  -4.23㈢	         -0.36	         -3.60	         -2.92	--  	124	000520	--  	--  	--  	
000521	长虹美菱	3.01	9.25	0.27	9.24	9.25	529432	6380	0.11	          6.05	9.08	9.25	9.02	8.98	    13.47	48593.98	  1.52	冰洗	安徽	2.56	9.18	224682	304750	  0.74	0.00	2360	10628	--  	-35.88	          1.35	          0.24	590.15	0.00	   0.00	29109.22	313.90	0.00	1.08	--  	          0.06	--  	3.18	--  	--  	          8.75	         80.96亿	         95.27亿	  2.00	   3897	3	0.90	4.64	6.94	9.72	4.63	8.57	65.77	8.83	73.55	5	    6.27亿	          8.45	         57.98亿	          2.78亿	11.97	12.48	0.76	3.01	-- -- 	14	10	12	1.11	3.01	0.45	2.23	0.00	2.55	20241023	19931018	         10.30	          1.48	--  	226.31	60.47	          3.78	71.61	168.95	21.24	8.70	159.04	86.26	24.94	23.55	4.16	28.06	227.58	202.92	6.17	0.21	6.17	5.43	5.30	5.14	17.43	27.45	-2.53	55993.00	         13840	12.80万	6.35	18.73	          1.58	3.47	0.42	3.34	0.510㈢	          5.87	          2.72	          1.69	          2.67	         26.72	   8.77㈢	         10.83	          2.71	          2.39	4.48	16149	000521	--  	--  	--  	
000523	红棉股份	2.79	3.68	0.10	3.67	3.68	527188	5533	0.00	          2.94	3.58	3.69	3.51	3.58	    82.25	19110.83	  1.43	制糖业	广东	5.03	3.63	238965	288223	  0.83	0.00	2775	4874	--  	-20.10	          1.00	          0.10	203.61	0.00	   0.00	18083.47	88.61	0.00	0.49	--  	          0.02	--  	3.35	--  	--  	         17.95	         66.05亿	         67.55亿	  1.79	   3089	3	4.07	7.29	9.20	14.29	14.65	49.60	0.54	11.51	17.19	2	   10.91亿	          4.83	         40.16亿	          1.84亿	56.64	87.81	0.68	4.25	上穿BOLL上轨	8	2	2	0.00	3.07	-1.96	1.40	-0.27	4.84	20241126	19931108	         18.35	--  	--  	34.58	14.70	          1.78	52.34	18.94	4.06	0.16	5.96	10.73	1.63	2.26	0.44	27.78	15.84	13.65	1.22	0.06	1.06	0.84	0.62	0.68	-31.95	-0.36	-0.30	40158.00	         27177	10.00万	201.80	-25.62	          4.59	-189.13	4.26	0.00	0.030㈢	          0.80	          1.51	         -1.74	         -0.02	         42.52	   4.19㈢	         13.79	          7.68	          5.29	0.03	513	000523	--  	--  	--  	
000524	岭南控股	5.95	11.22	0.63	11.22	11.23	357472	6240	0.00	          5.34	10.66	11.40	10.60	10.59	    41.71	39594.63	  3.23	旅游服务	广东	7.55	11.08	161661	195811	  0.83	0.00	311	2550	--  	-10.45	          1.47	          0.58	700.13	0.00	   0.00	12897.82	110.33	-0.27	0.86	--  	          0.05	--  	1.16	--  	--  	          6.70	         75.17亿	         75.20亿	  4.95	   4153	3	2.82	10.33	6.35	9.57	11.76	32.00	31.54	8.94	25.93	5	    1.88亿	         18.97	         21.15亿	          4.22亿	48.52	103.10	0.61	6.55	MACD金叉	12	8	2	0.66	7.65	0.09	4.63	-1.58	5.85	20241031	19931118	          6.70	--  	--  	38.36	22.48	          0.25	40.74	21.49	4.28	4.65	13.64	16.62	0.12	1.74	4.52	12.16	32.70	26.54	1.64	0.75	1.65	1.45	1.35	0.58	0.96	3.00	2.96	34251.00	          5503	6.17万	133.96	30.41	          3.35	25.08	2.30	0.00	0.200㈢	          3.35	          1.81	          0.14	          0.45	         58.60	   6.02㈢	         18.85	          5.00	          4.44	0.10	5417	000524	--  	--  	--  	
000526	学大教育	3.26	46.24	1.46	46.24	46.25	37358	313	0.00	          3.14	44.96	46.72	44.32	44.78	    24.32	17075.46	  1.64	教育培训	福建	5.36	45.71	14386	22972	  0.63	0.00	134	127	--  	-12.78	          0.99	          0.11	144.73	0.00	   0.00	7678.88	26.53	0.00	0.35	--  	          0.01	--  	2.68	--  	--  	          1.19	         55.03亿	         56.98亿	  2.26	   2504	3	0.18	3.63	1.47	10.25	-3.65	-8.18	-8.76	7.54	-7.50	7	    0.73亿	          5.15	         33.57亿	          1.80亿	25.97	35.88	0.73	2.39	-- -- 	9	9	10	0.40	4.33	-1.03	2.08	-1.03	4.33	20241029	19931101	          1.23	--  	--  	38.56	8.07	         -0.14	79.44	13.80	1.68	0.21	23.68	8.44	0.21	0.12	9.83	9.72	22.47	14.61	2.25	0.01	2.23	1.73	1.76	1.61	-2.13	6.90	0.67	11532.00	          6296	29.11万	50.16	25.29	          7.06	8.25	2.54	0.00	1.490㈢	          6.55	          7.89	         -1.73	          5.60	         20.93	  21.78㈢	         34.98	         10.03	          7.70	0.27	6318	000526	--  	--  	--  	
