代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000014	沙河股份	4.08	13.51	0.53	13.50	13.51	152646	1535	0.07	          6.31	12.92	13.88	12.81	12.98	    52.32	20390.73	  1.39	住宅开发	深圳	8.24	13.36	64396	88250	  0.73	0.00	175	616	--  	-36.49	          1.16	          0.23	207.38	0.00	   0.00	13901.99	36.05	0.16	0.26	--  	          0.02	--  	0.62	--  	--  	          2.42	         32.70亿	         32.70亿	  3.08	   2857	2	2.37	5.96	4.08	11.02	16.86	68.67	19.46	7.13	25.21	1	    1.60亿	          9.56	         21.58亿	          1.28亿	42.72	6.02	0.59	4.08	多头排列	12	8	3	-0.46	6.93	-1.31	2.93	-2.67	5.46	20241031	19920602	          2.42	--  	--  	22.36	16.54	          0.51	23.75	18.60	0.20	0.00	5.12	4.18	14.06	0.03	0.28	0.10	3.25	1.64	0.64	0.00	0.63	0.47	0.47	0.47	11.13	-1.03	-1.60	28544.00	          5595	7.56万	-90.53	-73.51	          1.98	-31.86	10.06	1.66	0.190㈢	          6.83	          0.04	          4.60	         -0.42	         73.96	   2.83㈢	         49.42	         19.59	         14.39	--  	113	000014	--  	--  	--  	
000016	深康佳Ａ	2.77	5.57	0.15	5.57	5.58	1558859	21879	0.36	          9.76	5.40	5.64	5.31	5.42	--  	85928.65	  1.83	电视	深圳	6.09	5.51	667313	891546	  0.75	0.00	2207	4432	--  	24.62	          1.74	          0.52	1218.66	0.00	   0.00	54821.71	278.59	0.00	0.51	--  	          0.05	--  	1.75	--  	--  	         15.97	         88.93亿	        134.12亿	  1.77	   4640	3	2.65	9.43	6.70	9.01	-6.39	119.30	36.52	10.73	33.58	21	   10.73亿	         14.53	         59.76亿	          3.61亿	--  	--  	0.88	4.90	-- -- 	1	12	2	-0.37	4.06	-2.03	1.66	-1.24	4.90	20241127	19920327	         24.08	          8.11	--  	325.31	40.43	          2.01	86.95	130.06	50.60	10.30	177.10	40.02	30.25	16.45	5.64	5.02	81.20	76.11	-18.59	0.53	-18.61	-18.65	-16.06	-17.17	-1.08	-3.91	-28.62	180278.00	         10452	5.82万	-124.67	-45.42	          3.32	-34.31	1.65	0.00	-0.670㈢	          1.68	          0.21	         -0.04	         -0.16	         12.43	 -39.73㈢	          6.27	        -22.90	        -22.97	3.12	14106	000016	--  	--  	--  	
000017	深中华A	2.27	7.66	0.17	7.66	7.67	357752	5670	0.13	         11.81	7.43	7.76	7.42	7.49	   533.46	27213.16	  1.15	钟表珠宝	深圳	4.54	7.61	173473	184279	  0.94	0.00	496	1525	--  	-14.63	          1.62	          0.50	434.32	0.00	   0.00	33101.85	162.12	0.41	0.49	--  	          0.09	--  	1.35	--  	--  	          3.03	         23.21亿	         52.79亿	  1.27	   3660	2	5.05	6.68	8.65	12.15	12.98	37.77	76.50	10.05	76.09	19	    2.39亿	         14.94	         18.34亿	          1.17亿	254.66	288.35	0.85	3.93	KDJ金叉	12	2	1	-0.80	3.60	-0.93	1.60	-1.29	3.23	20241030	19920331	          6.89	          2.48	--  	3.72	3.16	          0.10	12.43	3.63	0.02	0.00	0.46	0.16	1.60	1.71	0.01	7.80	2.79	2.61	0.08	0.00	0.10	0.07	0.07	0.06	-11.85	-0.59	-0.38	59368.00	          8217	6.29万	46.86	-19.81	         16.69	-89.49	18.89	0.00	0.010㈢	          0.46	          1.13	         -1.72	         -0.09	         84.91	   2.35㈢	          6.64	          2.84	          2.48	0.01	69	000017	--  	--  	--  	
000019	深粮控股	2.09	7.31	0.15	7.30	7.31	141837	2540	0.00	          3.41	7.17	7.33	7.11	7.16	    25.84	10262.22	  1.44	粮油加工	深圳	3.07	7.24	55327	86510	  0.64	0.00	458	71	--  	-37.49	          1.60	          0.17	185.67	0.00	   0.00	8616.40	27.46	-0.13	0.32	--  	          0.01	--  	0.83	--  	--  	          4.16	         30.43亿	         84.25亿	  1.09	   2619	2	2.87	4.88	4.28	3.11	8.29	21.23	0.13	1.67	-0.41	0	    2.71亿	          5.24	         19.79亿	          1.73亿	25.94	23.73	0.58	3.25	平台整理	12	6	2	0.14	2.37	-0.70	1.12	-0.27	2.81	20241203	19921012	         11.53	          0.52	--  	72.21	48.39	          0.04	32.93	40.76	21.07	5.27	22.42	1.53	35.11	1.37	2.50	12.61	38.02	31.39	3.07	0.00	3.07	2.43	2.45	2.27	19.41	5.23	-0.82	44918.00	          7179	5.25万	-10.82	-15.12	          1.74	16.12	2.22	2.79	0.210㈢	          4.20	          1.09	          1.68	          0.45	         67.01	   5.05㈢	         17.45	          8.07	          6.40	0.16	1215	000019	--  	--  	--  	
000020	深华发Ａ	1.01	15.00	0.15	15.00	15.01	49300	1300	0.13	          2.72	14.81	15.08	14.79	14.85	   223.66	7365.74	  1.38	面板	深圳	1.95	14.94	24310	24990	  0.97	0.00	125	523	--  	-35.24	          2.32	          0.37	195.00	0.00	   0.00	7103.43	18.96	0.20	0.27	--  	          0.02	--  	0.44	--  	--  	          1.81	         27.17亿	         42.47亿	  0.01	   1952	2	2.70	2.81	2.04	4.75	2.25	9.48	20.00	4.38	15.83	17	    0.62亿	          7.97	          9.28亿	          0.42亿	277.72	315.16	0.75	1.90	KDJ金叉	14	12	2	-0.27	1.55	-0.40	0.61	-0.53	1.42	20241026	19920428	          2.83	          1.02	--  	6.59	3.81	--  	42.16	4.21	1.54	0.34	2.76	1.42	0.80	1.71	--  	1.47	6.06	5.34	0.18	0.01	0.18	0.14	0.14	0.13	-1.26	-0.12	-0.14	32037.00	          5115	7.67万	14.45	0.74	         11.14	-350.07	7.01	0.00	0.050㈢	          1.35	          0.52	         -0.44	         -0.04	         57.84	   3.74㈢	         11.99	          2.90	          2.35	0.09	486	000020	--  	--  	--  	
000021	深科技	0.45	20.09	0.09	20.08	20.09	509679	5221	0.10	          3.27	20.00	20.30	19.65	20.00	    35.55	101689.82	  1.13	消费电子组件	深圳	3.25	19.95	248332	261347	  0.95	0.00	1217	1717	--  	2.15	          1.09	          0.12	1048.90	0.00	   0.00	76679.32	289.60	0.00	0.38	--  	          0.02	--  	1.06	--  	--  	         15.60	        313.49亿	        313.52亿	 -0.55	   4495	1	-0.15	0.90	0.05	-0.10	-4.33	50.26	17.69	-0.34	24.94	5	    9.34亿	          5.45	        187.74亿	          1.40亿	36.32	48.42	1.05	0.20	-- -- 	1	12	2	0.00	1.50	-1.75	-0.25	-1.03	2.24	20241203	19940202	         15.61	--  	--  	291.54	115.64	         19.73	53.57	167.24	49.81	3.92	132.46	90.31	29.95	36.57	6.47	23.37	108.52	90.50	9.53	0.13	9.68	8.12	6.61	6.17	60.78	19.17	0.06	216066.00	          4325	8.69万	48.12	-1.09	          2.71	16.35	2.89	0.65	0.420㈢	          7.41	          1.50	          3.89	          1.23	         39.66	   5.72㈢	         16.60	          8.78	          7.48	2.56	17241	000021	--  	--  	--  	
000025	特 力Ａ	0.54	18.64	0.10	18.64	18.65	80354	1598	0.05	          2.05	18.48	18.73	18.40	18.54	    55.75	14946.71	  0.91	综合类	深圳	1.78	18.60	38611	41743	  0.92	0.00	187	340	--  	9.19	          2.01	          0.21	297.87	0.00	   0.00	14578.68	40.29	-0.64	0.28	--  	          0.01	--  	0.24	--  	--  	          3.93	         73.21亿	         80.35亿	 -0.46	   2831	3	0.87	2.36	-0.48	-2.10	1.86	33.81	15.28	0.49	17.38	5	    1.59亿	          5.05	         29.69亿	          0.43亿	52.36	67.58	0.77	0.87	-- -- 	10	12	12	-0.32	1.02	-0.76	0.32	-0.48	1.30	20241024	19930621	          4.31	          0.38	--  	25.11	16.99	          1.30	27.15	9.98	0.72	0.04	5.69	2.21	0.89	2.63	0.05	4.31	20.67	18.84	1.40	0.19	1.39	1.11	1.08	0.99	7.80	0.41	-0.15	52786.00	          3742	6.98万	46.64	69.38	          4.73	194.61	3.89	0.17	0.250㈢	          3.94	          1.00	          1.81	          0.10	         67.66	   6.36㈢	          8.87	          6.77	          5.39	0.02	151	000025	--  	--  	--  	
000026	飞亚达	0.88	11.45	0.10	11.45	11.46	74658	1555	0.00	          2.06	11.29	11.51	11.27	11.35	    17.63	8514.46	  0.88	钟表珠宝	深圳	2.11	11.40	31910	42748	  0.75	0.00	155	170	--  	-75.78	          1.47	          0.11	178.05	0.00	   0.00	12140.96	30.26	0.00	0.25	--  	          0.01	--  	2.08	--  	--  	          3.63	         41.53亿	         46.46亿	 -0.12	   1804	3	3.46	4.47	3.06	6.91	9.78	29.09	1.96	7.00	8.43	0	    2.00亿	          3.74	         22.87亿	          0.41亿	17.36	13.82	0.68	2.42	KDJ金叉	8	8	11	-0.53	1.41	-0.70	0.44	-0.52	1.60	20241206	19930603	          4.06	          0.41	--  	41.89	33.71	--  	19.53	31.17	3.40	0.30	7.76	5.38	20.63	3.39	0.20	9.36	30.40	19.10	2.59	0.00	2.60	1.98	1.98	1.91	17.45	3.17	0.33	26962.00	          8913	10.21万	-25.58	-13.82	          1.38	14.64	1.53	3.53	0.480㈢	          8.31	          2.31	          4.30	          0.78	         80.47	   5.86㈢	         37.16	          8.51	          6.50	0.43	4238	000026	--  	--  	--  	
000027	深圳能源	0.45	6.72	0.03	6.71	6.72	172436	2331	0.00	          0.36	6.69	6.73	6.65	6.69	    11.28	11546.39	  0.84	火力发电	深圳	1.20	6.70	76951	95485	  0.81	0.00	3830	2946	--  	-35.72	          1.38	          0.04	156.64	0.00	   0.00	10247.46	18.46	0.00	0.18	--  	          0.00	--  	0.43	--  	--  	         47.57	        319.70亿	        319.70亿	 -0.55	   2533	2	0.45	0.45	1.20	1.35	-0.29	21.96	10.52	1.51	6.50	1	   11.88亿	          1.45	         79.86亿	          1.43亿	27.82	15.56	0.82	0.30	平台整理	14	5	14	0.00	0.60	-0.60	0.15	-0.15	1.05	20241126	19930903	         47.57	--  	--  	1635.67	476.27	        100.26	64.75	400.26	631.98	203.76	353.43	92.78	14.83	148.34	12.95	46.59	304.15	237.13	35.64	6.97	35.77	27.41	21.25	20.32	149.44	74.52	16.01	125672.00	          9456	6.35万	-29.79	3.61	          1.06	4.29	1.05	2.09	0.380㈢	          6.33	          0.98	          3.14	          1.57	         29.12	   4.46㈢	         22.03	         11.72	          9.01	1.01	12200	000027	--  	--  	--  	
000028	国药一致	2.33	30.80	0.70	30.79	30.80	61786	1566	0.07	          1.29	30.09	30.80	29.92	30.10	    12.07	18796.00	  1.77	医药流通	深圳	2.92	30.42	26370	35416	  0.74	0.00	111	530	--  	6.00	          2.42	          0.18	482.33	0.00	   0.00	10564.49	22.27	-0.02	0.21	--  	          0.00	--  	3.90	--  	--  	          4.78	        147.24亿	        171.42亿	  1.32	   2963	3	0.91	3.39	4.47	4.55	-0.97	24.24	8.57	3.64	8.79	1	    1.66亿	          3.72	         51.22亿	          3.90亿	11.36	10.48	0.70	2.39	-- -- 	10	2	1	-0.03	2.33	-0.60	1.06	0.00	2.94	20241029	19930809	          5.57	          0.71	--  	519.81	181.02	         35.52	58.34	406.78	8.18	5.81	280.93	54.34	83.92	241.33	2.94	42.61	564.66	503.26	13.44	2.55	13.56	10.96	10.66	10.24	129.99	12.81	-7.76	32954.00	          7211	22.21万	-10.43	-0.21	          0.95	13.38	0.30	2.26	1.910㈢	         32.52	          7.66	         23.36	          2.30	         34.82	   5.89㈢	         10.87	          2.38	          1.94	0.19	39449	000028	--  	--  	--  	
000029	深深房Ａ	1.89	16.70	0.31	16.69	16.70	49780	742	0.00	          0.56	16.36	16.75	16.18	16.39	  2524.87	8231.22	  0.89	住宅开发	深圳	3.48	16.54	22194	27586	  0.80	0.00	275	784	--  	-49.22	          1.61	          0.06	123.91	0.00	   0.00	8294.18	32.23	0.37	0.39	--  	          0.01	--  	0.39	--  	--  	          8.92	        148.91亿	        168.95亿	  0.89	   2193	3	1.55	4.38	0.72	4.84	-0.42	48.31	37.79	4.18	42.01	4	    2.63亿	          1.89	         43.92亿	          3.14亿	--  	--  	0.60	1.89	-- -- 	10	12	8	-0.18	2.20	-1.28	0.92	-0.30	3.21	20241031	19930915	         10.12	          1.20	--  	64.60	37.01	          0.85	41.39	58.67	0.18	0.00	26.09	5.83	40.44	0.89	13.84	9.78	2.08	1.68	0.02	0.01	0.04	0.04	0.05	-0.11	14.06	-1.38	-2.82	54508.00	          7027	11.73万	113.78	-41.23	          4.57	-122.74	81.13	0.00	0.005㈢	          3.66	          0.97	          1.39	         -0.14	         57.30	   0.14㈢	         19.43	          0.79	          2.01	0.39	267	000029	--  	--  	--  	
