代码	名称(800)	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
601880	辽港股份	0.59	1.71	0.01	1.71	1.72	2170313	19706	-0.57	          1.16	1.70	1.73	1.68	1.70	    32.43	37049.21	  0.62	港口	辽宁	2.94	1.71	1065654	1104659	  0.96	0.00	3329	92335	--  	-25.29	          0.89	          0.06	336.97	0.00	   0.00	48326.16	257.62	0.00	0.53	--  	          0.02	--  	1.03	--  	--  	        187.47	        320.57亿	        320.57亿	  0.75	   3975	1	-3.41	-4.47	-1.15	3.01	4.27	41.33	16.33	8.22	19.58	0	   64.53亿	          3.36	        110.35亿	          2.39亿	33.34	30.26	0.96	-1.72	-- -- 	8	6	3	0.00	1.76	-1.18	0.59	-1.16	1.79	20241212	20101206	        239.05	--  	         51.59	596.55	400.33	         37.46	26.61	92.05	323.10	61.99	58.91	42.57	1.36	34.28	2.59	89.87	79.50	60.76	14.10	1.96	14.14	10.94	9.46	7.78	52.15	23.56	-9.88	230813.00	         27958	4.78万	-11.61	-8.65	          1.02	17.35	5.14	1.13	0.040㈢	          1.67	          0.38	          0.22	          0.10	         67.11	   2.36㈢	         23.58	         17.74	         13.76	0.16	10848	601880	--  	--  	--  	
601918	新集能源	-0.91	7.59	-0.07	7.58	7.59	405322	1037	0.13	          1.56	7.61	7.67	7.51	7.66	     8.08	30674.25	  1.06	动力煤	安徽	2.09	7.57	205824	199498	  1.03	0.00	634	607	--  	-42.95	          0.57	          0.03	78.71	0.00	   0.00	45833.45	53.42	0.00	0.12	--  	          0.00	--  	0.79	--  	--  	         25.91	        196.62亿	        196.62亿	 -0.75	   3785	-3	-2.79	-5.71	-4.04	-1.43	-1.82	7.66	47.09	-0.00	48.24	1	   14.23亿	          2.85	        107.98亿	         -1.81亿	9.86	9.41	1.06	-2.57	-- -- 	1	13	10	-0.65	0.13	-1.96	-1.17	-1.04	1.07	20241211	20071219	         25.91	--  	--  	427.38	150.81	         18.37	60.41	42.41	256.12	19.23	96.00	23.39	2.91	10.27	2.79	21.71	91.89	53.34	27.16	0.99	27.37	20.29	18.24	17.87	79.59	25.44	7.70	89000.00	         15985	12.13万	-5.01	-5.19	          1.30	7.73	2.14	1.96	0.700㈢	          5.82	          0.84	          3.07	          0.98	         35.29	  12.10㈢	         41.95	         29.56	         22.08	0.02	15246	601918	--  	--  	--  	
601928	凤凰传媒	0.72	11.17	0.08	11.16	11.17	327489	2003	0.18	          1.29	11.02	11.28	10.82	11.09	    15.87	36290.75	  0.90	教育出版	江苏	4.15	11.08	156952	170537	  0.92	0.00	396	384	--  	-34.97	          0.80	          0.08	223.74	0.00	   0.00	43391.61	143.70	0.00	0.33	--  	          0.02	--  	1.76	--  	--  	         25.45	        284.27亿	        284.27亿	  0.88	   4196	1	-0.27	-1.41	-1.06	6.68	6.08	-3.13	14.21	6.68	34.41	0	    6.92亿	          4.73	         77.31亿	          2.04亿	11.19	9.56	0.73	0.00	-- -- 	11	2	2	-0.63	1.71	-2.43	-0.09	-0.98	3.23	20241031	20111130	         25.45	--  	--  	314.54	191.81	          3.07	38.04	118.69	59.11	7.19	106.80	20.79	22.97	9.72	36.55	33.63	95.60	57.53	17.76	0.36	17.84	13.63	13.43	13.07	106.80	11.70	-9.88	41254.00	         16777	18.74万	-24.27	-0.94	          1.48	24.29	2.97	4.51	0.530㈢	          7.54	          1.32	          4.20	          0.46	         60.98	   7.00㈢	         39.83	         18.57	         14.26	0.17	7228	601928	--  	--  	--  	
601933	永辉超市	6.85	7.64	0.49	7.64	7.65	13917606	201226	0.13	         15.34	7.16	7.87	6.89	7.15	--  	1057916.21	  1.62	超市及便利店	福建	13.71	7.60	6417138	7500468	  0.86	0.00	27344	15760	--  	37.41	          1.30	          0.94	15373.62	0.00	   0.00	962155.62	10290.35	0.00	1.07	--  	          0.36	--  	0.41	--  	--  	         90.75	        693.33亿	        693.33亿	  7.02	   4744	5	3.03	21.08	39.41	37.90	76.85	238.05	161.64	51.59	170.93	20	   39.95亿	         34.84	        305.19亿	         44.47亿	--  	--  	1.48	12.19	多头排列	8	8	8	0.14	10.07	-3.64	6.29	-2.92	10.89	20241031	20101215	         90.75	--  	--  	448.75	57.95	         -0.22	87.14	170.68	34.56	8.18	226.43	38.46	53.67	4.33	51.54	42.48	545.49	431.79	-1.56	3.83	-1.22	-1.63	-0.78	-6.62	-81.80	37.76	-20.11	219492.00	         18199	13.90万	-248.91	-12.14	         11.96	18.36	1.27	0.00	-0.010㈢	          0.64	          0.47	         -0.90	          0.42	         12.91	  -1.34㈢	         20.84	         -0.29	         -0.30	1.84	98513	601933	--  	--  	--  	
601958	金钼股份	-0.85	10.56	-0.09	10.55	10.56	120478	455	0.09	          0.37	10.65	10.70	10.51	10.65	    11.64	12749.03	  0.57	钨钼	陕西	1.78	10.58	72137	48341	  1.49	0.00	139	191	--  	32.38	          0.58	          0.02	48.05	0.00	   0.00	20245.16	69.97	0.00	0.35	--  	          0.01	--  	1.07	--  	--  	         32.27	        340.73亿	        340.73亿	 -0.68	   3020	-2	-1.93	-2.40	-0.66	-0.19	-2.40	10.58	20.68	0.47	16.69	0	    9.02亿	          1.34	         95.26亿	         -2.90亿	11.62	11.09	0.85	-1.49	-- -- 	4	1	10	0.00	0.47	-1.31	-0.66	-1.31	0.48	20241029	20080417	         32.27	--  	--  	198.94	162.82	         10.26	13.00	102.56	40.87	20.83	19.63	40.54	4.67	7.64	1.25	67.62	100.97	60.44	29.02	0.39	29.10	24.62	21.95	21.76	47.50	13.31	2.99	72772.00	         12396	13.09万	-6.07	14.06	          2.09	25.61	3.37	3.76	0.680㈢	          5.05	          2.10	          1.47	          0.41	         81.84	  13.48㈢	         40.14	         28.74	         24.38	1.94	5203	601958	--  	--  	--  	
601965	中国汽研	-2.16	18.13	-0.40	18.12	18.13	59253	277	0.06	          0.60	18.53	18.66	18.03	18.53	    20.37	10784.94	  0.88	汽车综合服务	重庆	3.40	18.20	33255	25998	  1.28	0.00	27	7	--  	18.78	          0.79	          0.03	50.22	0.00	   0.00	10103.04	19.83	-0.74	0.20	--  	          0.00	--  	2.74	--  	--  	          9.93	        180.10亿	        181.90亿	 -2.00	   3142	-3	-2.01	-5.07	-3.77	-1.46	1.00	7.27	-17.59	1.91	-16.57	0	    3.69亿	          1.61	         66.81亿	         -4.01亿	19.97	22.53	1.00	-2.94	KDJ死叉	10	8	2	0.00	0.70	-2.70	-1.78	-2.84	0.55	20241030	20120611	         10.03	--  	--  	95.22	68.46	          3.74	24.18	46.56	30.55	4.32	18.51	12.20	3.98	20.76	1.41	17.65	30.47	17.61	8.48	0.07	8.46	7.16	6.70	6.05	37.84	-1.45	-11.64	19548.00	         18852	34.18万	18.77	18.12	          2.66	-125.67	5.97	2.32	0.680㈢	          6.82	          1.76	          3.77	         -0.14	         71.90	   9.78㈢	         42.21	         27.83	         23.50	1.65	3153	601965	--  	--  	--  	
601966	玲珑轮胎	-1.11	18.76	-0.21	18.76	18.77	98653	1215	-0.04	          0.67	18.97	19.06	18.72	18.97	    12.03	18589.53	  0.73	轮胎轮毂	山东	1.79	18.84	56055	42598	  1.32	0.00	207	229	--  	52.23	          0.94	          0.03	227.93	0.00	   0.00	28055.89	50.27	0.00	0.18	--  	          0.00	--  	0.47	--  	--  	         14.64	        274.55亿	        274.55亿	 -0.94	   3541	-2	-1.35	-2.03	-0.58	-2.34	-4.68	14.11	4.39	-1.78	0.05	0	    6.87亿	          1.44	        128.83亿	         -3.07亿	12.96	19.96	1.00	-1.47	KDJ死叉	1	2	9	0.00	0.47	-1.32	-0.69	-1.57	0.21	20241030	20160706	         14.64	--  	--  	459.64	218.62	          0.06	52.42	154.80	205.67	10.29	185.22	43.00	54.22	41.40	3.04	88.98	159.49	120.65	19.81	-0.02	19.82	17.12	17.12	13.97	105.29	14.05	4.46	65314.00	         10514	19.72万	78.39	9.77	          1.26	19.54	1.72	3.37	1.170㈢	         14.84	          6.08	          7.19	          0.96	         47.56	   7.83㈢	         24.35	         12.42	         10.73	6.45	19347	601966	--  	--  	--  	
601990	南京证券	3.57	9.58	0.33	9.58	9.59	1609648	19094	0.00	          4.40	9.18	9.94	9.16	9.25	    38.05	154695.54	  2.63	证券	江苏	8.43	9.61	725803	883844	  0.82	0.00	8074	2938	--  	-35.25	          1.27	          0.22	1829.21	0.00	   0.00	141982.05	1047.25	0.00	0.74	--  	          0.06	--  	9.59	--  	--  	         36.60	        350.61亿	        353.15亿	  3.73	   4612	5	0.87	5.62	6.45	6.09	8.50	29.28	16.40	6.56	22.03	2	   19.63亿	          8.20	        188.09亿	         12.16亿	42.35	50.37	1.33	3.90	KDJ金叉	1	12	8	-0.76	7.46	-0.97	3.89	-3.62	4.59	20241031	20180613	         36.86	--  	--  	571.97	174.29	          3.48	68.92	0.00	8.13	0.45	0.00	147.19	0.00	0.00	0.06	80.98	23.68	14.61	9.07	6.16	9.04	7.00	6.96	6.91	25.32	60.05	43.42	124619.00	         15755	15.09万	22.55	33.56	          2.03	5.88	14.91	1.38	0.190㈢	          4.73	          2.20	          0.69	          1.63	         30.47	   3.99㈢	         38.30	         38.30	         29.58	--  	2268	601990	--  	--  	--  	
601991	大唐发电	2.08	2.94	0.06	2.93	2.94	1144204	10548	0.00	          0.92	2.88	2.95	2.88	2.88	     9.21	33440.42	  1.04	火力发电	北京	2.43	2.92	399089	745115	  0.54	0.00	19796	14150	--  	-30.76	          1.42	          0.10	310.11	0.00	   0.00	28709.17	161.42	0.35	0.56	--  	          0.02	--  	1.81	--  	--  	        123.96	        364.45亿	        364.45亿	  2.25	   3680	1	-2.70	-0.67	-0.67	2.80	1.38	21.49	19.03	4.26	21.99	0	   33.59亿	          3.41	         98.74亿	         11.10亿	18.01	39.04	0.88	0.34	KDJ死叉	1	5	1	0.00	2.43	0.00	1.39	-0.34	2.08	20241030	20061220	        185.07	--  	         61.11	3132.71	791.03	        160.52	69.63	455.69	1970.61	38.80	892.72	114.60	38.41	199.83	9.14	61.37	909.86	776.58	80.91	20.61	80.81	64.35	44.29	43.80	-103.67	220.83	24.70	179530.00	         18707	5.50万	56.22	0.40	          1.77	2.46	0.60	0.26	0.180㈢	          1.66	          0.33	         -0.56	          1.19	         25.25	   5.60㈢	         14.65	          8.89	          7.07	0.06	29077	601991	--  	--  	--  	
601992	金隅集团	-0.98	2.03	-0.02	2.03	2.04	1002820	14838	0.00	          1.20	2.05	2.07	2.02	2.05	--  	20514.95	  0.67	水泥制造	北京	2.44	2.05	537528	465292	  1.16	0.00	3580	22255	--  	-21.33	          1.11	          0.07	301.21	0.00	   0.00	31365.84	207.21	0.00	0.66	--  	          0.03	--  	2.15	--  	--  	         83.34	        169.18亿	        169.28亿	 -0.81	   3626	-3	-3.76	-5.59	-1.94	3.04	3.04	50.37	3.57	7.98	7.98	1	   35.01亿	          2.86	         71.08亿	         -2.14亿	--  	866.47	1.29	-2.87	KDJ死叉	12	8	2	0.00	0.98	-1.46	0.00	-1.93	0.50	20241112	20110301	        106.78	--  	         23.39	2702.40	744.73	        214.62	64.50	1399.77	441.76	162.29	975.12	153.36	880.49	113.91	125.93	54.50	770.37	693.13	-1.85	2.39	0.11	-8.66	-4.37	-22.23	237.61	-94.57	-20.55	111097.00	         31517	6.40万	-4212.65	6.12	          0.49	-2.29	0.28	1.22	-0.040㈢	          4.12	          0.51	          2.23	         -0.89	         27.56	  -0.59㈢	         10.03	         -0.24	         -1.12	5.56	44885	601992	--  	--  	--  	
601997	贵阳银行	0.00	6.06	0.00	6.06	6.07	409876	2502	-0.15	          1.12	6.05	6.10	6.05	6.06	     4.19	24908.31	  0.83	城商行	贵州	0.83	6.08	214449	195427	  1.10	0.00	3548	1857	--  	-38.37	          0.79	          0.02	151.62	0.00	   0.00	36664.53	99.28	0.00	0.27	--  	          0.01	--  	0.45	--  	--  	         36.56	        221.57亿	        221.57亿	  0.16	   3997	0	-1.62	-0.98	-1.14	0.50	-3.96	27.85	24.44	0.33	24.95	0	   27.40亿	          1.50	        166.06亿	          0.00亿	4.20	3.98	0.90	-0.82	平台整理	10	12	12	-0.17	0.66	-0.17	0.33	-0.66	0.17	20241029	20160816	         36.56	--  	--  	7195.99	649.37	         20.99	90.68	0.00	52.20	3.75	0.00	376.27	0.00	0.00	--  	79.95	109.37	67.98	41.39	16.30	41.37	40.53	39.70	39.40	343.91	113.32	-55.75	71254.00	         38457	23.30万	-6.81	-4.42	          0.37	1.96	2.03	4.79	1.090㈢	         16.40	          2.19	          9.41	          3.10	          9.02	   6.11㈢	         37.84	         37.84	         37.06	--  	6470	601997	--  	--  	--  	
603000	人民网	-2.62	25.26	-0.68	25.26	25.27	366131	2900	-0.11	          3.31	25.92	25.93	24.95	25.94	   373.00	92355.01	  0.78	文字图片媒体	北京	3.78	25.22	206315	159816	  1.29	0.00	624	573	--  	-29.73	          0.87	          0.14	732.54	0.00	   0.00	168216.04	641.78	0.00	0.38	--  	          0.05	--  	1.29	--  	--  	         11.06	        279.30亿	        279.30亿	 -2.46	   4550	-1	0.19	-1.29	-1.09	-0.78	8.93	41.28	-23.66	0.68	-9.17	4	    4.80亿	          7.62	        121.34亿	         -7.52亿	98.87	86.59	1.34	-1.41	MACD金叉	10	2	9	-0.08	-0.04	-3.82	-2.78	-2.58	1.24	20241031	20120427	         11.06	--  	--  	51.08	35.94	          2.56	24.62	33.40	0.65	0.86	10.93	11.15	2.21	4.63	6.49	8.34	11.77	6.43	0.71	0.36	0.72	0.61	0.56	0.56	13.74	-1.13	-8.65	138095.00	          3479	8.79万	-42.28	-0.71	          7.77	-246.22	23.74	0.65	0.050㈢	          3.25	          0.75	          1.24	         -0.10	         70.36	   1.56㈢	         45.32	          6.02	          5.16	0.82	3144	603000	--  	--  	--  	
603056	德邦股份	-1.17	14.40	-0.17	14.40	14.41	57682	3776	0.14	          0.56	14.57	14.61	14.28	14.57	    21.45	8303.77	  0.61	快递	上海	2.26	14.40	35529	22153	  1.60	0.00	170	26	--  	-7.16	          4.37	          0.18	543.74	0.00	   0.00	12715.42	30.45	0.00	0.24	--  	          0.01	--  	0.22	--  	--  	         10.27	        147.88亿	        147.88亿	 -1.00	   2145	-2	-1.95	-1.50	0.21	-1.77	4.72	17.65	1.55	-2.57	0.07	1	    2.78亿	          2.08	         39.97亿	         -1.75亿	18.91	20.06	0.88	-1.37	-- -- 	14	8	9	0.00	0.27	-1.99	-1.17	-1.44	0.84	20241031	20180116	         10.27	--  	--  	167.15	80.64	          0.18	51.65	91.50	33.62	2.95	68.54	12.64	0.17	34.18	1.16	8.58	282.96	261.59	6.65	0.15	6.22	5.18	5.17	3.51	56.75	22.96	-15.82	18306.00	         15161	21.83万	9.71	11.21	          1.83	6.44	0.52	0.54	0.510㈢	          7.85	          0.84	          5.53	          2.24	         48.25	   6.41㈢	          7.55	          2.35	          1.83	1.41	76042	603056	--  	--  	--  	
603077	和邦生物	0.44	2.30	0.01	2.29	2.30	1861235	34819	0.00	          2.11	2.28	2.34	2.26	2.29	    68.83	42807.43	  0.58	纯碱	四川	3.49	2.30	862442	998793	  0.86	0.00	33861	9738	--  	-8.57	          1.23	          0.08	800.84	0.00	   0.00	49397.58	269.82	0.00	0.55	--  	          0.02	--  	0.47	--  	--  	         88.31	        203.12亿	        203.12亿	  0.60	   4038	1	-1.29	-2.13	2.68	6.98	11.66	37.73	-1.71	12.74	-1.71	0	   59.30亿	          3.14	        136.40亿	          0.88亿	41.65	15.76	1.17	0.00	KDJ死叉	8	12	11	-0.44	2.18	-1.31	0.44	-1.71	1.77	20241031	20120731	         88.31	--  	--  	259.75	187.65	          6.16	25.39	108.28	78.90	21.74	57.62	25.67	49.16	11.26	0.75	11.53	68.14	60.85	2.60	-0.01	2.60	1.96	2.21	2.15	98.39	-1.37	-5.34	203888.00	         29087	6.69万	-78.28	5.89	          1.08	-148.02	2.98	0.79	0.030㈢	          2.13	          0.13	          1.11	         -0.02	         72.24	   1.18㈢	         10.70	          3.82	          2.87	0.23	7169	603077	--  	--  	--  	
603087	甘李药业	0.71	46.52	0.33	46.51	46.52	104866	940	0.04	          1.89	46.00	47.28	46.00	46.19	    41.34	49050.17	  1.36	基因药物	北京	2.77	46.77	50900	53966	  0.94	0.00	55	53	--  	29.69	          0.71	          0.05	437.29	0.00	   0.00	65025.43	250.70	0.00	0.39	--  	          0.02	--  	0.88	--  	--  	          5.54	        257.68亿	        279.62亿	  0.88	   3902	5	0.35	1.59	1.93	0.26	2.85	22.20	-15.56	0.94	-10.45	3	    3.23亿	          3.25	        150.29亿	          1.98亿	47.80	81.64	1.02	1.00	EXPMA金叉	4	2	14	-0.41	2.36	-0.41	1.26	-1.61	1.13	20241030	20200629	          6.01	--  	--  	122.22	112.07	--  	8.30	64.88	25.83	2.73	8.07	35.00	10.28	2.61	0.52	35.52	22.45	5.53	5.62	0.56	5.64	5.07	5.07	3.11	69.52	4.65	-0.13	77899.00	          4147	19.29万	90.36	17.81	          2.50	60.09	12.46	1.51	0.850㈢	         18.65	          5.91	         11.57	          0.77	         91.70	   4.53㈢	         75.36	         25.04	         22.60	4.03	4482	603087	--  	--  	--  	
603129	春风动力	-1.56	144.85	-2.29	144.85	144.99	18659	56	0.24	          1.23	145.92	147.16	143.04	147.14	    15.21	27093.00	  0.85	摩托车	浙江	2.80	145.20	10087	8572	  1.18	0.00	1	1	--  	56.00	          0.66	          0.03	81.11	0.00	   0.00	51046.83	148.84	0.00	0.29	--  	          0.01	--  	3.29	--  	--  	          1.51	        219.35亿	        219.35亿	 -1.39	   2808	-1	0.76	-1.90	-1.76	-2.96	1.17	-1.78	70.27	-0.58	44.61	1	    0.91亿	          2.06	        131.23亿	         -3.47亿	17.31	22.12	0.61	-1.27	-- -- 	4	2	10	-0.83	0.01	-2.79	-1.32	-1.57	1.27	20241018	20170818	          1.51	--  	--  	135.13	57.93	          1.74	55.84	107.95	15.08	1.89	72.38	64.26	21.36	14.50	2.43	26.78	114.50	78.40	12.24	-0.00	12.29	11.24	10.81	10.50	30.81	22.46	17.29	8654.00	         10469	151.65万	34.87	21.98	          3.79	9.77	1.92	1.41	7.160㈢	         38.26	         17.69	         20.34	         14.83	         42.87	  18.67㈢	         31.53	         10.69	          9.82	7.31	5066	603129	--  	--  	--  	
603156	养元饮品	-1.81	22.29	-0.41	22.28	22.29	52615	517	0.22	          0.42	22.81	22.92	22.19	22.70	    17.21	11810.73	  0.72	软饮料	河北	3.22	22.45	27760	24855	  1.12	0.00	38	42	--  	30.53	          0.75	          0.02	115.24	0.00	   0.00	23657.91	135.49	0.00	0.57	--  	          0.01	--  	1.29	--  	--  	         12.65	        282.08亿	        282.08亿	 -1.64	   3041	-2	-3.28	-0.27	4.11	3.72	5.69	23.35	19.52	3.97	13.37	0	    5.15亿	          1.02	        114.82亿	         -5.19亿	20.42	19.58	0.93	-1.02	-- -- 	14	5	4	0.48	0.97	-2.25	-1.10	-2.75	0.45	20241025	20180212	         12.65	--  	--  	121.15	98.72	          0.03	18.49	59.73	10.91	1.34	20.78	12.61	5.23	0.30	4.40	27.10	42.29	22.61	15.69	-0.72	15.70	12.29	12.29	9.67	52.19	-1.19	-24.74	20878.00	         24673	55.00万	-4.69	-7.81	          2.86	-236.23	6.67	7.04	0.970㈢	          7.80	          2.14	          4.12	         -0.09	         81.48	  12.45㈢	         46.53	         37.11	         29.06	0.35	1823	603156	--  	--  	--  	
603160	汇顶科技	-3.61	83.76	-3.14	83.75	83.76	88585	686	-0.12	          1.93	87.16	87.30	83.47	86.90	    64.24	75347.99	  0.56	集成电路设计	深圳	4.41	85.06	49564	39021	  1.27	0.00	1053	3	--  	96.34	          0.95	          0.07	574.59	0.00	   0.00	98195.32	474.15	-0.68	0.48	--  	          0.02	--  	1.92	--  	--  	          4.58	        383.84亿	        383.84亿	 -3.45	   4315	-1	0.23	-5.43	-6.91	2.39	2.29	43.60	20.48	2.39	21.53	5	    2.52亿	          3.52	        211.05亿	        -14.39亿	66.29	241.27	0.91	-4.31	KDJ死叉	10	6	8	0.30	0.46	-3.95	-2.12	-4.05	0.35	20241129	20161017	          4.58	--  	--  	98.91	84.31	--  	14.77	57.69	3.11	12.97	11.30	33.37	6.19	5.30	0.21	16.05	32.23	18.78	5.23	0.22	5.21	4.48	4.48	4.00	62.24	6.27	-3.19	86575.00	          2910	24.38万	3499.30	0.82	          4.55	61.22	11.91	0.21	0.980㈢	         18.40	          3.50	         13.58	          1.37	         85.23	   5.32㈢	         41.74	         16.24	         13.91	7.19	1506	603160	--  	--  	--  	
603179	新泉股份	-3.23	45.00	-1.50	44.97	45.00	48246	549	-0.06	          0.99	46.36	46.67	44.66	46.50	    23.99	21809.25	  0.97	汽车电子电气系统	江苏	4.32	45.20	30074	18172	  1.65	0.00	111	257	--  	-7.16	          1.57	          0.05	247.05	0.00	   0.00	16970.22	31.06	0.00	0.18	--  	          0.00	--  	0.68	--  	--  	          4.87	        219.29亿	        219.29亿	 -3.06	   3795	-2	-0.75	-2.60	-3.93	-3.86	-9.05	18.30	-11.04	-2.92	-10.74	1	    2.97亿	          1.62	        133.69亿	         -7.31亿	24.36	28.13	0.89	-2.58	MACD金叉	10	8	6	-0.30	0.37	-3.96	-2.80	-3.58	0.76	20241031	20170317	          4.87	--  	--  	146.71	53.67	          0.50	63.07	92.79	35.08	3.76	69.63	8.82	23.84	33.77	1.06	21.08	96.05	76.39	7.95	-0.01	7.88	6.83	6.86	6.62	24.87	4.41	-4.37	7247.00	         40995	184.48万	22.22	31.24	          4.23	49.72	2.28	0.65	1.410㈢	         10.63	          4.33	          5.10	          0.91	         36.58	  12.77㈢	         20.47	          8.28	          7.11	4.04	10913	603179	--  	--  	--  	
603185	弘元绿能	-3.27	18.05	-0.61	18.04	18.05	131853	1504	0.11	          1.94	18.51	18.66	18.00	18.66	--  	24022.03	  0.73	光伏硅片	江苏	3.54	18.22	73792	58061	  1.27	0.00	97	137	--  	59.72	          1.61	          0.12	271.47	0.00	   0.00	31786.52	245.50	0.00	0.77	--  	          0.04	--  	1.66	--  	--  	          6.79	        122.56亿	        122.56亿	 -3.11	   3743	-2	-2.41	-4.90	-2.53	-14.30	-9.48	37.78	-41.64	-14.98	-45.73	7	    3.73亿	          3.53	         67.36亿	         -4.14亿	--  	17.11	1.39	-3.37	空头排列	10	2	11	-0.80	0.00	-3.54	-2.36	-3.27	0.28	20241031	20181228	          6.79	--  	--  	321.19	129.52	--  	59.68	142.75	110.81	5.40	178.39	62.59	21.34	8.40	5.71	93.81	53.36	57.09	-20.09	-0.60	-20.20	-16.30	-16.30	-14.49	26.68	1.01	-4.04	61197.00	          6098	11.01万	-223.63	-44.29	          0.95	121.56	2.30	0.11	-2.440㈢	         19.07	         13.82	          3.93	          0.15	         40.32	 -12.58㈢	         -7.00	        -37.65	        -30.54	3.64	10804	603185	--  	--  	--  	
603225	新凤鸣	0.72	11.14	0.08	11.14	11.15	113661	798	0.09	          0.75	11.05	11.30	11.03	11.06	    17.09	12686.68	  0.62	涤纶	浙江	2.44	11.16	56187	57474	  0.98	0.00	129	1028	--  	-32.36	          0.77	          0.03	88.90	0.00	   0.00	15044.23	24.53	0.00	0.16	--  	          0.00	--  	0.26	--  	--  	         15.12	        168.41亿	        169.86亿	  0.89	   2722	1	-2.47	-1.42	0.45	-0.09	-0.26	13.09	-15.54	0.72	-20.09	2	    5.48亿	          2.08	         61.00亿	          1.22亿	17.84	15.53	1.06	-0.71	KDJ死叉	1	13	1	-0.09	2.17	-0.27	0.90	-1.42	1.00	20241127	20170418	         15.25	--  	--  	533.64	168.98	          0.09	68.32	186.97	238.88	17.56	248.24	109.59	49.12	10.14	22.06	56.11	491.97	464.36	7.59	0.59	8.05	7.46	7.46	6.37	95.13	40.84	22.45	25904.00	         21139	23.55万	-15.91	11.31	          1.02	4.16	0.35	2.28	0.500㈢	         10.90	          3.68	          6.24	          2.68	         31.66	   4.41㈢	          5.61	          1.54	          1.52	9.19	16749	603225	--  	--  	--  	
603228	景旺电子	-0.96	24.73	-0.24	24.73	24.74	74946	509	0.20	          0.81	24.91	25.09	24.60	24.97	    19.12	18613.56	  0.66	PCB	深圳	1.96	24.84	42976	31970	  1.34	0.00	6	16	--  	29.89	          0.87	          0.04	125.88	0.00	   0.00	31148.90	125.55	0.00	0.40	--  	          0.02	--  	1.12	--  	--  	          9.21	        227.66亿	        230.61亿	 -0.80	   3113	-3	-2.19	-3.39	-0.76	-1.67	-1.00	0.41	11.70	-1.28	12.10	3	    3.33亿	          2.25	         82.38亿	         -2.24亿	20.42	24.87	1.32	-1.83	KDJ死叉	14	2	8	-0.24	0.48	-1.48	-0.52	-1.43	0.53	20241108	20170106	          9.33	--  	--  	187.09	110.12	          1.85	40.15	93.55	72.51	3.04	57.81	24.16	18.03	37.37	0.09	38.51	90.78	69.21	10.30	-0.08	10.27	8.96	9.04	8.28	58.12	18.77	-0.21	35616.00	          9354	23.13万	29.14	17.11	          2.13	12.28	2.54	1.81	1.050㈢	         11.62	          4.13	          6.23	          2.01	         58.86	   8.21㈢	         23.77	         11.34	          9.87	5.29	15298	603228	--  	--  	--  	
