代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000014	沙河股份	-3.34	12.74	-0.44	12.74	12.76	82654	1371	-0.07	          3.41	13.16	13.23	12.62	13.18	    49.33	10636.64	  0.71	住宅开发	深圳	4.63	12.87	48529	34125	  1.42	0.00	395	16	--  	-1.24	          1.22	          0.13	174.67	0.00	   0.00	11298.83	22.77	0.30	0.20	--  	          0.01	--  	0.25	--  	--  	          2.42	         30.84亿	         30.84亿	 -2.04	   2125	-2	-2.44	-1.85	-0.08	2.83	14.78	58.26	11.17	1.03	18.07	1	    1.60亿	          5.18	         20.35亿	         -1.07亿	43.38	6.11	0.60	-2.15	-- -- 	10	2	3	-0.15	0.38	-4.25	-2.35	-3.70	0.95	20241031	19920602	          2.42	--  	--  	22.36	16.54	          0.51	23.75	18.60	0.20	0.00	5.12	4.18	14.06	0.03	0.28	0.10	3.25	1.64	0.64	0.00	0.63	0.47	0.47	0.47	11.13	-1.03	-1.60	28544.00	          5595	7.13万	-90.53	-73.51	          1.86	-30.05	9.48	1.64	0.190㈢	          6.83	          0.04	          4.60	         -0.42	         73.96	   2.83㈢	         49.42	         19.59	         14.39	--  	113	000014	--  	--  	--  	
000016	深康佳Ａ	-2.50	5.07	-0.13	5.07	5.08	770828	5832	0.00	          4.83	5.17	5.18	5.06	5.20	--  	39351.35	  0.67	电视	深圳	2.31	5.11	452649	318179	  1.42	0.00	1990	2865	--  	41.52	          1.10	          0.16	295.71	0.00	   0.00	70313.18	287.19	0.19	0.41	--  	          0.05	--  	0.63	--  	--  	         15.97	         80.95亿	        122.08亿	 -1.20	   4336	-2	-6.64	-6.45	-0.39	-3.43	2.42	101.99	26.12	0.80	21.58	21	   10.73亿	          7.18	         54.39亿	         -3.13亿	--  	--  	0.91	-4.52	MACD死叉	1	12	2	-0.58	-0.38	-2.69	-1.73	-2.12	0.20	20241127	19920327	         24.08	          8.11	--  	325.31	40.43	          2.01	86.95	130.06	50.60	10.30	177.10	40.02	30.25	16.45	5.64	5.02	81.20	76.11	-18.59	0.53	-18.61	-18.65	-16.06	-17.17	-1.08	-3.91	-28.62	180278.00	         10452	5.30万	-124.67	-45.42	          3.02	-31.23	1.50	0.00	-0.670㈢	          1.68	          0.21	         -0.04	         -0.16	         12.43	 -39.73㈢	          6.27	        -22.90	        -22.97	3.12	14106	000016	--  	--  	--  	
000017	深中华A	-2.14	7.30	-0.16	7.30	7.31	184093	1653	-0.13	          6.08	7.47	7.55	7.25	7.46	   508.39	13566.88	  0.59	钟表珠宝	深圳	4.02	7.37	101422	82671	  1.23	0.00	1662	74	--  	34.26	          0.81	          0.13	120.67	0.00	   0.00	18694.35	152.99	0.00	0.82	--  	          0.09	--  	0.48	--  	--  	          3.03	         22.12亿	         50.31亿	 -0.85	   2925	-2	-2.61	-2.54	1.67	0.97	13.36	37.48	64.79	4.88	67.81	19	    2.39亿	          7.69	         17.48亿	         -1.10亿	253.64	287.19	0.86	-1.48	-- -- 	12	2	1	0.13	1.21	-2.82	-1.21	-3.31	0.69	20241030	19920331	          6.89	          2.48	--  	3.72	3.16	          0.10	12.43	3.63	0.02	0.00	0.46	0.16	1.60	1.71	0.01	7.80	2.79	2.61	0.08	0.00	0.10	0.07	0.07	0.06	-11.85	-0.59	-0.38	59368.00	          8217	6.00万	46.86	-19.81	         15.90	-85.29	18.00	0.00	0.010㈢	          0.46	          1.13	         -1.72	         -0.09	         84.91	   2.35㈢	          6.64	          2.84	          2.48	0.01	69	000017	--  	--  	--  	
000019	深粮控股	-0.84	7.09	-0.06	7.09	7.10	76914	989	-0.27	          1.85	7.16	7.24	7.04	7.15	    25.06	5476.84	  0.70	粮油加工	深圳	2.80	7.12	41769	35145	  1.19	0.00	173	433	--  	-2.04	          1.23	          0.07	70.12	0.00	   0.00	7158.32	43.39	0.42	0.61	--  	          0.02	--  	0.80	--  	--  	          4.16	         29.51亿	         81.71亿	  0.46	   2144	-2	-2.19	-0.98	1.72	-2.61	6.94	25.49	-3.28	-1.39	-3.41	0	    2.71亿	          2.84	         19.19亿	         -0.69亿	25.90	23.69	0.59	-0.56	-- -- 	12	8	2	0.14	1.26	-1.54	-0.42	-2.07	0.71	20241213	19921012	         11.53	          0.52	--  	72.21	48.39	          0.04	32.93	40.76	21.07	5.27	22.42	1.53	35.11	1.37	2.50	12.61	38.02	31.39	3.07	0.00	3.07	2.43	2.45	2.27	19.41	5.23	-0.82	43450.00	          7422	5.26万	-10.82	-15.12	          1.69	15.64	2.15	2.80	0.210㈢	          4.20	          1.09	          1.68	          0.45	         67.01	   5.05㈢	         17.45	          8.07	          6.40	0.16	1215	000019	--  	--  	--  	
000020	深华发Ａ	-0.82	14.46	-0.12	14.45	14.46	24993	463	0.35	          1.38	14.60	14.65	14.30	14.58	   215.61	3622.77	  0.64	面板	深圳	2.40	14.50	14178	10815	  1.31	0.00	224	240	--  	-1.90	          1.68	          0.14	66.95	0.00	   0.00	4766.84	40.30	-0.33	0.85	--  	          0.04	--  	2.23	--  	--  	          1.81	         26.20亿	         40.95亿	  0.48	   1744	-2	-2.80	-2.63	-0.89	-1.77	4.55	12.62	13.68	0.62	11.66	17	    0.62亿	          4.04	          8.95亿	         -0.34亿	272.67	309.43	0.76	-1.43	KDJ死叉	1	12	2	0.14	0.48	-1.92	-0.55	-1.30	1.12	20241026	19920428	          2.83	          1.02	--  	6.59	3.81	--  	42.16	4.21	1.54	0.34	2.76	1.42	0.80	1.71	--  	1.47	6.06	5.34	0.18	0.01	0.18	0.14	0.14	0.13	-1.26	-0.12	-0.14	32037.00	          5115	7.40万	14.45	0.74	         10.74	-337.47	6.75	0.00	0.050㈢	          1.35	          0.52	         -0.44	         -0.04	         57.84	   3.74㈢	         11.99	          2.90	          2.35	0.09	486	000020	--  	--  	--  	
000021	深科技	-2.38	19.24	-0.47	19.23	19.24	351596	3193	0.00	          2.25	19.68	19.75	19.13	19.71	    34.05	68062.91	  0.75	消费电子组件	深圳	3.15	19.36	188854	162742	  1.16	0.00	1402	742	--  	1.34	          1.04	          0.08	614.34	0.00	   0.00	90839.33	113.55	-0.09	0.13	--  	          0.01	--  	0.47	--  	--  	         15.60	        300.23亿	        300.26亿	 -1.09	   4494	-2	-1.89	-3.80	-3.36	-7.01	-3.46	46.87	14.73	-4.56	19.65	5	    9.34亿	          3.76	        179.79亿	         -7.33亿	35.79	47.72	1.04	-2.88	-- -- 	1	12	2	-0.15	0.20	-2.94	-1.78	-2.58	0.58	20241203	19940202	         15.61	--  	--  	291.54	115.64	         19.73	53.57	167.24	49.81	3.92	132.46	90.31	29.95	36.57	6.47	23.37	108.52	90.50	9.53	0.13	9.68	8.12	6.61	6.17	60.78	19.17	0.06	216066.00	          4325	8.32万	48.12	-1.09	          2.60	15.66	2.77	0.66	0.420㈢	          7.41	          1.50	          3.89	          1.23	         39.66	   5.72㈢	         16.60	          8.78	          7.48	2.56	17241	000021	--  	--  	--  	
000025	特 力Ａ	0.11	18.27	0.02	18.27	18.28	67148	773	0.11	          1.71	18.33	18.55	18.11	18.25	    54.65	12316.67	  0.77	综合类	深圳	2.41	18.34	34268	32880	  1.04	0.00	47	437	--  	-25.76	          1.27	          0.11	141.23	0.00	   0.00	14161.50	25.30	0.00	0.18	--  	          0.01	--  	0.17	--  	--  	          3.93	         71.76亿	         78.75亿	  1.41	   2668	1	-2.09	-1.45	0.33	-5.24	2.70	32.78	10.59	-1.51	15.05	5	    1.59亿	          4.22	         29.10亿	          0.09亿	51.54	66.52	0.77	-0.81	-- -- 	10	12	12	0.44	1.64	-0.77	0.49	-1.51	0.88	20241213	19930621	          4.31	          0.38	--  	25.11	16.99	          1.30	27.15	9.98	0.72	0.04	5.69	2.21	0.89	2.63	0.05	4.31	20.67	18.84	1.40	0.19	1.39	1.11	1.08	0.99	7.80	0.41	-0.15	55434.00	          3564	6.51万	46.64	69.38	          4.64	190.75	3.81	0.17	0.250㈢	          3.94	          1.00	          1.81	          0.10	         67.66	   6.36㈢	          8.87	          6.77	          5.39	0.02	151	000025	--  	--  	--  	
000026	飞亚达	-1.56	11.35	-0.18	11.35	11.36	71250	582	0.27	          1.96	11.54	11.69	11.25	11.53	    17.48	8150.28	  0.78	钟表珠宝	深圳	3.82	11.44	38684	32566	  1.19	0.00	123	204	--  	-39.61	          1.05	          0.08	66.06	0.00	   0.00	11216.19	171.83	-0.42	1.53	--  	          0.07	--  	3.41	--  	--  	          3.63	         41.17亿	         46.05亿	 -0.26	   1777	-1	0.70	0.00	3.56	4.41	10.19	28.97	0.98	6.08	7.49	0	    2.00亿	          3.57	         22.67亿	         -0.73亿	17.64	14.04	0.67	0.18	多头排列	8	8	11	0.09	1.39	-2.43	-0.78	-2.91	0.89	20241212	19930603	          4.06	          0.41	--  	41.89	33.71	--  	19.53	31.17	3.40	0.30	7.76	5.38	20.63	3.39	0.20	9.36	30.40	19.10	2.59	0.00	2.60	1.98	1.98	1.91	17.45	3.17	0.33	26962.00	          8913	10.12万	-25.58	-13.82	          1.37	14.51	1.52	3.47	0.480㈢	          8.31	          2.31	          4.30	          0.78	         80.47	   5.86㈢	         37.16	          8.51	          6.50	0.43	4238	000026	--  	--  	--  	
000027	深圳能源	0.61	6.60	0.04	6.59	6.60	153922	890	0.00	          0.32	6.56	6.65	6.55	6.56	    11.08	10170.74	  0.73	火力发电	深圳	1.52	6.61	78686	75236	  1.05	0.00	388	1379	--  	-18.28	          0.62	          0.02	58.74	0.00	   0.00	18235.04	65.42	0.00	0.36	--  	          0.01	--  	1.30	--  	--  	         47.57	        313.99亿	        313.99亿	  1.91	   2809	1	-2.38	-1.34	-1.34	-1.05	-3.51	20.88	8.55	-0.31	4.59	1	   11.88亿	          1.30	         78.43亿	          1.90亿	27.28	15.25	0.82	-0.75	MACD死叉	14	5	14	0.00	1.37	-0.15	0.76	-0.75	0.76	20241126	19930903	         47.57	--  	--  	1635.67	476.27	        100.26	64.75	400.26	631.98	203.76	353.43	92.78	14.83	148.34	12.95	46.59	304.15	237.13	35.64	6.97	35.77	27.41	21.25	20.32	149.44	74.52	16.01	125672.00	          9456	6.24万	-29.79	3.61	          1.04	4.21	1.03	2.13	0.380㈢	          6.33	          0.98	          3.14	          1.57	         29.12	   4.46㈢	         22.03	         11.72	          9.01	1.01	12200	000027	--  	--  	--  	
000028	国药一致	0.13	30.07	0.04	30.07	30.08	36526	235	0.03	          0.76	30.00	30.55	29.72	30.03	    11.78	10979.69	  0.86	医药流通	深圳	2.76	30.06	19657	16869	  1.17	0.00	43	42	--  	59.62	          0.99	          0.05	70.66	0.00	   0.00	12317.43	60.60	0.00	0.49	--  	          0.01	--  	0.58	--  	--  	          4.78	        143.75亿	        167.36亿	  1.43	   1997	1	-2.50	-0.10	0.94	1.00	-4.99	22.93	4.99	1.17	6.22	1	    1.66亿	          2.20	         50.00亿	          0.22亿	11.33	10.45	0.71	-0.33	-- -- 	10	2	1	-0.10	1.73	-1.03	0.10	-1.57	1.18	20241029	19930809	          5.57	          0.71	--  	519.81	181.02	         35.52	58.34	406.78	8.18	5.81	280.93	54.34	83.92	241.33	2.94	42.61	564.66	503.26	13.44	2.55	13.56	10.96	10.66	10.24	129.99	12.81	-7.76	32954.00	          7211	21.68万	-10.43	-0.21	          0.92	13.06	0.30	2.26	1.910㈢	         32.52	          7.66	         23.36	          2.30	         34.82	   5.89㈢	         10.87	          2.38	          1.94	0.19	39449	000028	--  	--  	--  	
000029	深深房Ａ	-0.43	16.12	-0.07	16.12	16.13	34441	278	0.12	          0.39	16.19	16.33	16.01	16.19	  2437.18	5561.76	  0.60	住宅开发	深圳	1.98	16.15	17559	16882	  1.04	0.00	6	119	--  	-10.02	          0.84	          0.02	44.81	0.00	   0.00	8244.45	57.80	0.94	0.70	--  	          0.01	--  	2.93	--  	--  	          8.92	        143.74亿	        163.08亿	  0.87	   1984	-2	-3.05	-1.64	0.75	-2.24	3.00	44.44	31.59	0.56	37.07	4	    2.63亿	          1.31	         42.40亿	         -0.71亿	--  	--  	0.61	-1.16	-- -- 	1	10	12	0.00	0.86	-1.11	-0.25	-1.29	0.69	20241031	19930915	         10.12	          1.20	--  	64.60	37.01	          0.85	41.39	58.67	0.18	0.00	26.09	5.83	40.44	0.89	13.84	9.78	2.08	1.68	0.02	0.01	0.04	0.04	0.05	-0.11	14.06	-1.38	-2.82	54508.00	          7027	11.33万	113.78	-41.23	          4.41	-118.47	78.32	0.00	0.005㈢	          3.66	          0.97	          1.39	         -0.14	         57.30	   0.14㈢	         19.43	          0.79	          2.01	0.39	267	000029	--  	--  	--  	
