代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
002151	北斗星通	-1.97	28.40	-0.57	28.40	28.41	92127	422	0.07	          2.08	28.87	28.97	28.30	28.97	--  	26295.17	  0.78	军工电子	北京	2.31	28.54	53886	38241	  1.41	0.00	328	74	--  	77.55	          0.81	          0.04	119.85	0.00	   0.00	32645.40	111.15	-0.02	0.34	--  	          0.01	--  	2.57	--  	--  	          4.43	        125.79亿	        154.36亿	 -0.67	   3557	-2	-2.52	-3.99	-0.35	-4.25	0.82	25.55	-10.97	-4.38	-9.64	1	    3.83亿	          2.41	        108.66亿	         -3.10亿	215.07	97.69	0.98	-2.54	-- -- 	10	8	11	-0.35	0.00	-2.31	-1.48	-1.97	0.35	20241025	20070813	          5.44	--  	--  	63.18	54.72	          0.56	12.51	35.26	5.20	3.02	6.32	4.34	6.83	7.94	0.73	50.43	10.63	6.69	-1.02	0.41	-1.01	-0.99	-0.64	-1.11	1.12	-0.89	-7.45	120319.00	          3180	9.03万	-361.92	-66.17	          2.82	-173.39	14.53	0.51	-0.120㈢	         10.07	          9.28	          0.21	         -0.16	         86.61	  -1.16㈢	         37.03	         -9.60	         -9.34	1.91	2205	002151	--  	--  	--  	
002152	广电运通	-2.69	12.28	-0.34	12.28	12.29	488051	3259	0.08	          1.97	12.55	12.65	12.18	12.62	    33.99	60295.94	  0.78	其他IT设备	广东	3.72	12.35	274136	213915	  1.28	0.00	1415	1004	--  	-4.93	          0.86	          0.07	400.20	0.00	   0.00	78346.04	550.57	0.00	0.70	--  	          0.04	--  	1.50	--  	--  	         24.82	        304.81亿	        304.96亿	 -1.40	   4399	-2	-3.66	-5.53	-6.47	-6.62	1.24	32.47	-5.39	-5.97	1.82	4	   12.40亿	          3.94	        152.28亿	         -8.44亿	34.93	32.08	0.84	-4.21	-- -- 	8	8	2	-0.55	0.24	-3.49	-2.14	-2.92	0.82	20241205	20070813	         24.83	--  	--  	275.37	122.97	         26.26	45.81	198.71	18.75	3.53	113.18	92.20	38.12	31.97	22.75	31.41	71.18	48.80	8.46	1.10	8.71	7.81	6.73	5.53	61.92	-10.41	-16.69	108737.00	         11404	14.00万	-10.58	23.93	          2.48	-29.31	4.28	1.58	0.270㈢	          4.95	          1.26	          2.49	         -0.42	         44.66	   5.47㈢	         31.44	         11.89	         10.97	6.28	29840	002152	--  	--  	--  	
002153	石基信息	-2.42	8.06	-0.20	8.06	8.07	275060	1545	0.12	          1.72	8.27	8.44	8.02	8.26	  1038.71	22392.48	  1.08	云软件服务	北京	5.08	8.14	146435	128625	  1.14	0.00	936	129	--  	47.26	          0.57	          0.04	124.53	0.00	   0.00	19530.03	26.05	0.00	0.13	--  	          0.00	--  	1.34	--  	--  	         16.00	        128.94亿	        219.97亿	 -1.12	   3597	-2	-2.25	-3.82	-0.99	0.37	8.77	39.45	-24.53	4.95	-17.17	3	    7.74亿	          3.55	         62.36亿	         -5.46亿	--  	--  	0.92	-2.77	KDJ死叉	8	12	2	0.12	2.18	-2.91	-1.45	-4.50	0.50	20241031	20070813	         27.29	--  	--  	95.34	73.43	          7.75	14.86	54.41	5.94	13.45	13.70	41.35	4.27	5.62	5.33	27.74	20.16	10.69	0.51	-0.07	0.51	0.38	0.16	0.12	14.07	-0.22	-0.20	39151.00	         19763	15.93万	10.16	8.46	          3.00	-1022.85	10.91	0.12	0.010㈢	          2.69	          1.02	          0.52	         -0.01	         77.02	   0.22㈢	         46.98	          2.53	          1.87	2.40	5048	002153	--  	--  	--  	
002154	报 喜 鸟	-2.87	5.08	-0.15	5.07	5.08	904894	5027	0.20	          7.67	5.28	5.35	5.04	5.23	    13.39	46720.82	  0.66	非运动服装	浙江	5.93	5.16	529728	375166	  1.41	0.00	1835	326	--  	7.43	          0.67	          0.14	255.37	0.00	   0.00	66232.71	513.22	-0.74	0.77	--  	          0.11	--  	0.96	--  	--  	         11.80	         59.93亿	         74.13亿	 -1.57	   4146	-1	1.16	-0.59	0.79	4.10	26.68	56.30	-6.62	9.95	-5.23	3	    9.02亿	         10.03	         45.84亿	         -2.19亿	13.68	10.94	0.90	-0.39	多头排列	8	11	4	0.96	2.29	-3.63	-1.34	-5.05	0.79	20241031	20070816	         14.59	--  	--  	64.98	42.90	          1.26	32.03	39.71	8.24	2.24	19.71	16.24	13.05	6.93	2.52	7.70	35.36	12.11	5.48	0.07	5.49	4.32	4.15	3.59	17.10	1.41	-2.66	54444.00	         16572	8.42万	-25.19	-3.59	          1.73	52.51	2.10	6.12	0.280㈢	          2.94	          0.53	          1.17	          0.10	         66.02	   9.68㈢	         65.76	         15.50	         12.23	0.68	8251	002154	--  	--  	--  	
002155	湖南黄金	-3.08	17.60	-0.56	17.60	17.61	422536	5879	-0.10	          3.52	17.94	18.06	17.55	18.16	    23.79	75000.60	  0.48	黄金	湖南	2.81	17.75	253649	168887	  1.50	0.00	1471	318	--  	53.93	          1.39	          0.16	1034.70	0.00	   0.00	116304.84	623.77	0.00	0.54	--  	          0.04	--  	0.37	--  	--  	         12.02	        211.54亿	        211.56亿	 -1.78	   4439	-2	-3.81	-5.88	-6.19	-1.56	18.36	19.97	60.00	-0.56	59.85	6	    7.80亿	          5.41	        137.36亿	         -6.73亿	28.29	44.63	0.31	-4.14	MACD死叉	10	2	8	-1.21	-0.55	-3.36	-2.26	-2.55	0.28	20241029	20070816	         12.02	--  	--  	80.86	67.25	          0.78	15.87	22.85	35.96	7.46	10.55	7.83	5.80	2.98	1.97	12.89	209.89	193.91	7.88	-0.03	7.80	6.76	6.67	6.70	39.19	3.98	-0.32	79299.00	          9842	17.32万	73.56	11.93	          3.15	53.11	1.01	0.72	0.550㈢	          5.59	          1.07	          3.26	          0.33	         83.17	   9.92㈢	          7.61	          3.75	          3.22	1.95	4860	002155	--  	--  	--  	
002156	通富微电	-2.23	28.50	-0.65	28.49	28.50	542889	6908	0.07	          3.58	29.16	29.24	28.40	29.15	    58.71	156006.31	  0.77	半导体封测	江苏	2.88	28.74	297841	245048	  1.22	0.00	3124	208	--  	54.26	          1.21	          0.13	1968.78	0.00	   0.00	211066.59	679.14	0.00	0.32	--  	          0.02	--  	1.03	--  	--  	         15.17	        432.47亿	        432.52亿	 -0.93	   4720	-3	-2.15	-4.36	-3.35	-9.46	-4.04	54.22	23.91	-4.97	23.33	7	   10.45亿	          5.20	        297.73亿	         -9.86亿	56.31	261.09	0.91	-2.90	-- -- 	1	8	8	0.03	0.31	-2.57	-1.41	-2.53	0.35	20241030	20070816	         15.18	--  	--  	380.72	144.67	          9.69	59.46	142.71	157.48	3.54	139.17	51.82	36.50	47.33	1.26	94.63	170.81	146.34	7.43	-0.26	7.42	6.25	5.53	5.41	32.12	30.77	5.38	231749.00	          4508	12.85万	967.83	7.38	          2.99	14.05	2.53	0.04	0.360㈢	          9.53	          6.24	          2.12	          2.03	         38.00	   3.82㈢	         14.33	          4.35	          3.66	9.57	19975	002156	--  	--  	--  	
002157	正邦科技	-1.59	3.10	-0.05	3.10	3.11	1281001	4561	0.00	          1.82	3.15	3.18	3.08	3.15	    71.90	40099.71	  0.54	生猪养殖	江西	3.17	3.13	756702	524299	  1.44	0.00	17516	10216	--  	38.42	          0.57	          0.02	141.39	0.00	   0.00	61744.05	249.23	0.00	0.40	--  	          0.01	--  	0.52	--  	--  	         70.27	        217.85亿	        288.24亿	 -0.29	   3910	-2	-2.78	-1.90	1.31	-8.82	-0.64	22.05	16.11	-9.88	15.67	2	   65.10亿	          1.97	        201.81亿	         -4.65亿	2.51	3.43	0.73	-1.59	-- -- 	1	2	9	0.00	0.95	-2.22	-0.63	-2.52	0.65	20241206	20070817	         92.98	--  	--  	186.61	116.33	        -17.52	47.05	56.29	66.85	2.46	40.19	25.33	20.77	1.58	0.93	192.20	58.37	51.05	5.31	8.12	3.00	2.97	3.01	-2.96	-170.51	-9.45	1.69	150900.00	         43141	13.37万	110.67	0.89	          2.48	-30.52	4.94	0.00	0.030㈢	          1.25	          2.07	         -1.83	         -0.10	         62.34	   2.58㈢	         12.55	          9.10	          5.08	0.04	6064	002157	--  	--  	--  	
002158	汉钟精机	-0.71	19.57	-0.14	19.57	19.58	66248	630	0.05	          1.24	19.71	19.78	19.37	19.71	    10.88	12935.25	  0.51	制冷空调设备	上海	2.08	19.53	36593	29655	  1.23	0.00	15	20	--  	-50.64	          1.22	          0.08	123.29	0.00	   0.00	19419.31	57.95	-0.04	0.30	--  	          0.01	--  	2.91	--  	--  	          5.34	        104.43亿	        104.65亿	  0.59	   2580	-3	-1.89	-3.50	0.62	6.48	6.01	17.18	-6.90	6.59	-9.74	3	    2.06亿	          3.22	         40.24亿	         -0.75亿	11.63	12.18	0.87	-1.21	KDJ死叉	14	12	11	0.00	0.36	-1.73	-0.91	-1.06	1.03	20241025	20070817	          5.35	--  	--  	60.07	40.65	          0.23	31.96	41.24	10.89	1.60	17.62	14.27	9.45	7.38	1.35	4.43	28.57	16.93	8.56	0.40	8.55	7.23	7.21	6.89	27.60	4.69	-0.18	25863.00	          7951	15.56万	6.11	-1.71	          2.57	22.30	3.66	2.94	1.350㈢	          7.60	          0.83	          5.16	          0.88	         67.67	  17.75㈢	         40.74	         29.95	         25.32	1.24	2412	002158	--  	--  	--  	
002159	三特索道	3.04	18.99	0.56	18.98	18.99	135570	2337	1.55	          9.79	18.19	19.49	18.19	18.43	    16.25	25614.03	  1.82	旅游服务	湖北	7.05	18.89	63336	72234	  0.88	0.00	5	851	--  	-58.80	          1.46	          0.44	443.80	0.00	   0.00	26456.31	285.04	1.06	1.08	--  	          0.17	--  	1.62	--  	--  	          1.38	         26.30亿	         33.67亿	  4.34	   3410	5	2.90	12.90	17.01	13.85	23.32	45.62	22.28	16.58	26.26	2	    0.93亿	         14.57	         17.67亿	          0.99亿	21.91	25.63	0.66	7.23	多头排列	8	8	2	-1.30	5.75	-1.30	2.50	-2.57	4.40	20241029	20070817	          1.77	--  	--  	18.06	13.77	          0.47	21.18	3.98	8.67	1.24	2.49	3.54	0.08	0.09	0.24	8.37	5.53	2.11	2.41	0.03	2.28	1.66	1.55	1.59	2.81	2.48	1.56	14906.00	          6242	11.85万	16.13	-4.44	          2.44	13.58	6.08	1.19	0.880㈢	          7.77	          4.72	          1.58	          1.40	         76.24	  11.29㈢	         61.93	         43.55	         29.99	--  	1143	002159	--  	--  	--  	
002160	常铝股份	-0.24	4.20	-0.01	4.19	4.20	168236	891	0.24	          2.12	4.21	4.27	4.17	4.21	    63.34	7086.29	  0.57	铝	江苏	2.38	4.21	91462	76774	  1.19	0.00	679	1465	--  	12.27	          1.03	          0.06	37.42	0.00	   0.00	10557.29	41.05	0.00	0.39	--  	          0.02	--  	1.36	--  	--  	          7.94	         33.33亿	         43.38亿	  1.06	   2360	-3	-3.44	-4.11	-0.71	0.72	8.81	41.41	5.53	5.26	0.24	1	    6.07亿	          2.77	         25.50亿	         -0.10亿	47.83	287.81	0.74	-1.87	KDJ死叉	8	8	2	0.00	1.43	-0.95	0.00	-1.64	0.72	20241031	20070821	         10.33	--  	--  	82.48	36.68	          0.13	55.36	52.74	16.85	1.50	30.97	6.12	21.28	17.88	5.45	29.17	56.22	49.59	0.78	0.00	0.79	0.49	0.51	0.48	-3.49	0.58	0.59	56255.00	         10792	4.53万	310.15	12.11	          1.18	75.09	0.77	0.00	0.050㈢	          3.55	          2.82	         -0.34	          0.06	         44.47	   1.40㈢	         11.80	          1.39	          0.87	2.48	2591	002160	--  	--  	--  	
002161	远 望 谷	6.10	7.13	0.41	7.13	7.14	940623	12250	0.56	         13.18	6.75	7.17	6.56	6.72	    62.47	65690.73	  1.67	其他通信设备	深圳	9.08	6.98	421671	518952	  0.81	0.00	6130	1821	--  	21.65	          1.78	          0.58	873.43	0.00	   0.00	58531.92	149.72	0.00	0.26	--  	          0.04	--  	1.72	--  	--  	          7.13	         50.87亿	         52.74亿	  7.40	   4438	5	0.90	9.19	13.00	14.81	36.85	80.97	19.03	18.83	30.11	8	    5.91亿	         15.90	         42.17亿	          3.03亿	81.37	176.81	0.81	6.74	多头排列	10	6	3	0.45	6.70	-2.38	3.87	-0.56	8.69	20241122	20070821	          7.40	--  	--  	27.91	15.62	          0.00	44.03	11.08	1.97	5.72	7.90	3.14	1.37	1.87	0.64	3.36	3.76	2.21	0.68	0.14	0.75	0.63	0.63	-0.45	3.53	0.02	-0.04	68984.00	          8574	6.11万	108.66	0.24	          3.38	3170.71	14.04	0.27	0.090㈢	          2.11	          0.45	          0.48	          0.00	         55.97	   4.05㈢	         41.24	         18.08	         16.85	0.44	648	002161	--  	--  	--  	
002162	悦心健康	9.93	4.65	0.42	4.65	--  	288946	857	0.00	          3.14	4.65	4.65	4.65	4.23	--  	13435.97	  0.69	陶瓷	上海	0.00	4.65	240680	48266	  4.99	0.00	153536	0	--  	0.00	          0.23	          0.03	39.85	0.00	   0.00	23522.38	2781.12	0.00	11.82	--  	          1.36	--  	2.98	0.53	7139.42	          9.19	         42.75亿	         42.79亿	 11.23	   1727	1	-2.98	12.87	16.25	20.78	37.17	66.66	3.33	26.01	8.39	2	    4.41亿	          6.55	         20.50亿	          3.87亿	--  	77.76	0.80	9.15	KDJ死叉	8	8	11	9.93	9.93	9.93	9.93	0.00	0.00	20241212	20070823	          9.20	--  	--  	22.44	9.35	          0.17	57.58	8.19	3.13	0.33	8.21	3.32	1.67	2.05	0.57	1.82	8.89	7.01	-0.31	-0.04	-0.30	-0.36	-0.33	-0.57	-3.07	0.34	-0.48	52654.00	          8373	3.89万	-130.38	-5.27	          4.58	127.67	4.81	0.00	-0.040㈢	          1.02	          0.20	         -0.33	          0.04	         41.68	  -3.54㈢	         21.16	         -3.49	         -4.02	0.06	899	002162	--  	--  	--  	
002163	海南发展	5.58	11.92	0.63	11.92	11.93	811872	8171	0.25	         10.10	11.24	12.20	11.12	11.29	--  	95740.20	  1.20	装修装饰	深圳	9.57	11.79	386809	425063	  0.91	0.00	1334	95	--  	44.52	          1.16	          0.33	973.98	0.00	   0.00	78641.68	616.51	0.00	0.78	--  	          0.09	--  	1.02	--  	--  	          8.04	         95.78亿	        100.72亿	  6.88	   4502	4	0.27	8.36	18.72	17.09	48.26	92.57	33.48	28.86	31.28	7	    5.86亿	         13.86	         69.81亿	          5.32亿	--  	104.18	0.77	7.48	阶段放量	8	8	2	-0.44	8.06	-1.51	4.43	-2.30	7.19	20241212	20070823	          8.45	--  	--  	58.75	12.14	          0.73	78.09	34.05	8.01	0.78	35.73	6.56	1.87	5.90	0.68	9.88	27.81	25.89	-2.83	0.07	-2.83	-3.09	-2.33	-2.40	-6.82	-6.04	-5.42	71781.00	          8158	9.72万	-258.18	-3.00	          8.30	-16.69	3.62	0.00	-0.280㈢	          1.44	          1.17	         -0.81	         -0.71	         20.66	 -19.19㈢	          6.91	        -10.17	        -11.10	0.89	2564	002163	--  	--  	--  	
002164	宁波东力	-0.69	5.79	-0.04	5.79	5.80	148127	1068	0.00	          3.09	5.83	5.88	5.71	5.83	    54.09	8559.92	  0.56	机械基础件	浙江	2.92	5.78	79086	69041	  1.15	0.00	282	735	--  	-19.25	          0.82	          0.08	61.84	0.00	   0.00	10072.90	37.02	0.00	0.37	--  	          0.02	--  	0.71	--  	--  	          4.80	         27.78亿	         30.81亿	  0.61	   2378	-3	-2.02	-4.93	-0.69	-0.00	19.62	48.08	-0.00	6.63	-14.22	5	    3.04亿	          4.88	         17.58亿	         -0.21亿	58.77	76.76	0.81	-2.20	阶段放量	8	8	2	0.00	0.86	-2.06	-0.86	-1.53	1.40	20241205	20070823	          5.32	--  	--  	23.14	13.70	          0.02	40.70	11.18	7.29	1.02	8.61	0.93	4.43	4.58	0.75	10.81	10.84	8.71	0.42	-0.01	0.41	0.43	0.43	0.40	-2.88	0.61	-1.04	40181.00	          7555	4.37万	40.75	-1.95	          2.25	50.38	2.84	0.00	0.080㈢	          2.58	          2.03	         -0.54	          0.11	         59.20	   3.12㈢	         19.61	          3.84	          3.95	0.61	1834	002164	--  	--  	--  	
002165	红 宝 丽	-0.42	4.79	-0.02	4.79	4.80	282185	4555	0.21	          3.88	4.79	4.87	4.75	4.81	    57.31	13583.84	  0.55	聚氨酯	江苏	2.49	4.81	154164	128021	  1.20	0.00	918	1875	--  	9.57	          1.53	          0.15	218.18	0.00	   0.00	18145.22	106.86	0.42	0.59	--  	          0.04	--  	0.99	--  	--  	          7.28	         34.85亿	         35.22亿	  0.88	   2571	-3	-2.83	-4.01	-4.39	-6.26	3.23	48.76	14.87	0.63	15.98	6	    5.81亿	          4.85	         27.85亿	         -0.15亿	87.66	92.38	0.82	-2.44	-- -- 	12	8	6	-0.42	1.25	-1.25	0.00	-1.64	0.84	20241025	20070913	          7.35	--  	--  	50.88	20.15	          0.02	60.36	25.85	10.03	2.29	20.92	8.01	3.50	5.76	0.13	6.64	19.00	16.08	0.37	0.09	0.36	0.46	0.46	0.30	4.94	1.39	1.72	47000.00	         12369	5.92万	4.69	2.33	          1.75	25.37	1.85	2.08	0.060㈢	          2.74	          0.90	          0.67	          0.19	         39.60	   2.29㈢	         15.34	          1.97	          2.44	0.60	1187	002165	--  	--  	--  	
002166	莱茵生物	-0.36	8.36	-0.03	8.32	8.36	176993	9271	0.72	          3.43	8.43	8.47	8.27	8.39	    45.78	14788.29	  1.40	中药	广西	2.38	8.36	95777	81216	  1.18	0.00	128	136	--  	-18.18	          3.13	          0.26	775.06	0.00	   0.00	12831.37	642.96	0.36	5.01	--  	          0.18	--  	17.10	--  	--  	          5.17	         43.18亿	         62.03亿	  0.94	   2643	-2	-0.83	1.09	1.46	0.12	7.87	21.16	8.15	1.95	10.43	2	    4.22亿	          4.19	         35.32亿	         -0.22亿	43.46	75.45	0.72	0.12	-- -- 	10	10	2	0.48	0.95	-1.43	-0.36	-1.30	1.09	20241120	20070913	          7.42	--  	--  	49.40	30.40	          0.77	36.91	25.78	13.82	1.26	15.83	3.12	11.68	3.26	0.03	14.82	11.70	8.41	1.34	0.07	1.28	1.06	1.02	1.05	7.57	1.43	0.84	57010.00	          7411	6.20万	148.46	31.61	          2.04	43.46	5.30	2.36	0.140㈢	          4.10	          2.00	          1.02	          0.19	         61.53	   3.34㈢	         28.16	         11.46	          9.06	0.47	1146	002166	--  	--  	--  	
002167	东方锆业	-3.25	8.34	-0.28	8.33	8.34	503264	5530	0.36	          6.63	8.60	8.60	8.27	8.62	--  	42188.30	  0.83	其他金属	广东	3.83	8.38	261844	241420	  1.08	0.00	503	397	--  	31.21	          1.03	          0.19	461.20	0.00	   0.00	51630.49	142.33	0.00	0.28	--  	          0.03	--  	0.59	--  	--  	          7.59	         63.28亿	         64.61亿	 -1.95	   4240	-3	-4.43	-7.64	-6.19	-16.85	-6.39	62.25	30.31	-19.42	29.71	9	    5.77亿	          8.73	         48.08亿	         -2.17亿	--  	--  	0.80	-4.90	-- -- 	10	8	2	-0.23	-0.23	-4.06	-2.78	-3.02	0.85	20241025	20070913	          7.75	--  	--  	32.63	14.81	         -1.02	57.74	13.15	12.19	5.40	16.68	4.37	5.43	2.82	5.80	11.20	12.34	11.11	-0.58	-0.11	-0.58	-0.66	-0.41	-0.47	-3.67	3.35	0.36	81306.00	          7091	5.91万	-446.95	16.55	          4.36	19.30	5.24	0.00	-0.050㈢	          1.91	          1.45	         -0.47	          0.43	         45.38	  -2.79㈢	          9.96	         -4.69	         -5.33	0.50	1243	002167	--  	--  	--  	
002169	智光电气	1.03	6.89	0.07	6.89	6.90	169781	1652	0.15	          2.24	6.81	7.04	6.80	6.82	--  	11764.82	  0.90	电网自动化	广东	3.52	6.93	78819	90962	  0.87	0.00	404	1508	--  	14.93	          0.88	          0.05	113.82	0.00	   0.00	10067.21	82.40	0.15	0.82	--  	          0.02	--  	2.26	--  	--  	          7.59	         52.27亿	         53.93亿	  2.33	   2235	1	-2.15	-2.54	0.58	-0.72	8.85	52.77	2.68	1.18	1.62	3	    5.92亿	          2.87	         40.80亿	          0.55亿	--  	--  	0.85	-0.43	-- -- 	1	12	11	-0.15	3.23	-0.29	1.61	-2.13	1.32	20241031	20070919	          7.83	--  	--  	86.19	28.96	          2.28	63.76	37.03	21.60	7.46	35.72	5.98	6.06	15.18	1.58	16.19	18.99	16.26	-1.60	0.04	-1.59	-1.37	-1.41	-1.23	3.67	-0.42	-1.96	59003.00	         10037	6.92万	-492.06	-0.43	          1.86	-129.09	2.84	1.47	-0.180㈢	          3.70	          2.07	          0.47	         -0.05	         33.60	  -4.87㈢	         14.39	         -8.43	         -7.21	1.08	2130	002169	--  	--  	--  	
002170	芭田股份	2.09	8.79	0.18	8.79	8.80	188895	1764	-0.10	          2.66	8.66	8.85	8.46	8.61	    28.75	16433.64	  1.01	复合肥	深圳	4.53	8.70	92118	96777	  0.95	0.00	80	3118	--  	-76.55	          0.98	          0.06	155.06	0.00	   0.00	15382.91	39.66	0.00	0.26	--  	          0.01	--  	0.46	--  	--  	          7.10	         62.45亿	         78.35亿	  3.39	   2238	1	-3.48	1.61	0.57	-3.09	16.58	49.24	65.54	-0.56	62.77	0	    5.95亿	          3.17	         52.32亿	          1.60亿	28.15	29.57	0.74	0.57	-- -- 	8	8	8	0.58	2.79	-1.74	1.05	-0.68	3.90	20241119	20070919	          8.91	--  	--  	57.44	25.13	          0.13	56.02	19.69	17.27	7.94	27.53	7.25	6.44	1.83	1.44	5.21	24.34	18.87	2.56	-0.03	2.52	2.05	2.04	2.00	9.90	4.29	1.26	42897.00	         13876	12.20万	6.88	-3.23	          3.12	18.27	3.22	1.74	0.230㈢	          2.82	          0.58	          1.11	          0.48	         43.75	   8.13㈢	         22.44	         10.51	          8.43	0.23	3468	002170	--  	--  	--  	
002171	楚江新材	-1.42	9.05	-0.13	9.04	9.05	283422	1560	0.00	          2.08	9.16	9.30	8.98	9.18	   581.66	25876.30	  0.50	铜	安徽	3.49	9.13	137345	146077	  0.94	0.00	152	653	--  	-69.41	          0.93	          0.06	141.18	0.00	   0.00	51620.59	107.45	-0.10	0.21	--  	          0.01	--  	0.31	--  	--  	         13.62	        123.24亿	        125.81亿	 -0.12	   3286	-2	-3.87	1.35	2.26	5.11	21.48	67.91	25.69	3.91	24.66	2	    9.15亿	          3.10	         82.78亿	         -1.81亿	63.74	24.11	0.85	-0.66	KDJ死叉	8	6	3	-0.22	1.31	-2.18	-0.54	-2.69	0.78	20241212	20070921	         13.90	--  	--  	194.86	62.77	          5.82	64.80	134.30	34.67	4.70	99.21	31.26	33.89	41.25	3.11	29.22	390.07	380.47	0.29	-0.19	0.27	0.54	0.16	-0.17	19.01	-15.99	-7.03	48039.00	         19040	17.23万	-95.30	15.15	          1.97	-7.87	0.32	2.23	0.010㈢	          4.59	          2.10	          1.37	         -1.15	         32.21	   0.26㈢	          2.46	          0.07	          0.14	7.66	7779	002171	--  	--  	--  	
002172	澳洋健康	9.92	4.21	0.38	4.21	--  	421770	3765	0.00	          5.51	4.02	4.21	4.02	3.83	    62.51	17587.25	  1.00	医院	江苏	4.96	4.17	293886	127884	  2.30	0.00	84743	0	--  	0.00	          1.59	          0.27	158.51	0.00	   0.00	15470.46	420.57	0.25	2.72	--  	          0.20	--  	1.29	0.20	3567.68	          7.65	         32.22亿	         32.24亿	 11.22	   1885	1	-3.28	8.51	12.87	15.98	38.49	69.76	4.72	23.83	11.09	4	    5.13亿	          8.23	         21.59亿	          2.91亿	60.18	59.03	0.79	7.40	KDJ死叉	8	6	2	4.96	9.92	4.96	8.88	0.00	4.73	20241031	20070921	          7.66	--  	--  	19.32	1.33	         -0.19	94.13	10.30	6.81	0.64	16.65	3.88	1.79	3.11	0.87	12.64	15.01	12.95	0.63	-0.00	0.65	0.40	0.39	0.36	-19.34	-2.29	-1.96	56603.00	          9059	3.81万	-2.39	-7.54	         24.34	-14.06	2.15	0.00	0.050㈢	          0.17	          1.65	         -2.53	         -0.30	          6.86	  29.18㈢	         13.72	          4.22	          2.64	--  	2255	002172	--  	--  	--  	
002173	创新医疗	10.03	10.09	0.92	10.09	--  	918233	1469	0.00	         22.09	9.20	10.09	9.15	9.17	--  	90783.19	  1.95	医院	浙江	10.25	9.89	530739	387494	  1.37	0.00	47074	0	--  	0.00	          0.16	          0.12	148.22	0.00	   0.00	24663.05	59.25	0.00	0.24	--  	          0.02	--  	0.61	0.05	4749.77	          4.16	         41.94亿	         44.53亿	 11.33	   3879	1	-2.96	5.44	5.76	10.03	22.46	57.41	5.21	13.50	15.45	5	    2.77亿	         33.18	         27.92亿	          4.06亿	--  	--  	0.81	4.99	-- -- 	10	8	2	0.33	10.03	-0.22	7.85	0.00	10.27	20241025	20070925	          4.41	--  	--  	22.20	18.42	          0.01	16.96	7.18	12.60	1.30	3.07	5.47	0.39	1.11	0.03	27.08	6.10	5.49	-0.28	-0.02	-0.29	-0.28	-0.28	-0.31	-13.32	0.16	-0.82	45164.00	          6127	6.18万	-95.88	0.53	          2.42	284.71	7.29	0.00	-0.060㈢	          4.18	          6.14	         -3.02	          0.04	         82.99	  -1.51㈢	         10.02	         -4.61	         -4.54	--  	2749	002173	--  	--  	--  	
002174	游族网络	-5.50	10.49	-0.61	10.49	10.50	709477	12269	-0.28	          7.76	11.02	11.12	10.45	11.10	  1391.65	75595.39	  0.99	游戏	福建	6.04	10.66	396148	313329	  1.26	0.00	1194	121	--  	43.74	          1.38	          0.28	1287.02	0.00	   0.00	140781.34	1436.57	1.38	1.02	--  	          0.18	--  	0.70	--  	--  	          9.14	         95.93亿	         96.08亿	 -4.20	   4390	-1	1.28	1.26	4.07	4.07	14.77	43.11	-20.35	7.48	-8.07	3	    7.34亿	          9.67	         76.95亿	         -5.59亿	118.08	111.28	0.94	-1.13	-- -- 	12	6	3	-0.72	0.18	-5.86	-3.96	-5.67	0.38	20241030	20070925	          9.16	--  	--  	62.62	45.63	          0.00	27.14	25.77	5.51	3.35	8.82	18.10	0.00	2.12	0.86	10.82	9.97	5.65	0.20	0.24	0.15	0.05	0.05	0.12	26.87	0.84	3.61	68101.00	         10771	11.30万	-50.42	-15.43	          2.16	114.27	9.64	0.46	0.010㈢	          4.85	          1.18	          2.93	          0.09	         72.86	   0.11㈢	         43.31	          2.01	          0.52	1.26	2016	002174	--  	--  	--  	
