代码	名称	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600814	杭州解百	17.85	39.83	22.22	13.48	20.97	1	    2.41亿	         14.81	         19.92亿	          5.51亿	22.34	21.19	0.96	8.84	KDJ金叉	8	8	2	0.00	10.00	-0.27	5.73	0.00	10.29	20241209	19940114	          7.35	--  	--  	85.22	36.14	         10.67	45.07	51.41	5.88	0.15	24.22	48.46	0.71	0.23	0.53	0.92	13.21	3.03	5.18	0.10	5.24	3.97	2.39	2.24	24.51	6.64	-6.49	31284.00	          7717	6.37万	-5.32	-14.77	          1.68	9.13	4.59	1.91	0.330㈢	          4.92	          0.13	          3.33	          0.90	         42.40	   6.62㈢	         77.06	         39.21	         30.04	--  	1038	600814	--  	--  	--  	
600815	厦工股份	21.13	69.84	20.67	19.78	19.33	3	    8.15亿	          5.56	         26.16亿	          5.14亿	--  	--  	0.97	5.94	-- -- 	8	8	13	0.34	9.93	0.34	7.88	0.00	9.56	20241030	19940128	         17.74	--  	--  	23.79	15.22	          2.25	26.54	17.71	3.29	0.89	4.74	2.95	2.36	2.93	0.40	41.47	5.62	4.23	0.57	0.27	0.59	0.46	0.08	-0.35	-46.82	1.36	-1.78	40285.00	         20233	6.49万	117.06	-11.37	          3.74	41.80	10.13	0.00	0.004㈢	          0.86	          2.34	         -2.64	          0.08	         63.99	   0.49㈢	         24.76	         10.13	          8.15	0.21	699	600815	--  	--  	--  	
600816	建元信托	4.69	66.80	28.03	11.05	40.07	10	   34.38亿	          7.93	        138.19亿	         26.58亿	744.40	869.05	1.56	5.51	-- -- 	10	6	3	0.27	10.13	0.00	6.67	-2.66	7.20	20241009	19940128	         98.44	--  	--  	226.48	136.04	          7.05	36.82	111.96	0.09	0.12	83.36	0.95	0.00	2.29	--  	134.81	0.00	0.00	1.86	0.89	0.47	0.41	0.42	1.41	-114.94	5.62	-23.12	70951.00	         48450	19.48万	20.68	0.00	          2.91	70.37	0.00	0.00	0.004㈢	          1.38	          1.37	         -1.17	          0.06	         60.07	   0.31㈢	--  	--  	--  	--  	312	600816	--  	--  	--  	
600817	宇通重工	-1.13	27.60	30.04	2.60	32.87	11	    1.53亿	          3.91	         18.71亿	          0.81亿	28.97	29.74	1.16	1.16	阶段缩量	12	12	8	0.00	1.40	-0.33	0.83	-0.16	1.58	20241030	19940128	          5.37	--  	--  	45.97	23.85	          1.92	43.93	34.91	3.98	2.33	17.24	6.85	2.99	12.49	1.15	9.80	25.05	20.10	1.78	0.16	1.81	1.47	1.31	0.98	6.03	3.53	0.08	25188.00	          6065	7.43万	4.69	24.42	          2.76	18.61	2.62	3.92	0.240㈢	          4.44	          1.82	          1.12	          0.66	         51.89	   5.48㈢	         19.77	          7.11	          5.87	0.89	910	600817	--  	--  	--  	
600818	中路股份	-7.74	7.86	5.93	7.01	13.34	12	    2.13亿	          5.98	         28.92亿	          1.64亿	239.76	174.46	1.27	3.35	-- -- 	14	5	11	0.31	5.58	-0.23	3.29	-1.59	4.14	20241030	19940128	          3.21	          0.83	--  	8.58	6.12	         -0.39	33.22	3.34	0.56	0.62	2.01	1.76	0.54	0.58	0.30	0.45	7.91	6.69	0.05	0.04	0.01	-0.02	0.03	0.06	2.05	-0.11	0.10	43912.00	          6747	9.17万	-69.53	8.14	          7.14	-383.10	5.52	0.00	0.010㈢	          1.90	          0.14	          0.64	         -0.04	         71.33	   0.47㈢	         15.49	          0.63	         -0.25	0.18	716	600818	--  	--  	--  	
600819	耀皮玻璃	2.86	42.43	27.29	3.39	20.99	11	    2.34亿	         11.87	         14.30亿	          2.62亿	87.92	--  	1.08	3.56	-- -- 	8	8	2	0.51	5.15	0.51	3.43	-0.33	4.27	20241029	19940128	          9.35	          1.88	--  	80.43	34.61	         11.67	42.46	37.40	30.93	3.76	27.75	7.91	14.12	8.30	1.38	12.16	41.30	34.65	1.29	0.06	1.30	1.15	0.96	0.79	8.31	3.74	0.69	48858.00	          8627	5.27万	205.82	4.14	          1.65	15.28	1.38	0.62	0.100㈢	          3.70	          1.30	          0.89	          0.40	         43.03	   2.78㈢	         16.09	          3.11	          2.78	1.77	3802	600819	--  	--  	--  	
600820	隧道股份	3.78	34.65	41.02	6.24	31.68	0	   19.53亿	          2.27	        139.64亿	          5.34亿	7.45	7.47	0.73	3.47	MACD金叉	12	2	12	0.14	3.44	-0.43	2.44	-0.97	2.88	20241031	19940128	         31.44	--  	--  	1643.31	315.86	         62.73	76.96	868.27	32.13	46.98	962.49	195.72	14.92	207.90	97.12	64.56	428.88	378.94	21.29	15.90	21.27	16.17	14.99	12.98	177.18	23.92	-15.97	105616.00	         18492	13.22万	0.35	-8.57	          0.76	9.40	0.52	4.73	0.480㈢	          9.41	          2.05	          5.64	          0.76	         19.22	   4.75㈢	         11.65	          4.96	          3.77	18.86	17978	600820	--  	--  	--  	
600821	金开新能	-2.04	14.95	-10.54	2.49	-3.02	0	   14.52亿	          1.27	         83.81亿	          1.20亿	14.06	14.21	0.82	1.05	平台整理	1	6	11	0.00	1.23	-0.18	0.88	-0.17	1.23	20241031	19940128	         19.97	--  	--  	371.55	94.04	          5.07	73.33	103.12	203.80	1.58	83.08	11.67	1.82	80.13	0.70	56.18	28.30	12.35	8.85	0.81	9.24	7.93	7.46	7.04	17.65	13.99	6.14	54061.00	         26867	15.50万	1.20	9.35	          1.23	8.24	4.07	3.02	0.380㈢	          4.71	          2.81	          0.88	          0.70	         25.31	   7.94㈢	         56.35	         31.28	         28.01	0.13	620	600821	--  	--  	--  	
600822	上海物贸	9.04	54.26	2.84	-3.16	17.87	9	    1.58亿	         10.24	         18.81亿	          5.41亿	94.34	38.43	0.87	6.23	-- -- 	12	8	2	4.70	10.05	4.70	8.94	0.00	5.11	20241031	19940204	          4.96	          1.00	--  	25.69	12.02	          0.32	51.96	21.29	1.28	0.14	11.01	10.10	3.29	0.34	0.45	17.83	44.80	42.57	0.27	0.05	0.49	0.39	0.46	0.15	-11.37	0.08	-0.06	45303.00	          5682	6.78万	-64.44	-22.39	          4.93	738.43	1.32	0.00	0.090㈢	          2.42	          3.59	         -2.29	          0.02	         46.80	   3.81㈢	          4.98	          0.60	          0.87	--  	942	600822	--  	--  	--  	
600824	益民集团	12.59	42.21	12.31	10.33	14.96	1	    6.36亿	         10.99	         27.85亿	          4.22亿	247.75	73.75	0.95	7.88	KDJ死叉	8	8	2	3.02	10.05	3.02	8.29	0.00	6.83	20241030	19940204	         10.54	--  	--  	28.50	24.12	         -0.05	15.54	15.66	1.52	0.03	3.01	11.49	3.20	0.45	0.18	1.56	7.12	4.31	0.54	0.00	0.52	0.36	0.36	0.36	9.01	0.71	-4.41	48568.00	         13094	5.74万	-52.71	-14.89	          1.91	64.77	6.49	0.43	0.030㈢	          2.29	          0.15	          0.85	          0.07	         84.65	   1.49㈢	         39.44	          7.55	          5.01	0.04	493	600824	--  	--  	--  	
600825	新华传媒	26.60	128.61	78.85	39.36	95.29	14	    5.07亿	         37.31	         44.15亿	          4.81亿	487.02	238.24	1.33	10.11	上穿BOLL上轨	8	8	3	0.00	10.06	-2.06	4.61	-4.07	7.80	20241031	19940204	         10.45	--  	--  	41.70	24.71	          0.00	40.73	24.84	1.35	0.28	15.77	11.67	6.23	0.31	4.93	5.56	7.97	5.39	-0.09	-0.01	0.22	0.10	0.10	-0.15	5.64	0.13	-0.50	47567.00	         10656	9.28万	-65.37	2.26	          3.68	686.59	11.42	0.16	0.010㈢	          2.37	          0.53	          0.54	          0.01	         59.26	   0.40㈢	         32.33	         -1.07	          1.23	--  	1331	600825	--  	--  	--  	
600826	兰生股份	19.11	80.62	57.25	8.97	64.79	10	    2.73亿	         22.57	         27.23亿	          6.69亿	28.32	24.20	0.67	8.02	-- -- 	10	8	3	2.32	10.04	2.10	5.63	0.00	7.78	20241026	19940204	          7.36	--  	--  	56.12	39.22	          1.22	27.93	25.98	5.27	0.01	9.61	13.45	0.79	1.14	2.98	0.20	9.32	6.41	2.61	0.62	2.61	2.19	2.02	1.39	30.88	1.97	-3.81	20367.00	         13410	13.37万	-16.53	-3.29	          1.87	37.22	7.87	2.83	0.280㈢	          5.33	          0.03	          4.20	          0.27	         69.89	   5.16㈢	         31.23	         28.01	         23.54	0.01	504	600826	--  	--  	--  	
600827	百联股份	16.43	60.96	26.25	13.17	29.35	0	    7.03亿	          6.02	         85.25亿	         13.20亿	12.14	50.87	1.14	7.45	-- -- 	8	8	11	1.05	6.85	0.00	5.18	-0.33	6.50	20241031	19940204	         17.84	          1.80	--  	560.03	193.50	         17.34	62.35	263.24	133.55	30.76	244.48	198.97	23.97	5.76	62.86	30.12	216.17	161.31	22.31	19.03	22.39	14.83	16.20	1.58	110.92	16.92	7.90	81020.00	         10900	13.21万	366.88	-8.31	          1.12	12.78	1.00	1.05	0.910㈢	         10.85	          1.69	          6.22	          0.95	         34.55	   8.37㈢	         25.38	         10.32	          6.86	0.06	22252	600827	--  	--  	--  	
600828	茂业商业	28.88	48.75	9.79	21.34	14.64	5	    2.34亿	         14.97	          9.71亿	          6.58亿	352.08	128.66	1.15	8.92	KDJ死叉	8	6	2	-2.39	10.08	-2.39	4.51	0.00	12.77	20241026	19940224	         17.32	--  	--  	189.46	71.17	          5.46	59.55	19.71	34.06	15.02	48.68	1.86	10.82	0.25	7.19	-0.23	21.26	7.57	1.88	-0.02	1.87	1.57	1.54	1.33	25.47	7.96	-2.47	20229.00	         11567	4.80万	-17.31	-12.75	          1.01	9.03	3.38	0.72	0.090㈢	          4.11	         -0.01	          1.47	          0.46	         37.56	   2.16㈢	         64.37	          8.84	          7.38	--  	1897	600828	--  	--  	--  	
600829	人民同泰	-0.90	30.73	0.66	4.90	0.26	3	    1.46亿	          9.63	         11.24亿	          0.41亿	17.17	15.14	1.09	2.67	-- -- 	12	8	2	0.00	3.28	-0.66	0.79	-2.28	1.58	20241022	19940224	          5.80	--  	--  	70.31	28.74	         -0.00	59.13	65.40	1.99	0.25	40.12	7.96	10.66	43.86	0.10	0.00	76.78	69.97	2.70	0.13	2.70	2.06	2.06	1.93	21.90	-2.43	-5.03	25770.00	          5665	4.36万	-14.36	-1.88	          1.55	-18.35	0.58	1.89	0.360㈢	          4.96	          0.00	          3.78	         -0.42	         40.88	   7.17㈢	          8.87	          3.52	          2.68	--  	2960	600829	--  	--  	--  	
600830	香溢融通	-0.93	46.85	70.47	13.31	63.77	9	    3.11亿	          5.00	         36.30亿	          0.64亿	93.75	235.78	1.51	1.30	-- -- 	4	10	10	-1.04	2.17	-1.04	1.13	-0.93	2.28	20241031	19940224	          4.54	--  	--  	49.92	21.71	          6.68	43.14	22.40	0.49	0.32	11.17	8.69	0.47	0.13	0.48	5.66	2.40	0.88	1.23	0.01	1.22	0.82	0.57	0.55	10.49	-6.80	2.15	47127.00	          6606	7.70万	142.18	68.14	          2.44	-7.79	22.04	0.13	0.130㈢	          4.78	          1.25	          2.31	         -1.50	         43.49	   2.64㈢	         63.26	         51.08	         33.98	--  	221	600830	--  	--  	--  	
600833	第一医药	-3.25	32.16	21.08	8.80	22.71	2	    1.23亿	          8.08	         17.92亿	          2.97亿	16.52	33.13	0.69	7.52	KDJ死叉	1	6	2	5.66	10.03	4.52	8.90	0.00	5.27	20241031	19940224	          2.23	--  	--  	19.29	11.20	          0.09	41.49	10.95	0.73	0.39	6.32	2.81	3.51	2.73	0.06	0.65	13.69	11.40	1.54	0.11	1.94	1.47	1.47	0.08	5.78	-0.52	-1.20	20916.00	          5872	8.57万	156.21	2.48	          2.91	-63.08	2.38	0.94	0.660㈢	          5.02	          0.29	          2.59	         -0.23	         58.07	  13.15㈢	         16.71	         11.22	         10.76	--  	870	600833	--  	--  	--  	
600834	申通地铁	-7.74	32.07	12.41	2.49	11.03	4	    1.98亿	         10.18	         17.98亿	          1.62亿	75.21	60.30	1.03	2.60	空头排列	1	14	5	1.26	4.70	1.15	3.21	-0.77	2.72	20241030	19940224	          4.77	--  	--  	25.24	16.98	          0.89	29.18	7.47	1.60	0.01	5.85	2.65	0.37	1.38	0.00	0.00	4.35	3.26	0.78	0.06	0.78	0.59	0.52	0.43	9.87	3.63	-0.01	42789.00	          4638	4.20万	-20.96	1.21	          2.55	11.93	9.95	0.81	0.110㈢	          3.56	          0.00	          2.07	          0.76	         67.29	   3.04㈢	         25.13	         17.91	         13.54	0.02	492	600834	--  	--  	--  	
600835	上海机电	10.95	107.46	89.89	18.29	95.82	3	    3.15亿	         19.21	         69.36亿	         17.59亿	22.66	20.73	1.21	5.77	-- -- 	8	8	8	3.06	10.01	1.48	6.36	-1.39	6.90	20241029	19940224	         10.23	          2.16	--  	369.48	135.41	         25.95	56.33	304.64	15.18	2.94	204.52	142.70	64.32	47.04	113.99	19.42	156.85	132.14	11.37	2.73	11.40	10.81	7.28	6.87	92.50	14.26	-0.10	59877.00	          8879	19.53万	-10.44	-9.14	          1.66	15.77	1.43	3.16	0.710㈢	         13.24	          1.90	          9.04	          1.39	         36.65	   5.38㈢	         15.76	          7.25	          6.89	5.74	4589	600835	--  	--  	--  	
600837	海通证券	-4.50	33.41	24.44	2.19	26.19	3	   85.54亿	          0.59	        997.37亿	          3.92亿	--  	150.67	0.62	0.26	-- -- 	12	12	2	-0.26	0.95	-0.26	0.43	-0.68	0.52	20241031	19940224	        130.64	--  	         34.10	6932.37	1612.29	         82.63	75.55	0.00	155.75	13.34	0.00	1633.52	0.00	0.00	--  	758.75	128.99	120.13	8.86	34.07	9.09	-2.12	-6.59	-9.68	398.04	466.86	219.68	230977.00	         37033	43.18万	-115.12	-42.86	          0.94	3.26	11.81	0.82	-0.050㈢	         12.34	          5.81	          3.05	          3.57	         23.26	  -0.41㈢	          6.87	          6.87	         -1.64	--  	13346	600837	--  	--  	--  	
600838	上海九百	-3.00	45.36	36.46	1.93	28.26	7	    2.70亿	         15.80	         27.10亿	          3.65亿	81.61	58.78	1.23	7.39	-- -- 	12	8	2	4.06	9.98	3.18	8.55	0.00	6.59	20241030	19940224	          4.01	--  	--  	16.68	15.38	--  	7.79	4.57	0.38	0.68	0.52	4.27	0.18	0.07	0.35	1.84	0.66	0.54	0.28	0.50	0.28	0.28	0.28	0.27	6.31	-0.06	0.50	52311.00	          5166	5.18万	-38.65	2.97	          2.61	-619.46	60.84	0.52	0.070㈢	          3.84	          0.46	          1.57	         -0.02	         92.21	   1.80㈢	         18.95	         42.47	         41.79	0.00	198	600838	--  	--  	--  	
600839	四川长虹	-16.10	126.90	102.01	2.22	110.88	16	   35.43亿	          7.07	        391.52亿	          0.00亿	92.16	74.17	1.11	-0.09	空头排列	10	12	6	-0.18	0.54	-1.90	-0.54	-0.54	1.94	20241026	19940311	         46.16	--  	--  	942.79	142.34	        101.23	74.16	684.48	72.84	41.00	656.36	225.03	194.41	150.08	24.58	36.57	772.98	696.26	14.04	1.49	14.03	11.54	3.45	1.82	57.05	5.71	-20.06	381202.00	          9295	10.27万	-28.03	10.33	          3.58	89.34	0.66	0.45	0.070㈢	          3.08	          0.79	          1.24	          0.12	         15.10	   2.42㈢	          9.93	          1.82	          1.49	16.37	45662	600839	--  	--  	--  	
600841	动力新科	2.88	43.84	-6.76	14.53	2.71	18	    3.28亿	         12.52	         19.90亿	          3.19亿	--  	--  	1.13	1.68	KDJ死叉	10	8	2	1.54	5.48	1.03	3.25	-1.46	2.88	20241026	19940311	         13.88	          3.45	--  	151.40	42.58	--  	71.88	101.96	14.69	5.80	103.12	46.98	12.58	24.19	4.66	67.78	52.36	50.65	-12.53	0.44	-12.55	-12.63	-12.63	-13.30	-45.78	-12.89	-17.18	59482.00	         11309	6.86万	-17.56	-19.78	          1.98	-6.54	1.61	0.00	-0.910㈢	          3.07	          4.88	         -3.30	         -0.93	         28.12	 -29.67㈢	          3.25	        -23.93	        -24.13	2.12	5163	600841	--  	--  	--  	
600843	上工申贝	8.13	114.35	177.90	1.73	179.36	24	    3.64亿	         25.06	         57.63亿	          5.06亿	--  	118.92	0.81	3.19	-- -- 	12	12	12	-0.86	5.55	-2.18	2.84	-0.81	7.03	20241031	19940311	          7.13	          2.44	--  	65.54	32.14	          2.39	47.32	42.03	9.61	2.00	24.83	9.88	13.51	10.57	1.00	15.30	33.85	27.63	-0.24	0.27	-0.14	-0.29	-0.39	-0.67	10.39	-0.50	0.27	87108.00	          6977	11.05万	-141.48	25.71	          3.51	-225.19	3.34	0.33	-0.050㈢	          4.51	          2.14	          1.46	         -0.07	         49.04	  -1.21㈢	         18.37	         -0.71	         -0.87	1.30	3568	600843	--  	--  	--  	
600844	丹化科技	19.80	50.65	12.38	10.93	13.86	11	    5.87亿	          6.16	         20.25亿	          1.22亿	--  	--  	0.84	2.68	-- -- 	10	8	3	0.00	3.90	0.00	2.70	-0.29	3.60	20241031	19940311	         10.17	          1.94	--  	13.48	3.40	          1.84	61.16	1.36	9.45	1.19	7.47	0.21	0.83	0.01	0.39	17.62	5.87	6.96	-2.41	-0.01	-2.53	-2.54	-1.99	-1.94	-24.94	-0.49	-0.01	52802.00	         14786	5.10万	-12.89	-9.66	         10.33	-71.92	5.98	0.00	-0.200㈢	          0.33	          1.73	         -2.45	         -0.05	         25.19	 -58.49㈢	        -18.64	        -41.13	        -43.23	0.19	1238	600844	--  	--  	--  	
600845	宝信软件	-5.73	-2.61	-26.07	1.00	-28.95	0	    6.84亿	          2.44	        193.63亿	         12.98亿	30.74	31.46	1.10	1.36	-- -- 	14	7	11	0.07	1.90	-0.07	0.93	-0.28	1.69	20241030	19940311	         28.84	          7.24	--  	214.37	111.51	          7.78	44.35	166.56	13.42	1.88	85.52	49.84	29.68	40.97	26.61	34.05	97.57	62.39	21.39	0.12	21.44	19.65	19.30	18.85	42.41	19.86	-9.70	66116.00	         21297	60.27万	3.16	10.64	          7.32	41.11	8.37	2.99	0.680㈢	          3.87	          1.18	          1.47	          0.69	         52.02	  17.31㈢	         36.06	         21.93	         20.14	9.33	5714	600845	--  	--  	--  	
600846	同济科技	10.17	42.18	6.16	9.30	5.94	1	    3.94亿	          3.98	         37.96亿	          2.25亿	14.33	15.21	1.02	3.21	-- -- 	8	8	2	0.65	3.88	0.00	2.69	0.00	3.88	20241031	19940311	          6.25	--  	--  	115.64	39.83	          1.42	64.33	96.88	1.06	7.11	69.00	20.77	47.15	14.92	15.89	0.23	29.07	25.86	2.08	0.52	3.34	3.20	3.07	1.78	30.61	-0.48	-2.22	39680.00	          9922	9.57万	8.24	-35.59	          1.51	-125.03	2.07	2.16	0.490㈢	          6.38	          0.04	          4.90	         -0.08	         34.44	   7.70㈢	         11.07	          7.15	         11.02	0.49	3047	600846	--  	--  	--  	
600847	万里股份	-0.09	22.57	-8.48	3.50	-13.00	8	    1.08亿	          3.73	         11.20亿	          0.23亿	--  	--  	0.99	0.68	KDJ死叉	10	12	2	-0.68	1.66	-0.68	0.88	-0.19	2.17	20241031	19940324	          1.53	--  	--  	6.87	6.38	--  	7.11	5.12	1.57	0.17	0.47	0.53	1.30	0.74	0.09	8.40	3.81	3.58	-0.25	-0.00	-0.25	-0.25	-0.25	-0.25	-3.55	-0.11	-0.12	14259.00	          7577	7.86万	-86.52	-4.93	          2.49	-148.68	4.18	0.00	-0.160㈢	          4.16	          5.48	         -2.31	         -0.07	         92.89	  -3.91㈢	          5.85	         -6.53	         -6.56	0.01	377	600847	--  	--  	--  	
600848	上海临港	-7.39	26.79	1.62	1.81	8.12	1	    7.68亿	          1.93	         81.76亿	          3.28亿	28.55	25.02	1.16	1.24	-- -- 	10	2	11	0.57	3.42	0.10	1.62	-2.11	1.14	20241030	19940324	         25.22	          1.29	--  	883.65	186.80	        140.82	62.92	524.05	5.19	0.05	286.25	60.21	423.35	2.71	80.32	96.31	40.00	14.47	11.95	0.29	11.96	9.25	6.18	5.74	51.16	-46.17	-11.31	58552.00	         15307	16.30万	-17.51	20.69	          1.44	-5.82	6.72	1.90	0.250㈢	          7.41	          3.82	          2.03	         -1.83	         21.14	   3.31㈢	         63.83	         29.87	         23.14	--  	900	600848	--  	--  	--  	
600850	电科数字	-7.55	44.94	5.70	0.66	14.93	2	    4.04亿	          2.47	         98.83亿	          2.52亿	31.56	33.10	1.25	1.28	-- -- 	4	6	2	0.79	2.86	0.08	1.37	-1.29	1.45	20241203	19940324	          6.82	--  	--  	103.59	45.33	          1.19	55.09	92.24	1.67	1.52	52.22	10.58	38.21	20.58	24.23	4.01	71.00	57.13	3.21	-0.02	3.23	3.06	3.02	2.99	33.00	-12.30	-16.54	39939.00	         10109	24.75万	8.76	2.49	          3.69	-13.58	2.35	1.89	0.440㈢	          6.64	          0.59	          4.84	         -1.80	         43.76	   6.67㈢	         19.54	          4.53	          4.30	3.29	4147	600850	--  	--  	--  	
600851	海欣股份	1.15	25.05	-10.29	-0.16	-8.97	4	    4.75亿	          2.43	         29.42亿	          2.05亿	40.65	43.77	1.28	1.98	平台整理	14	12	11	1.16	3.16	0.50	2.49	-0.32	2.31	20241030	19940404	         12.07	          4.69	--  	54.00	43.67	          1.72	15.94	9.93	2.63	0.13	3.04	4.07	0.78	0.94	0.13	4.20	6.05	2.59	1.61	1.26	1.61	1.52	1.39	1.34	8.71	0.40	-1.02	61667.00	         15311	9.48万	10.11	-36.05	          1.71	185.65	12.34	1.08	0.110㈢	          3.62	          0.35	          0.72	          0.03	         80.87	   3.18㈢	         57.29	         26.59	         25.10	0.16	760	600851	--  	--  	--  	
600853	龙建股份	11.28	41.83	2.60	9.87	2.60	1	    5.62亿	         10.95	         24.40亿	          1.32亿	10.74	12.79	0.98	2.84	KDJ死叉	8	8	2	-0.48	3.33	-1.43	2.14	-0.23	4.58	20241029	19940404	         10.15	--  	--  	358.72	35.17	         27.29	82.59	199.37	9.69	18.91	207.46	37.25	13.95	68.91	21.28	1.86	111.69	96.93	3.03	0.06	3.00	2.43	2.35	2.25	17.39	-2.33	-4.79	60233.00	          9333	4.05万	37.19	4.46	          1.46	-18.87	0.39	0.83	0.230㈢	          2.97	          0.18	          1.71	         -0.23	          9.80	   6.67㈢	         13.22	          2.71	          2.18	4.33	6213	600853	--  	--  	--  	
600854	春兰股份	7.96	37.76	6.23	3.53	3.12	1	    3.52亿	          4.58	         18.63亿	          0.52亿	18.19	18.20	1.01	1.54	-- -- 	12	8	2	-0.58	2.70	-0.77	1.16	-0.75	2.72	20241030	19940425	          5.19	--  	--  	24.15	23.83	         -1.46	7.35	13.30	0.86	0.04	1.50	11.17	1.75	0.04	0.38	15.35	0.75	0.48	1.39	1.24	1.40	1.36	1.34	1.28	-2.72	0.55	0.60	31196.00	         11289	5.97万	0.08	-49.07	          1.15	50.18	36.51	2.70	0.260㈢	          4.59	          2.95	         -0.52	          0.11	         98.68	   5.63㈢	         35.75	        184.06	        180.64	0.01	114	600854	--  	--  	--  	
600855	航天长峰	-11.65	40.56	12.50	1.79	16.69	9	    2.57亿	          3.12	         32.13亿	          0.47亿	--  	--  	1.18	0.40	-- -- 	10	12	2	-0.40	0.97	-0.89	0.24	-0.16	1.71	20241030	19940425	          4.69	--  	--  	38.88	17.56	          1.41	51.21	30.60	3.85	0.79	17.75	8.20	8.30	10.50	3.67	9.96	6.58	4.83	-1.09	0.00	-1.02	-1.04	-0.99	-1.11	2.06	-0.47	-1.60	53870.00	          4767	5.96万	-34.66	-23.47	          3.34	-124.45	8.91	0.00	-0.210㈢	          3.75	          2.13	          0.44	         -0.10	         45.17	  -5.66㈢	         26.52	        -16.51	        -15.75	0.64	1520	600855	--  	--  	--  	
600857	宁波中百	14.45	63.95	-5.54	13.72	-5.03	4	    1.47亿	          6.79	         13.07亿	          1.17亿	--  	30.86	1.01	5.09	-- -- 	8	6	11	0.24	7.66	0.12	4.67	-1.33	6.10	20241030	19940425	          2.24	--  	--  	9.94	8.44	--  	15.04	5.58	1.55	0.01	1.17	4.54	0.31	0.12	0.04	0.65	7.01	6.60	-0.13	0.04	-0.12	-0.08	-0.08	0.13	3.58	0.21	0.06	13709.00	         10752	9.54万	-111.38	-27.35	          2.36	94.07	2.84	1.02	-0.040㈢	          3.76	          0.29	          1.60	          0.09	         84.96	  -0.95㈢	          5.92	         -1.78	         -1.14	--  	128	600857	--  	--  	--  	
