代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000014	沙河股份	-1.62	12.75	-0.21	12.75	12.76	101412	787	0.08	          4.19	12.71	13.06	12.62	12.96	    49.37	12975.28	  0.64	住宅开发	深圳	3.40	12.79	57693	43719	  1.32	0.00	42	25	--  	72.01	          0.64	          0.09	100.39	0.00	   0.00	12235.88	182.01	0.39	1.49	--  	          0.09	--  	7.87	--  	--  	          2.42	         30.86亿	         30.86亿	 -1.07	   2293	-2	-0.15	-1.24	2.91	12.54	8.14	56.83	13.23	1.11	18.16	1	    1.60亿	          6.35	         20.36亿	         -0.51亿	42.66	6.01	0.59	-1.70	多头排列	12	8	3	-1.93	0.77	-2.62	-1.31	-2.37	1.03	20241031	19920602	          2.42	--  	--  	22.36	16.54	          0.51	23.75	18.60	0.20	0.00	5.12	4.18	14.06	0.03	0.28	0.10	3.25	1.64	0.64	0.00	0.63	0.47	0.47	0.47	11.13	-1.03	-1.60	28544.00	          5595	7.13万	-90.53	-73.51	          1.87	-30.07	9.49	1.67	0.190㈢	          6.83	          0.04	          4.60	         -0.42	         73.96	   2.83㈢	         49.42	         19.59	         14.39	--  	113	000014	--  	--  	--  	
000016	深康佳Ａ	-2.12	5.09	-0.11	5.09	5.10	592013	7983	0.00	          3.71	5.16	5.25	5.05	5.20	--  	30322.02	  0.62	电视	深圳	3.85	5.12	362679	229334	  1.58	0.00	6091	8067	--  	19.17	          1.37	          0.16	406.33	0.00	   0.00	34916.65	162.90	-0.57	0.47	--  	          0.03	--  	0.71	--  	--  	         15.97	         81.27亿	        122.56亿	 -1.56	   4134	-2	-0.38	-0.20	-3.05	2.21	-16.14	95.77	24.45	1.19	22.06	21	   10.73亿	          5.52	         54.61亿	         -2.65亿	--  	--  	0.89	-1.93	-- -- 	10	6	3	-0.77	0.96	-2.88	-1.54	-3.05	0.79	20241127	19920327	         24.08	          8.11	--  	325.31	40.43	          2.01	86.95	130.06	50.60	10.30	177.10	40.02	30.25	16.45	5.64	5.02	81.20	76.11	-18.59	0.53	-18.61	-18.65	-16.06	-17.17	-1.08	-3.91	-28.62	180278.00	         10452	5.32万	-124.67	-45.42	          3.03	-31.35	1.51	0.00	-0.670㈢	          1.68	          0.21	         -0.04	         -0.16	         12.43	 -39.73㈢	          6.27	        -22.90	        -22.97	3.12	14106	000016	--  	--  	--  	
000017	深中华A	-3.10	7.18	-0.23	7.17	7.18	282512	2234	0.00	          9.32	7.32	7.42	7.05	7.41	   500.03	20312.42	  1.01	钟表珠宝	深圳	4.99	7.19	162613	119899	  1.36	0.00	2086	100	--  	24.06	          0.96	          0.24	160.40	0.00	   0.00	33214.26	379.40	0.55	1.14	--  	          0.22	--  	17.87	--  	--  	          3.03	         21.75亿	         49.48亿	 -2.55	   3188	-1	5.11	3.61	-0.69	7.97	1.41	25.53	60.62	3.17	65.05	19	    2.39亿	         11.80	         17.19亿	         -1.59亿	251.94	285.27	0.85	0.42	多头排列	12	6	1	-1.21	0.13	-4.86	-2.97	-3.23	1.84	20241030	19920331	          6.89	          2.48	--  	3.72	3.16	          0.10	12.43	3.63	0.02	0.00	0.46	0.16	1.60	1.71	0.01	7.80	2.79	2.61	0.08	0.00	0.10	0.07	0.07	0.06	-11.85	-0.59	-0.38	59368.00	          8217	5.90万	46.86	-19.81	         15.64	-83.88	17.71	0.00	0.010㈢	          0.46	          1.13	         -1.72	         -0.09	         84.91	   2.35㈢	          6.64	          2.84	          2.48	0.01	69	000017	--  	--  	--  	
000019	深粮控股	-0.57	6.97	-0.04	6.97	6.98	80370	1140	-0.13	          1.93	7.00	7.06	6.93	7.01	    24.64	5617.69	  0.63	粮油加工	深圳	1.85	6.99	46684	33686	  1.39	0.00	271	355	--  	43.20	          1.04	          0.06	79.46	0.00	   0.00	6508.28	24.43	0.14	0.38	--  	          0.01	--  	0.68	--  	--  	          4.16	         29.01亿	         80.33亿	 -0.02	   2229	-1	0.00	-0.85	-4.26	3.72	1.31	13.15	-5.81	-3.06	-5.04	0	    2.71亿	          2.97	         18.87亿	         -0.46亿	25.39	23.23	0.58	-0.99	平台整理	10	6	2	-0.14	0.71	-1.14	-0.29	-1.27	0.58	20241203	19921012	         11.53	          0.52	--  	72.21	48.39	          0.04	32.93	40.76	21.07	5.27	22.42	1.53	35.11	1.37	2.50	12.61	38.02	31.39	3.07	0.00	3.07	2.43	2.45	2.27	19.41	5.23	-0.82	44918.00	          7179	5.00万	-10.82	-15.12	          1.66	15.37	2.11	2.85	0.210㈢	          4.20	          1.09	          1.68	          0.45	         67.01	   5.05㈢	         17.45	          8.07	          6.40	0.16	1215	000019	--  	--  	--  	
000020	深华发Ａ	-0.82	14.59	-0.12	14.58	14.59	29660	440	0.07	          1.64	14.65	14.70	14.35	14.71	   217.54	4311.55	  0.76	面板	深圳	2.38	14.54	16213	13447	  1.21	0.00	5	37	--  	4.06	          1.62	          0.16	64.20	0.00	   0.00	5094.83	27.10	0.00	0.53	--  	          0.03	--  	1.07	--  	--  	          1.81	         26.43亿	         41.31亿	 -0.26	   1617	-1	0.07	1.04	-0.89	5.12	0.21	20.88	16.63	1.53	12.66	17	    0.62亿	          4.79	          9.03亿	         -0.34亿	275.10	312.19	0.74	-0.34	-- -- 	1	6	2	-0.41	-0.07	-2.45	-1.16	-0.75	1.67	20241026	19920428	          2.83	          1.02	--  	6.59	3.81	--  	42.16	4.21	1.54	0.34	2.76	1.42	0.80	1.71	--  	1.47	6.06	5.34	0.18	0.01	0.18	0.14	0.14	0.13	-1.26	-0.12	-0.14	32037.00	          5115	7.46万	14.45	0.74	         10.84	-340.50	6.81	0.00	0.050㈢	          1.35	          0.52	         -0.44	         -0.04	         57.84	   3.74㈢	         11.99	          2.90	          2.35	0.09	486	000020	--  	--  	--  	
000021	深科技	-1.44	19.91	-0.29	19.91	19.92	399022	3515	-0.04	          2.56	20.26	20.42	19.75	20.20	    35.23	79846.64	  0.70	消费电子组件	深圳	3.32	20.01	220400	178622	  1.23	0.00	429	214	--  	43.49	          0.78	          0.07	699.83	0.00	   0.00	98408.17	634.14	-0.43	0.64	--  	          0.03	--  	4.42	--  	--  	         15.60	        310.68亿	        310.71亿	 -0.88	   4418	-1	0.60	-0.50	-3.77	4.02	-14.95	47.48	20.52	-1.24	23.82	5	    9.34亿	          4.27	        186.05亿	         -4.53亿	36.68	48.90	1.05	-0.90	-- -- 	1	12	2	0.30	1.09	-2.23	-0.94	-2.50	0.81	20241203	19940202	         15.61	--  	--  	291.54	115.64	         19.73	53.57	167.24	49.81	3.92	132.46	90.31	29.95	36.57	6.47	23.37	108.52	90.50	9.53	0.13	9.68	8.12	6.61	6.17	60.78	19.17	0.06	216066.00	          4325	8.61万	48.12	-1.09	          2.69	16.20	2.86	0.64	0.420㈢	          7.41	          1.50	          3.89	          1.23	         39.66	   5.72㈢	         16.60	          8.78	          7.48	2.56	17241	000021	--  	--  	--  	
000025	特 力Ａ	-2.31	18.21	-0.43	18.21	18.22	91135	1163	0.05	          2.32	18.63	18.87	18.15	18.64	    54.47	16814.87	  0.64	综合类	深圳	3.86	18.45	53368	37767	  1.41	0.00	389	76	--  	71.18	          1.49	          0.18	211.78	0.00	   0.00	15414.78	45.46	0.16	0.29	--  	          0.02	--  	1.57	--  	--  	          3.93	         71.52亿	         78.50亿	 -1.75	   3043	-2	-0.48	-2.31	-5.55	3.70	-1.99	30.07	10.57	-1.83	14.67	5	    1.59亿	          5.72	         29.00亿	         -1.85亿	52.64	67.95	0.77	-2.41	MACD死叉	10	12	12	-0.05	1.23	-2.63	-1.02	-3.50	0.33	20241024	19930621	          4.31	          0.38	--  	25.11	16.99	          1.30	27.15	9.98	0.72	0.04	5.69	2.21	0.89	2.63	0.05	4.31	20.67	18.84	1.40	0.19	1.39	1.11	1.08	0.99	7.80	0.41	-0.15	52786.00	          3742	6.81万	46.64	69.38	          4.62	190.12	3.80	0.17	0.250㈢	          3.94	          1.00	          1.81	          0.10	         67.66	   6.36㈢	          8.87	          6.77	          5.39	0.02	151	000025	--  	--  	--  	
000026	飞亚达	-1.97	10.96	-0.22	10.95	10.96	89642	795	0.09	          2.47	11.18	11.26	10.85	11.18	    16.88	9904.14	  1.05	钟表珠宝	深圳	3.67	11.05	48031	41611	  1.15	0.00	617	506	--  	-10.25	          0.65	          0.06	87.13	0.00	   0.00	8535.15	45.17	-0.26	0.53	--  	          0.02	--  	1.66	--  	--  	          3.63	         39.75亿	         44.47亿	 -1.41	   1976	-1	0.63	-1.26	0.83	6.72	1.67	22.05	-3.86	2.43	3.79	0	    2.00亿	          4.49	         21.89亿	         -0.89亿	17.10	13.62	0.68	-0.99	-- -- 	8	8	11	0.00	0.72	-2.95	-1.16	-2.66	1.01	20241206	19930603	          4.06	          0.41	--  	41.89	33.71	--  	19.53	31.17	3.40	0.30	7.76	5.38	20.63	3.39	0.20	9.36	30.40	19.10	2.59	0.00	2.60	1.98	1.98	1.91	17.45	3.17	0.33	26962.00	          8913	9.77万	-25.58	-13.82	          1.32	14.01	1.46	3.58	0.480㈢	          8.31	          2.31	          4.30	          0.78	         80.47	   5.86㈢	         37.16	          8.51	          6.50	0.43	4238	000026	--  	--  	--  	
000027	深圳能源	-0.45	6.69	-0.03	6.69	6.70	182961	920	-0.14	          0.38	6.72	6.76	6.65	6.72	    11.23	12275.52	  0.93	火力发电	深圳	1.64	6.71	98842	84119	  1.18	0.00	1087	1595	--  	48.04	          0.40	          0.01	61.55	0.00	   0.00	19238.41	47.11	0.15	0.24	--  	          0.01	--  	2.18	--  	--  	         47.57	        318.27亿	        318.27亿	  0.11	   2778	-1	1.20	0.90	0.30	2.77	-2.77	17.36	13.20	1.06	6.02	1	   11.88亿	          1.54	         79.50亿	         -1.43亿	27.94	15.63	0.82	0.30	平台整理	14	5	10	0.00	0.60	-1.04	-0.15	-1.04	0.60	20241126	19930903	         47.57	--  	--  	1635.67	476.27	        100.26	64.75	400.26	631.98	203.76	353.43	92.78	14.83	148.34	12.95	46.59	304.15	237.13	35.64	6.97	35.77	27.41	21.25	20.32	149.44	74.52	16.01	125672.00	          9456	6.33万	-29.79	3.61	          1.06	4.27	1.05	2.08	0.380㈢	          6.33	          0.98	          3.14	          1.57	         29.12	   4.46㈢	         22.03	         11.72	          9.01	1.01	12200	000027	--  	--  	--  	
000028	国药一致	-0.37	29.79	-0.11	29.79	29.80	27728	267	0.07	          0.58	29.95	30.15	29.65	29.90	    11.67	8294.77	  0.78	医药流通	深圳	1.67	29.92	17289	10439	  1.66	0.00	9	50	--  	17.52	          0.75	          0.03	79.54	0.00	   0.00	12005.96	8.09	0.00	0.07	--  	          0.00	--  	0.23	--  	--  	          4.78	        142.41亿	        165.80亿	  0.19	   1749	-1	1.42	0.70	0.07	1.40	-0.37	17.52	5.38	0.24	5.23	1	    1.66亿	          1.67	         49.54亿	         -0.61亿	11.28	10.41	0.70	0.24	-- -- 	10	2	1	0.17	0.84	-0.84	0.07	-1.19	0.47	20241029	19930809	          5.57	          0.71	--  	519.81	181.02	         35.52	58.34	406.78	8.18	5.81	280.93	54.34	83.92	241.33	2.94	42.61	564.66	503.26	13.44	2.55	13.56	10.96	10.66	10.24	129.99	12.81	-7.76	32954.00	          7211	21.48万	-10.43	-0.21	          0.92	12.94	0.29	2.27	1.910㈢	         32.52	          7.66	         23.36	          2.30	         34.82	   5.89㈢	         10.87	          2.38	          1.94	0.19	39449	000028	--  	--  	--  	
000029	深深房Ａ	-4.36	16.00	-0.73	15.98	16.00	64739	917	0.13	          0.73	16.64	16.70	15.93	16.73	  2419.03	10501.44	  0.97	住宅开发	深圳	4.60	16.22	38591	26148	  1.48	0.00	37	86	--  	56.52	          1.75	          0.09	146.72	0.00	   0.00	7970.30	19.47	0.06	0.24	--  	          0.00	--  	0.87	--  	--  	          8.92	        142.67亿	        161.87亿	 -3.81	   2372	-1	0.90	-3.73	-2.97	1.98	-8.42	42.99	29.66	-0.18	36.05	4	    2.63亿	          2.46	         42.08亿	         -7.39亿	--  	--  	0.58	-3.56	MACD金叉	10	12	8	-0.54	-0.18	-4.78	-3.05	-4.19	0.44	20241031	19930915	         10.12	          1.20	--  	64.60	37.01	          0.85	41.39	58.67	0.18	0.00	26.09	5.83	40.44	0.89	13.84	9.78	2.08	1.68	0.02	0.01	0.04	0.04	0.05	-0.11	14.06	-1.38	-2.82	54508.00	          7027	11.24万	113.78	-41.23	          4.37	-117.59	77.73	0.00	0.005㈢	          3.66	          0.97	          1.39	         -0.14	         57.30	   0.14㈢	         19.43	          0.79	          2.01	0.39	267	000029	--  	--  	--  	
