代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000988	华工科技	0.05	37.42	0.02	37.41	37.42	316774	2627	-0.04	          3.15	38.18	38.30	37.33	37.40	    30.10	119445.08	  0.96	激光设备	湖北	2.59	37.71	179186	137588	  1.30	0.00	344	161	--  	36.44	          0.81	          0.07	983.03	0.00	   0.00	125328.28	1233.60	0.05	0.98	--  	          0.04	--  	1.61	--  	--  	         10.05	        376.07亿	        376.26亿	  0.61	   4531	3	1.19	5.17	2.60	5.92	-14.52	28.46	28.86	4.79	26.38	4	    8.14亿	          3.89	        304.58亿	          0.20亿	33.26	37.35	0.99	1.96	-- -- 	10	6	14	2.09	2.41	-0.19	0.83	-2.30	0.24	20241025	20000608	         10.06	--  	--  	197.22	99.18	          1.25	49.08	144.86	21.26	3.42	70.36	35.85	27.09	41.88	4.97	26.79	90.02	71.13	10.28	-0.01	10.35	9.40	9.38	7.75	60.73	-2.35	-7.56	121252.00	          6713	25.12万	15.19	23.42	          3.79	-160.41	4.18	0.40	0.930㈢	          9.86	          2.66	          6.04	         -0.23	         50.29	   9.45㈢	         20.98	         11.42	         10.44	5.36	8179	000988	--  	--  	--  	
000990	诚志股份	-0.12	8.53	-0.01	8.53	8.54	173225	1144	0.00	          1.43	8.54	8.65	8.45	8.54	    35.59	14802.75	  1.00	煤化工	江西	2.34	8.55	91677	81548	  1.12	0.00	224	231	--  	-4.09	          0.70	          0.04	97.58	0.00	   0.00	21767.21	57.56	0.00	0.26	--  	          0.01	--  	1.70	--  	--  	         12.15	        103.66亿	        103.66亿	  0.44	   2477	-1	2.28	2.16	1.06	1.55	1.55	31.84	2.77	3.65	4.54	2	    5.67亿	          3.06	         48.34亿	         -0.12亿	39.14	58.50	0.74	1.07	-- -- 	12	2	11	0.00	1.29	-1.05	0.12	-1.39	0.95	20241025	20000706	         12.15	--  	--  	268.04	178.14	          8.96	30.20	70.04	48.17	8.91	54.00	20.16	7.58	10.73	3.48	125.72	82.38	69.44	4.24	-0.32	4.23	3.02	2.18	1.93	36.12	11.61	-3.08	44474.00	         12742	10.87万	67.12	-17.76	          0.58	8.93	1.26	0.59	0.180㈢	         14.66	         10.34	          2.97	          0.96	         66.46	   1.23㈢	         15.70	          5.15	          3.67	2.14	4195	000990	--  	--  	--  	
000993	闽东电力	-0.32	9.24	-0.03	9.23	9.24	64340	919	-0.10	          1.46	9.21	9.34	9.13	9.27	    27.73	5930.94	  0.84	水力发电	福建	2.27	9.22	36500	27840	  1.31	0.00	347	125	--  	-24.37	          1.17	          0.07	84.92	0.00	   0.00	8133.91	28.37	0.00	0.35	--  	          0.01	--  	4.34	--  	--  	          4.40	         40.63亿	         42.31亿	  0.23	   1704	-1	1.64	1.76	0.54	-0.00	-3.34	18.31	1.20	2.44	-7.60	3	    2.11亿	          3.05	         19.51亿	         -0.14亿	153.90	18.10	0.60	0.54	平台整理	10	2	11	-0.65	0.76	-1.51	-0.54	-1.07	1.20	20241202	20000731	          4.58	--  	--  	36.24	24.84	          0.47	30.15	8.86	16.93	0.93	3.18	3.19	2.45	2.70	0.18	16.50	4.50	2.17	1.36	0.19	1.35	1.14	1.14	1.15	3.17	1.39	0.08	46678.00	          4524	4.18万	-64.39	-67.74	          1.70	30.53	9.40	2.16	0.250㈢	          5.43	          3.60	          0.69	          0.30	         68.55	   4.61㈢	         51.69	         30.25	         25.27	--  	1590	000993	--  	--  	--  	
000995	皇台酒业	-0.80	14.81	-0.12	14.81	14.82	138583	1427	0.14	          7.81	14.76	15.30	14.65	14.93	    87.09	20774.60	  1.12	白酒	甘肃	4.35	14.99	74834	63749	  1.17	0.00	45	52	--  	54.92	          0.95	          0.22	211.34	0.00	   0.00	20984.80	208.71	0.14	0.99	--  	          0.11	--  	7.94	--  	--  	          1.77	         26.27亿	         26.27亿	 -0.25	   3377	-1	2.82	2.21	-2.82	10.11	-4.63	73.41	-8.64	-3.20	-14.89	10	    1.27亿	         10.88	         18.86亿	         -0.21亿	644.39	--  	1.03	0.47	-- -- 	12	8	2	-1.14	2.48	-1.88	0.40	-3.20	1.09	20241204	20000807	          1.77	--  	--  	4.86	1.45	          0.01	69.89	2.47	0.84	1.43	2.90	0.19	1.83	0.09	0.03	5.57	1.13	0.39	0.24	0.00	0.23	0.22	0.23	0.03	-5.95	-0.00	0.01	44092.00	          2888	4.28万	545.36	0.57	         18.08	-26247.88	23.16	0.00	0.130㈢	          0.82	          3.14	         -3.35	         -0.00	         29.90	  15.57㈢	         65.90	         20.73	         19.77	--  	501	000995	--  	--  	--  	
000997	新 大 陆	0.34	20.70	0.07	20.69	20.70	147320	689	0.29	          1.44	20.51	21.01	20.45	20.63	    19.57	30519.61	  0.64	其他IT设备	福建	2.71	20.72	72862	74458	  0.98	0.00	257	827	--  	-48.09	          0.45	          0.02	142.62	0.00	   0.00	39874.35	181.27	0.00	0.45	--  	          0.01	--  	1.51	--  	--  	         10.26	        212.45亿	        213.64亿	  0.89	   3822	3	0.10	1.22	-3.13	4.81	1.02	66.26	17.09	-3.13	8.61	2	    7.17亿	          2.05	        148.52亿	          0.72亿	21.20	21.22	1.01	-0.05	-- -- 	12	6	2	-0.58	1.84	-0.87	0.44	-1.48	1.22	20241120	20000807	         10.32	--  	--  	126.21	69.96	          3.77	41.58	81.45	3.94	1.32	50.88	37.69	10.07	15.74	2.79	18.42	51.98	32.22	9.96	0.57	9.92	9.21	8.19	8.22	40.08	2.59	-2.64	60763.00	         11808	24.44万	0.07	-3.92	          3.05	82.53	4.11	2.62	0.810㈢	          6.78	          1.78	          3.88	          0.25	         55.43	  11.70㈢	         38.03	         19.15	         17.71	4.66	6561	000997	--  	--  	--  	
000998	隆平高科	-0.63	10.99	-0.07	10.99	11.00	133887	985	-0.08	          1.02	11.06	11.11	10.94	11.06	--  	14747.34	  0.76	种子	湖南	1.54	11.01	85291	48596	  1.76	0.00	658	464	--  	15.47	          0.83	          0.02	108.25	0.00	   0.00	15964.22	113.14	0.00	0.71	--  	          0.01	--  	1.60	--  	--  	         13.15	        144.52亿	        144.74亿	 -0.08	   2993	-1	0.91	0.27	-2.66	1.57	-7.96	14.24	-29.32	-0.90	-21.78	0	    9.54亿	          1.40	        104.82亿	         -0.92亿	48.05	72.81	0.72	-0.18	-- -- 	10	6	13	0.00	0.45	-1.08	-0.45	-1.08	0.46	20241031	20001211	         13.17	--  	--  	262.79	45.40	         35.29	69.30	111.83	27.97	41.63	121.61	30.23	46.99	11.64	38.70	29.58	28.81	20.67	-11.63	3.38	-11.61	-8.56	-4.75	-8.74	11.51	-4.29	-8.03	131224.00	          7268	7.99万	17.82	-14.46	          3.19	-33.71	5.02	0.45	-0.360㈢	          3.45	          2.25	          0.87	         -0.33	         17.28	 -10.47㈢	         28.24	        -40.36	        -29.72	4.40	4667	000998	--  	--  	--  	
000999	华润三九	-0.78	44.45	-0.35	44.44	44.45	84674	946	0.07	          0.66	44.80	45.00	44.16	44.80	    14.47	37702.80	  0.79	中药	深圳	1.88	44.53	47791	36883	  1.30	0.00	14	526	--  	-52.64	          0.87	          0.03	420.50	0.00	   0.00	35073.76	150.53	-0.17	0.43	--  	          0.01	--  	2.01	--  	--  	         12.76	        567.03亿	        570.87亿	 -0.23	   3820	-1	0.47	-1.27	-1.18	-0.35	-6.62	-1.49	27.18	-1.47	23.13	1	    4.66亿	          1.82	        207.28亿	         -4.50亿	16.87	20.17	0.78	-0.47	-- -- 	14	2	12	0.00	0.45	-1.43	-0.60	-1.22	0.66	20241205	20000309	         12.84	--  	--  	407.70	205.33	         55.31	36.07	231.48	57.08	33.75	122.83	61.43	50.57	64.41	14.61	16.15	197.40	93.41	38.87	0.09	39.85	32.45	29.60	27.52	171.04	32.04	-8.18	51220.00	          9104	40.47万	23.19	6.08	          2.78	17.82	2.89	4.81	2.320㈢	         15.99	          1.26	         13.32	          2.49	         50.36	  14.42㈢	         52.68	         19.69	         16.44	5.12	20318	000999	--  	--  	--  	
001201	东瑞股份	-2.11	16.23	-0.35	16.22	16.23	31794	317	0.37	          1.92	16.49	16.56	16.13	16.58	--  	5174.17	  1.21	生猪养殖	广东	2.59	16.27	19766	12028	  1.64	0.00	7	17	--  	-18.17	          1.27	          0.07	51.45	0.00	   0.00	3596.76	10.22	0.00	0.28	--  	          0.00	--  	2.21	--  	--  	          1.66	         26.89亿	         41.84亿	 -1.56	   1507	-1	0.61	-1.57	-3.62	0.31	-5.59	8.85	-38.50	-0.49	-32.77	1	    1.29亿	          2.47	         20.93亿	         -0.90亿	--  	--  	0.73	-1.93	平台整理	1	2	13	-0.54	-0.12	-2.71	-1.87	-1.99	0.62	20241031	20210428	          2.58	--  	--  	61.14	33.74	          0.08	44.69	13.64	31.87	0.30	14.98	6.88	5.95	0.10	0.02	27.33	10.66	8.43	-0.69	-0.04	-0.72	-0.77	-0.77	-0.78	3.43	-0.31	-4.88	19864.00	          6493	10.54万	81.48	32.06	          1.24	-135.65	3.93	0.00	-0.300㈢	         13.09	         10.60	          1.33	         -0.12	         55.19	  -2.28㈢	         20.90	         -6.48	         -7.27	0.19	1611	001201	--  	--  	--  	
001202	炬申股份	10.02	16.69	1.52	16.69	--  	63532	8	0.00	          7.02	15.17	16.69	14.90	15.17	    23.83	10415.53	  2.98	供应链服务	广东	11.80	16.39	46147	17385	  2.65	0.00	77917	0	--  	0.00	          0.03	          0.01	1.34	0.00	   0.00	3476.91	17.90	0.00	0.51	--  	          0.03	--  	0.88	1.23	13004.35	          0.90	         15.09亿	         21.50亿	 10.57	    767	3	1.74	15.57	14.48	19.65	23.44	51.18	-3.80	15.10	-3.36	3	    0.38亿	         16.82	          6.31亿	          1.96亿	24.40	31.42	0.63	10.02	多头排列	8	8	3	0.00	10.02	-1.78	8.04	0.00	12.01	20241112	20210429	          1.29	--  	--  	13.33	7.38	         -0.00	44.63	3.23	3.81	1.78	2.62	1.07	0.52	0.98	0.36	4.06	7.14	5.67	0.93	0.01	0.93	0.68	0.68	0.66	2.00	0.90	-1.29	9610.00	          3932	6.56万	35.96	-2.87	          2.91	23.99	3.01	1.94	0.530㈢	          5.73	          3.15	          1.55	          0.70	         55.37	   9.16㈢	         20.57	         13.03	          9.47	0.02	604	001202	--  	--  	--  	
001203	大中矿业	-0.21	9.52	-0.02	9.51	9.52	92371	695	0.00	          0.76	9.54	9.66	9.42	9.54	    16.20	8815.24	  0.82	铁矿石	内蒙	2.52	9.54	52224	40147	  1.30	0.00	691	236	--  	-11.52	          0.72	          0.03	66.16	0.00	   0.00	9594.16	31.29	0.74	0.33	--  	          0.01	--  	0.86	--  	--  	         12.17	        115.82亿	        143.56亿	  0.34	   2267	-1	0.63	0.53	-2.65	-1.35	3.59	26.93	-8.28	-1.25	-5.46	2	    4.03亿	          2.29	         38.39亿	         -0.30亿	14.72	12.61	0.85	-0.10	KDJ金叉	10	2	11	0.00	1.26	-1.26	-0.00	-1.45	1.06	20241025	20210510	         15.08	--  	--  	150.81	65.64	--  	56.48	17.37	41.08	74.14	52.96	6.70	5.57	1.09	0.85	11.72	29.78	14.68	7.93	0.02	7.83	6.65	6.65	6.48	33.55	13.53	3.89	49805.00	          8096	7.71万	-19.79	4.89	          2.27	10.61	4.82	1.03	0.440㈢	          4.20	          0.78	          2.22	          0.90	         43.52	  10.13㈢	         50.71	         26.63	         22.32	0.96	3811	001203	--  	--  	--  	
001205	盛航股份	-1.10	18.84	-0.21	18.84	18.85	51895	575	0.37	          3.57	19.18	19.22	18.58	19.05	    19.19	9784.43	  1.00	航运	江苏	3.36	18.85	30446	21449	  1.42	0.00	5	31	--  	-11.48	          1.10	          0.10	108.33	0.00	   0.00	9392.20	68.09	0.00	0.72	--  	          0.03	--  	0.77	--  	--  	          1.45	         27.38亿	         34.48亿	 -0.55	   1594	-1	2.14	1.94	-1.52	-2.39	-18.44	20.77	8.84	-1.67	15.94	1	    1.24亿	          4.17	         23.45亿	         -0.38亿	17.41	19.15	0.64	0.16	KDJ金叉	10	2	11	0.68	0.89	-2.47	-1.05	-1.98	1.40	20241123	20210513	          1.83	--  	--  	49.31	17.96	          2.05	59.44	6.90	36.39	0.00	13.36	2.77	0.72	1.62	0.02	7.34	11.31	8.19	1.81	0.17	1.82	1.63	1.35	1.25	7.95	2.82	-1.43	11212.00	         11102	20.92万	15.61	28.82	          1.84	12.21	3.05	0.58	0.800㈢	         10.22	          4.01	          4.34	          1.54	         36.41	   7.50㈢	         27.61	         16.03	         14.39	0.28	978	001205	--  	--  	--  	
001206	依依股份	-0.35	17.06	-0.06	17.05	17.06	58928	952	-0.17	          5.54	17.27	17.49	16.87	17.12	    15.67	10076.23	  0.49	生活用纸	天津	3.62	17.10	32664	26264	  1.24	0.00	11	308	--  	-50.90	          1.94	          0.30	162.41	0.00	   0.00	11782.60	220.19	0.00	1.87	--  	          0.16	--  	3.12	--  	--  	          1.06	         18.14亿	         31.54亿	  0.20	   2453	-4	-0.87	-3.62	0.47	7.91	6.69	37.36	10.13	5.64	12.90	6	    0.79亿	          7.49	         13.43亿	         -0.11亿	18.98	30.66	0.73	-2.90	-- -- 	8	8	11	0.88	2.16	-1.46	-0.12	-2.46	1.13	20241204	20210518	          1.85	--  	--  	20.55	18.10	--  	11.94	13.02	5.80	0.49	2.29	2.39	1.49	3.99	0.04	11.15	13.16	10.58	2.01	0.11	2.00	1.51	1.51	1.36	4.48	0.75	-0.45	15138.00	          5199	8.87万	72.72	33.43	          1.74	41.83	2.40	5.21	0.820㈢	          9.79	          6.03	          2.43	          0.41	         88.06	   8.34㈢	         19.57	         15.25	         11.47	0.16	1317	001206	--  	--  	--  	
001207	联科科技	4.33	21.44	0.89	21.44	21.45	84018	489	-0.18	          4.18	20.53	22.12	20.36	20.55	    16.29	18052.93	  1.92	炭黑	山东	8.56	21.49	38757	45261	  0.86	0.00	99	61	--  	50.64	          0.60	          0.12	104.84	0.00	   0.00	7070.69	13.14	0.64	0.19	--  	          0.01	--  	0.31	--  	--  	          2.01	         43.08亿	         43.39亿	  4.88	   3007	2	1.68	5.62	8.23	11.44	-3.86	59.41	30.89	9.94	30.33	4	    0.89亿	          9.47	         19.03亿	          1.80亿	16.32	24.67	0.85	4.33	-- -- 	10	8	6	-0.10	7.64	-0.92	4.57	-3.07	5.30	20241016	20210623	          2.02	--  	--  	26.45	18.26	          0.12	30.47	16.13	7.06	1.54	7.90	7.17	1.61	4.74	0.03	10.20	16.45	13.28	2.32	-0.06	2.32	2.01	2.00	1.98	6.08	1.04	-1.27	17657.00	          5027	10.78万	75.89	15.59	          2.38	41.88	2.64	2.88	1.000㈢	          9.03	          5.04	          3.00	          0.51	         69.06	  10.94㈢	         19.27	         14.13	         12.24	0.58	689	001207	--  	--  	--  	
001208	华菱线缆	0.00	9.76	0.00	9.75	9.76	56868	774	0.10	          2.11	9.76	9.81	9.63	9.76	    45.35	5537.64	  0.58	线缆部件及其他	湖南	1.84	9.74	31331	25537	  1.23	0.00	30	62	--  	-72.53	          2.75	          0.14	75.54	0.00	   0.00	7064.38	14.84	0.00	0.21	--  	          0.01	--  	0.41	--  	--  	          2.70	         26.36亿	         52.16亿	  0.55	   1912	0	0.31	0.62	-1.71	4.39	3.06	19.75	7.73	-0.61	5.63	6	    2.20亿	          2.58	         21.50亿	          0.00亿	47.28	60.30	0.78	-0.10	-- -- 	12	12	2	0.00	0.51	-1.33	-0.20	-0.51	1.35	20241030	20210624	          5.34	--  	--  	49.51	15.99	--  	67.70	37.84	2.70	0.55	29.94	6.74	5.94	15.52	0.36	4.26	31.07	27.46	0.98	0.18	0.98	0.86	0.86	0.69	5.51	1.20	-0.17	47748.00	          4614	4.50万	38.15	20.70	          3.26	43.64	1.68	0.51	0.160㈢	          2.99	          0.80	          1.03	          0.22	         32.30	   5.39㈢	         11.61	          3.14	          2.78	0.98	617	001208	--  	--  	--  	
001209	洪兴股份	-6.28	19.70	-1.32	19.69	19.70	211426	1929	0.51	         52.48	18.92	20.91	18.92	21.02	    27.03	40546.57	  1.26	非运动服装	广东	9.47	19.18	118831	92595	  1.28	0.00	13	1031	--  	-78.22	          1.17	          1.27	380.01	0.00	   0.00	4943.48	4664.28	0.00	94.35	--  	          6.12	--  	4.75	--  	--  	          0.40	          7.94亿	         25.91亿	 -5.73	   4087	-3	-10.02	-24.12	-8.15	36.05	37.19	43.69	7.59	1.02	10.61	11	    0.40亿	         52.48	          7.94亿	         -1.74亿	33.61	31.72	0.73	-13.33	阶段放量	6	6	2	-9.99	-0.52	-9.99	-8.75	-5.79	4.12	20241031	20210723	          1.32	--  	--  	18.05	12.85	         -0.01	28.87	8.97	2.95	3.26	3.84	1.01	5.52	1.29	0.11	7.50	11.58	7.61	0.57	0.01	1.03	0.72	0.72	0.34	4.17	-0.51	-2.18	12450.00	          3236	6.37万	-6.37	12.21	          2.02	-50.53	2.24	0.47	0.550㈢	          9.77	          5.70	          3.17	         -0.39	         71.18	   5.60㈢	         34.28	          4.91	          6.19	0.21	2269	001209	--  	--  	--  	
001210	金房能源	0.89	14.68	0.13	14.68	14.69	19762	871	0.20	          2.49	14.54	14.68	14.43	14.55	    22.85	2884.18	  1.04	热力服务	北京	1.72	14.59	8020	11742	  0.68	0.00	220	57	--  	48.54	          3.72	          0.29	127.93	0.00	   0.00	2537.50	17.45	0.00	0.69	--  	          0.02	--  	2.67	--  	--  	          0.79	         11.66亿	         19.18亿	  1.45	    858	2	0.48	0.82	-0.14	2.66	4.49	31.54	-13.08	0.28	-10.05	2	    0.50亿	          3.94	          7.36亿	          0.17亿	151.47	155.55	0.71	0.62	-- -- 	10	2	11	-0.07	0.89	-0.82	0.27	0.00	1.73	20241029	20210729	          1.31	--  	--  	17.71	12.65	          0.81	23.94	10.71	3.53	1.45	3.06	3.88	0.46	3.04	1.33	5.99	6.30	4.85	0.71	0.02	0.71	0.62	0.63	0.58	4.89	-0.99	-3.84	13498.00	          3716	5.45万	0.53	18.65	          1.52	-19.34	3.05	0.97	0.480㈢	          9.68	          4.58	          3.74	         -0.76	         71.46	   4.97㈢	         23.01	         11.34	          9.91	0.19	771	001210	--  	--  	--  	
001211	双枪科技	0.10	20.18	0.02	20.18	20.19	18634	300	0.05	          2.78	20.33	20.51	19.85	20.16	    77.00	3756.91	  0.70	其他家居	浙江	3.27	20.16	10533	8101	  1.30	0.00	71	73	--  	-10.89	          1.34	          0.15	60.54	0.00	   0.00	4183.12	22.57	0.44	0.54	--  	          0.03	--  	2.58	--  	--  	          0.67	         13.52亿	         14.53亿	  0.65	   1423	1	-1.85	1.72	-2.98	6.55	5.21	35.80	-18.66	-4.36	-16.48	2	    0.34亿	          5.49	          6.84亿	          0.01亿	230.22	--  	0.86	-0.35	MACD死叉	12	6	3	0.84	1.74	-1.54	0.00	-1.61	1.66	20241204	20210805	          0.72	--  	--  	18.06	8.58	--  	52.49	8.37	5.00	0.88	7.69	1.45	3.03	2.49	0.09	4.87	9.28	6.30	0.11	-0.00	0.13	0.14	0.14	0.06	2.98	-0.55	0.44	9591.00	          3536	7.14万	452.19	37.12	          1.69	-26.24	1.57	0.00	0.200㈢	         11.92	          6.77	          4.14	         -0.77	         47.51	   1.65㈢	         32.08	          1.21	          1.53	0.15	1312	001211	--  	--  	--  	
001212	中旗新材	-1.49	23.10	-0.35	23.10	23.11	25017	353	-0.08	          2.46	23.45	23.64	22.89	23.45	    55.75	5809.73	  0.83	其他建材	广东	3.20	23.22	13370	11647	  1.15	0.00	47	64	--  	-53.15	          1.50	          0.14	81.54	0.00	   0.00	7873.08	24.62	0.00	0.31	--  	          0.02	--  	0.50	--  	--  	          1.02	         23.50亿	         27.97亿	 -0.94	   1345	-1	0.39	-1.15	-0.43	0.65	-4.94	18.64	-5.29	0.74	-2.16	10	    0.55亿	          4.58	         12.61亿	         -0.42亿	57.27	35.74	0.93	-1.03	-- -- 	10	5	1	0.00	0.81	-2.39	-0.98	-2.28	0.92	20241031	20210823	          1.21	--  	--  	22.66	17.25	          0.03	23.76	13.38	4.68	1.89	1.44	9.74	1.64	1.02	0.15	9.76	3.97	3.23	0.43	0.01	0.42	0.38	0.38	0.35	4.05	0.92	-0.29	13383.00	          4078	9.42万	-44.24	-24.54	          1.78	30.33	7.04	0.62	0.310㈢	         12.95	          8.06	          3.34	          0.76	         76.10	   2.18㈢	         18.82	         10.81	          9.48	0.12	1015	001212	--  	--  	--  	
001213	中铁特货	0.00	4.37	0.00	4.37	4.38	229267	1796	0.23	          0.52	4.36	4.41	4.34	4.37	    25.43	10030.42	  0.83	铁路运输	北京	1.60	4.37	119619	109648	  1.09	0.00	768	4309	--  	-60.78	          0.73	          0.05	78.50	0.00	   0.00	11651.76	21.93	0.00	0.19	--  	          0.01	--  	0.77	--  	--  	         44.44	        194.22亿	        194.22亿	  0.55	   2329	0	1.39	1.16	0.00	3.80	1.16	15.92	3.55	0.23	5.56	0	    7.64亿	          3.00	         33.41亿	          0.00亿	31.80	30.98	0.55	0.46	多头排列	12	12	13	-0.23	0.92	-0.69	0.23	-0.91	0.69	20241030	20210908	         44.44	--  	--  	212.95	189.66	--  	10.94	96.63	103.73	3.22	21.77	52.46	0.48	31.53	1.07	117.10	78.67	70.76	7.22	0.20	7.58	5.73	5.73	5.36	23.02	0.06	-3.10	77976.00	          9804	4.28万	-2.76	2.74	          1.02	3029.52	2.47	1.33	0.130㈢	          4.27	          2.63	          0.52	          0.00	         89.06	   3.02㈢	         10.06	          9.18	          7.28	0.02	3174	001213	--  	--  	--  	
001215	千味央厨	0.06	35.06	0.02	35.06	35.08	21208	534	-0.10	          2.16	35.04	35.70	34.71	35.04	    32.00	7452.21	  0.60	预加工食品	河南	2.83	35.14	11185	10023	  1.12	0.00	20	10	--  	-47.12	          1.74	          0.13	187.22	0.00	   0.00	7255.86	19.27	0.00	0.27	--  	          0.01	--  	0.55	--  	--  	          0.98	         34.50亿	         34.80亿	  0.61	   1779	2	0.78	-1.13	-5.22	7.88	-10.93	43.69	-37.73	-3.14	-33.37	6	    0.59亿	          3.62	         20.52亿	          0.02亿	28.61	25.90	0.99	-0.28	-- -- 	12	2	11	0.00	1.88	-0.94	0.29	-1.79	1.01	20241107	20210906	          0.99	--  	--  	23.00	17.87	         -0.00	22.30	9.66	9.59	0.74	3.13	5.26	2.69	1.02	0.07	11.42	13.64	10.33	1.04	0.00	1.04	0.81	0.82	0.81	5.90	-0.04	2.43	14275.00	          4099	14.37万	-13.49	2.70	          1.95	-778.09	2.55	0.53	0.840㈢	         18.01	         11.50	          5.94	         -0.05	         77.72	   4.56㈢	         24.25	          7.62	          5.93	0.16	2781	001215	--  	--  	--  	
001216	华瓷股份	-0.22	13.75	-0.03	13.75	13.76	26527	213	0.00	          1.05	13.75	13.87	13.62	13.78	    15.41	3649.60	  0.90	其他家居	湖南	1.81	13.76	11017	15510	  0.71	0.00	226	3	--  	5.90	          1.37	          0.09	29.29	0.00	   0.00	3332.57	5.23	-0.06	0.16	--  	          0.00	--  	2.38	--  	--  	          2.52	         34.63亿	         34.63亿	  0.34	   1617	-2	-0.14	0.37	-1.99	0.81	-1.64	4.40	7.43	-1.01	7.51	7	    0.82亿	          3.24	         11.26亿	         -0.08亿	17.40	19.33	0.73	-0.36	KDJ死叉	14	2	14	-0.22	0.65	-1.16	-0.15	-0.87	0.95	20241025	20211019	          2.52	--  	--  	20.61	16.89	          0.11	17.51	12.57	5.50	1.06	2.80	4.76	1.70	1.41	0.15	5.57	9.82	6.49	1.95	0.08	1.94	1.68	1.69	1.52	7.96	1.21	-0.27	17164.00	          4770	6.56万	13.45	9.34	          2.05	28.65	3.53	1.89	0.670㈢	          6.71	          2.21	          3.16	          0.48	         81.94	   9.98㈢	         33.94	         19.81	         17.14	0.48	4751	001216	--  	--  	--  	
001217	华尔泰	9.99	13.32	1.21	13.32	--  	171272	961	0.00	          5.52	12.13	13.32	12.06	12.11	    41.30	22288.41	  1.07	其他化学原料	安徽	10.40	13.01	74263	97009	  0.77	0.00	37290	0	--  	0.00	          0.32	          0.11	128.00	0.00	   0.00	22738.90	467.61	-1.77	2.06	--  	          0.38	--  	3.12	0.22	4967.03	          3.10	         41.30亿	         44.21亿	 10.54	   1227	3	1.94	15.53	14.04	23.44	23.67	47.67	13.56	20.22	-4.99	9	    1.01亿	         16.93	         13.48亿	          4.02亿	28.95	25.39	0.72	10.08	多头排列	8	2	11	0.17	9.99	-0.41	7.43	0.00	10.45	20241202	20210929	          3.32	--  	--  	35.68	22.50	--  	36.92	9.11	8.39	0.85	12.59	1.69	1.49	0.39	0.32	8.49	12.07	10.35	0.87	0.00	0.90	0.80	0.80	0.75	9.14	4.13	-1.19	23263.00	          4349	5.79万	-19.51	-8.16	          1.96	10.71	3.66	0.83	0.240㈢	          6.78	          2.56	          2.75	          1.24	         63.08	   3.57㈢	         14.26	          7.23	          6.65	0.38	1275	001217	--  	--  	--  	
001218	丽臣实业	0.23	17.49	0.04	17.49	17.50	11611	52	0.11	          1.56	17.49	17.59	17.33	17.45	    22.50	2025.24	  1.24	其他化学制品	湖南	1.49	17.44	6287	5324	  1.18	0.00	1	1	--  	-25.54	          0.34	          0.01	9.09	0.00	   0.00	1379.21	5.95	0.00	0.43	--  	          0.00	--  	0.54	--  	--  	          0.74	         13.02亿	         22.77亿	  0.78	    939	3	0.63	2.27	0.23	3.74	4.61	28.41	-18.50	1.39	-16.56	0	    0.74亿	          1.56	         13.02亿	          0.05亿	21.75	16.74	0.69	0.75	多头排列	12	6	11	0.23	0.80	-0.69	-0.06	-0.57	0.92	20241202	20211015	          1.30	--  	--  	27.18	21.73	--  	20.05	15.69	7.24	1.63	4.68	6.39	3.85	3.19	0.45	13.22	25.76	22.82	0.79	0.02	0.78	0.76	0.76	0.71	7.04	1.97	-0.91	13508.00	          5513	9.64万	-29.17	8.52	          1.06	11.57	0.88	3.77	0.580㈢	         16.51	         10.16	          5.41	          1.51	         79.95	   3.49㈢	         11.42	          3.07	          2.95	0.99	716	001218	--  	--  	--  	
